K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,reliable_mini_batch,clusters,pos_weight,accuracy,f1,recall,precision,losses
4,2,64,64,,0.0007332261065165506,relabeling,0,0.224368440029009,654,sum,GATConv,5,2,True,200,0.21173321035818993,0.8238552437223042,0.7263339070567987,0.773838630806846,0.6843243243243243,"[15.718546971678734, 15.233223661780357, 14.271782383322716, 14.255435541272163, 14.157407283782959, 14.341425716876984, 13.440559938549995, 13.028612107038498, 12.975926920771599, 12.797821119427681, 12.581819027662277, 12.237794905900955, 12.040106073021889, 11.835556842386723, 11.728989638388157, 11.538202047348022, 11.196865878999233, 11.13523318618536, 11.06129041314125, 10.426263593137264, 10.488919012248516, 10.231469608843327, 9.73781680315733, 9.857113435864449, 9.604320868849754, 9.259479880332947, 9.434107527136803, 9.241557031869888, 8.956675842404366, 9.007366828620434, 8.511672146618366, 8.61331145465374, 8.336222797632217, 8.46717207878828, 8.334968328475952, 8.113016910851002, 7.6000764816999435, 7.788505367934704, 7.475549165159464, 7.312924638390541, 7.096389584243298, 7.019094064831734, 6.986277729272842, 6.800658509135246, 6.651946447789669, 6.6964811608195305, 6.473838984966278, 6.312251195311546, 6.264098018407822, 6.0600647032260895]"
