alpha,K,layers,hidden_channels,out_channels,norm,dropout,margin,lpl_weight,ratio,seed,aggregation,model_type,sampling_mode,num_neighbors,pos_weight,batch_size,rate_pairs,reliable_mini_batchaccuracy,f1,recall,precision,losses,average_precision,roc_auc,fpr,tpr,roc_thresholds,precisions,recalls,pr_thresholds
0.5,31,2,64,256,,0,0.5,0.5,0.2776942245218562,654,sum,GINConv,1,512,9,0.801698670605613,0.712372790573112,0.812958435207824,0.6339370829361296,"[4.463324666023254, 4.479241728782654, 4.329662203788757, 4.534329533576965, 4.445474743843079, 4.644369125366211, 4.198889255523682, 4.406061053276062, 4.620074033737183, 4.5803364515304565, 4.191800832748413, 4.931389212608337, 4.65667200088501, 4.395957946777344, 4.580042719841003, 4.810694336891174, 4.643816113471985, 4.206499099731445, 4.638028144836426, 4.745782256126404, 4.2850563526153564, 4.219228267669678, 4.57840096950531, 4.74577784538269, 4.435225129127502, 4.756908655166626, 4.754498600959778, 4.377131104469299, 4.3856281042099, 4.402453422546387, 4.359317183494568]",0.7177439529499549,0.8618711271523007,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.29100529e-04 5.29100529e-04 5.29100529e-04
 5.29100529e-04 5.29100529e-04 5.29100529e-04 5.29100529e-04
 5.29100529e-04 5.29100529e-04 5.29100529e-04 5.29100529e-04
 5.29100529e-04 1.05820106e-03 1.05820106e-03 1.05820106e-03
 1.05820106e-03 1.05820106e-03 1.58730159e-03 1.58730159e-03
 1.58730159e-03 1.58730159e-03 2.11640212e-03 2.11640212e-03
 2.64550265e-03 2.64550265e-03 3.17460317e-03 3.17460317e-03
 3.70370370e-03 3.70370370e-03 4.23280423e-03 4.23280423e-03
 4.76190476e-03 4.76190476e-03 4.76190476e-03 4.76190476e-03
 5.29100529e-03 5.29100529e-03 5.29100529e-03 5.29100529e-03
 5.29100529e-03 5.29100529e-03 5.82010582e-03 5.82010582e-03
 5.82010582e-03 6.34920635e-03 6.34920635e-03 6.87830688e-03
 6.87830688e-03 8.46560847e-03 8.46560847e-03 8.99470899e-03
 8.99470899e-03 9.52380952e-03 9.52380952e-03 9.52380952e-03
 1.00529101e-02 1.00529101e-02 1.05820106e-02 1.05820106e-02
 1.11111111e-02 1.11111111e-02 1.16402116e-02 1.16402116e-02
 1.21693122e-02 1.21693122e-02 1.26984127e-02 1.26984127e-02
 1.32275132e-02 1.32275132e-02 1.37566138e-02 1.37566138e-02
 1.53439153e-02 1.53439153e-02 1.53439153e-02 1.53439153e-02
 1.64021164e-02 1.69312169e-02 1.69312169e-02 1.79894180e-02
 1.79894180e-02 1.85185185e-02 1.85185185e-02 1.85185185e-02
 1.85185185e-02 1.90476190e-02 1.90476190e-02 1.95767196e-02
 1.95767196e-02 2.01058201e-02 2.01058201e-02 2.06349206e-02
 2.06349206e-02 2.11640212e-02 2.11640212e-02 2.22222222e-02
 2.22222222e-02 2.27513228e-02 2.27513228e-02 2.32804233e-02
 2.32804233e-02 2.32804233e-02 2.32804233e-02 2.43386243e-02
 2.43386243e-02 2.43386243e-02 2.43386243e-02 2.43386243e-02
 2.48677249e-02 2.48677249e-02 2.53968254e-02 2.53968254e-02
 2.59259259e-02 2.59259259e-02 2.64550265e-02 2.64550265e-02
 2.69841270e-02 2.69841270e-02 2.80423280e-02 2.80423280e-02
 2.85714286e-02 2.85714286e-02 2.85714286e-02 2.85714286e-02
 2.91005291e-02 3.06878307e-02 3.06878307e-02 3.12169312e-02
 3.12169312e-02 3.12169312e-02 3.17460317e-02 3.17460317e-02
 3.22751323e-02 3.22751323e-02 3.28042328e-02 3.28042328e-02
 3.28042328e-02 3.33333333e-02 3.33333333e-02 3.38624339e-02
 3.38624339e-02 3.38624339e-02 3.43915344e-02 3.43915344e-02
 3.54497354e-02 3.54497354e-02 3.59788360e-02 3.59788360e-02
 3.70370370e-02 3.70370370e-02 3.70370370e-02 3.75661376e-02
 3.75661376e-02 3.80952381e-02 3.80952381e-02 3.80952381e-02
 3.80952381e-02 3.80952381e-02 3.80952381e-02 3.80952381e-02
 3.86243386e-02 3.86243386e-02 3.91534392e-02 3.91534392e-02
 3.91534392e-02 3.96825397e-02 3.96825397e-02 4.02116402e-02
 4.02116402e-02 4.12698413e-02 4.12698413e-02 4.12698413e-02
 4.12698413e-02 4.17989418e-02 4.17989418e-02 4.17989418e-02
 4.28571429e-02 4.28571429e-02 4.44444444e-02 4.44444444e-02
 4.60317460e-02 4.60317460e-02 4.70899471e-02 4.81481481e-02
 4.81481481e-02 4.86772487e-02 4.86772487e-02 4.97354497e-02
 5.29100529e-02 5.34391534e-02 5.34391534e-02 5.44973545e-02
 5.44973545e-02 5.60846561e-02 5.60846561e-02 5.66137566e-02
 5.66137566e-02 5.71428571e-02 5.71428571e-02 5.76719577e-02
 5.76719577e-02 5.82010582e-02 5.82010582e-02 5.92592593e-02
 5.92592593e-02 5.92592593e-02 5.97883598e-02 5.97883598e-02
 6.13756614e-02 6.13756614e-02 6.24338624e-02 6.24338624e-02
 6.24338624e-02 6.29629630e-02 6.29629630e-02 6.34920635e-02
 6.34920635e-02 6.40211640e-02 6.40211640e-02 6.50793651e-02
 6.50793651e-02 6.56084656e-02 6.56084656e-02 6.66666667e-02
 6.66666667e-02 6.71957672e-02 6.71957672e-02 6.87830688e-02
 6.87830688e-02 6.93121693e-02 6.93121693e-02 7.03703704e-02
 7.03703704e-02 7.08994709e-02 7.19576720e-02 7.19576720e-02
 7.19576720e-02 7.24867725e-02 7.24867725e-02 7.40740741e-02
 7.40740741e-02 7.40740741e-02 7.51322751e-02 7.51322751e-02
 7.61904762e-02 7.61904762e-02 7.67195767e-02 7.77777778e-02
 7.77777778e-02 7.83068783e-02 7.98941799e-02 8.04232804e-02
 8.04232804e-02 8.04232804e-02 8.04232804e-02 8.09523810e-02
 8.09523810e-02 8.14814815e-02 8.14814815e-02 8.20105820e-02
 8.20105820e-02 8.35978836e-02 8.35978836e-02 8.41269841e-02
 8.41269841e-02 8.51851852e-02 8.51851852e-02 8.57142857e-02
 8.57142857e-02 8.62433862e-02 8.62433862e-02 8.67724868e-02
 8.67724868e-02 8.78306878e-02 8.78306878e-02 8.94179894e-02
 8.94179894e-02 8.99470899e-02 8.99470899e-02 8.99470899e-02
 9.04761905e-02 9.04761905e-02 9.15343915e-02 9.31216931e-02
 9.31216931e-02 9.36507937e-02 9.36507937e-02 9.47089947e-02
