K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,clusters,sampling,num_epochs,anomaly_detector,accuracy,f1,recall,precision,losses,test_accuracy,test_f1,test_recall,test_precision
1,2,16,2,,0.005,removal,0,0.11206225986408355,654,mean,GATConv,2048,10,50,sage,50,nearest_neighbors,nan,0.0,0.0,0.0,"[1.3282747268676758, 0.9742859899997711, 0.7856897711753845, 0.7060668766498566, 0.6925890147686005, 0.6955788433551788, 0.6818717122077942, 0.6570968329906464, 0.6307710707187653, 0.5869385898113251, 0.5606988370418549, 0.5450280010700226, 0.5369120538234711, 0.5246130228042603, 0.5200034379959106, 0.5063017010688782, 0.4981286972761154, 0.4793464243412018, 0.4745427370071411, 0.4680282920598984, 0.4530237913131714, 0.4462452679872513, 0.43787725269794464, 0.432557612657547, 0.41824761033058167, 0.41097700595855713, 0.40940050780773163, 0.40264900028705597, 0.4014741778373718, 0.3888143301010132, 0.3907730430364609, 0.3840051591396332, 0.3813354820013046, 0.36676518619060516, 0.3624246418476105, 0.3554162085056305, 0.35630662739276886, 0.35639558732509613, 0.36003515124320984, 0.35444748401641846, 0.342052698135376, 0.33672480285167694, 0.33343440294265747, 0.3357243239879608, 0.3333130478858948, 0.33967241644859314, 0.3253563642501831, 0.3263152092695236, 0.3210485428571701, 0.3146670311689377]",0.8156236875262495,0.2146690518783542,0.12219959266802444,0.8823529411764706
1,2,16,2,,0.005,removal,0,0.11206225986408355,114,mean,GATConv,2048,10,50,sage,50,nearest_neighbors,nan,0.0,0.0,0.0,"[1.1884536147117615, 0.8372753858566284, 0.6910222470760345, 0.6888143122196198, 0.7026796340942383, 0.6649118959903717, 0.622318297624588, 0.5671318173408508, 0.5408092439174652, 0.5232851505279541, 0.5185999274253845, 0.5116088390350342, 0.4992472529411316, 0.48810550570487976, 0.4669477939605713, 0.46328894793987274, 0.45008447766304016, 0.4439374506473541, 0.4342055767774582, 0.4266258478164673, 0.4103255122900009, 0.4016442745923996, 0.39187903702259064, 0.38869599997997284, 0.3840143233537674, 0.37098096311092377, 0.36781272292137146, 0.36101149022579193, 0.3560170531272888, 0.3464747220277786, 0.34065014123916626, 0.34409262239933014, 0.3383748233318329, 0.32911889255046844, 0.32871098816394806, 0.325981929898262, 0.31572338938713074, 0.31900809705257416, 0.3065205514431, 0.30489107966423035, 0.30167369544506073, 0.2987530529499054, 0.3076750487089157, 0.2971872091293335, 0.2903662174940109, 0.29002000391483307, 0.2822623997926712, 0.28414657711982727, 0.2766304910182953, 0.2760000079870224]",0.8198236035279295,0.2407079646017699,0.1384928716904277,0.918918918918919
1,2,16,2,,0.005,removal,0,0.11206225986408355,25,mean,GATConv,2048,10,50,sage,50,nearest_neighbors,nan,0.0,0.0,0.0,"[1.224484145641327, 0.8094093203544617, 0.7089129090309143, 0.7135373651981354, 0.6945344507694244, 0.659058541059494, 0.5979368686676025, 0.5487077832221985, 0.5355817377567291, 0.5229590833187103, 0.524312824010849, 0.5117748975753784, 0.4957028329372406, 0.4806818962097168, 0.4669520705938339, 0.46900077164173126, 0.45871105790138245, 0.45950964093208313, 0.45159612596035004, 0.44230999052524567, 0.43877245485782623, 0.4291432648897171, 0.4299132227897644, 0.42352525889873505, 0.4199989140033722, 0.4131312817335129, 0.4091844707727432, 0.40828976035118103, 0.4029608964920044, 0.393990159034729, 0.3990907669067383, 0.39166054129600525, 0.39134033024311066, 0.3863700032234192, 0.3804646134376526, 0.38045474886894226, 0.37124165892601013, 0.372331902384758, 0.36355359852313995, 0.3652569651603699, 0.35509873926639557, 0.357860803604126, 0.3454270213842392, 0.34366174042224884, 0.3425283581018448, 0.3282233774662018, 0.32841236889362335, 0.3243101239204407, 0.31636185944080353, 0.3132981210947037]",0.8198236035279295,0.23801065719360567,0.1364562118126273,0.9305555555555556
