K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,clusters,sampling,sampling_k,num_epochs,anomaly_detector,accuracy,f1,recall,precision,losses,f1_std,reliable_mini_batch
13.0,2.0,256.0,256.0,,0.0084074605235757,removal,0.0,0.2518037840878802,366.6,mean,GATConv,5.0,8.0,300.0,,,,,0.9046710960085205,0.8773647769255508,0.8537904761904762,0.9022788011457031,"[78.75131976604462, 70.72659569978714, 52.864625692367554, 36.12775483727455, 23.323192551732063, 16.855841100215912, 12.727464407682419, 9.56589575856924, 8.206784024834633, 6.538198705762625, 5.51343272253871, 4.625433728098869, 4.059671971946955, 3.701389517635107, 3.270833943039179, 2.859352670609951, 2.56621621735394, 2.3253491297364235, 2.1577580645680428, 1.8991219867020845, 1.787224130704999, 1.6118293479084969, 1.5323962634429336, 1.3905832786113024, 1.2980449944734573, 1.2087974734604359, 1.1355467308312654, 1.070129900239408, 0.9946344094350934, 0.9264636249281466, 0.8777171913534403, 0.8050049962475896, 0.766815088223666, 0.739956988953054, 0.6842023301869631, 0.6595925185829401, 0.6350381383672357, 0.5969630391336977, 0.5612362385727465, 0.5316786128096282, 0.5038810658734292, 0.4904062282294035, 0.4602962895296514, 0.4305303213186562, 0.4164487556554377, 0.402705448679626, 0.3813436748459935, 0.35778616927564144, 0.34584897104650736, 0.3346481730695814]",0.0019218527879330026,1.0
14.0,2.0,256.0,256.0,,0.0074980127148968,removal,0.0,0.22154934314814406,366.6,mean,GATConv,10.0,2.0,100.0,,,,,0.9062433433078055,0.8772425699164961,0.8387555555555556,0.9194349858969494,"[12.54473888874054, 12.768356084823608, 12.851943850517273, 12.839365601539612, 12.362689733505249, 12.166659474372864, 11.879321336746216, 11.980753540992737, 11.583974957466125, 11.764374136924744, 11.049133598804474, 10.423850893974304, 10.237976610660553, 10.072353422641754, 9.363146543502808, 8.777529954910278, 8.287651777267456, 7.8995131850242615, 7.158825039863586, 6.748419404029846, 6.511802971363068, 5.857921361923218, 5.656421452760696, 5.135163813829422, 4.852514088153839, 4.522342562675476, 4.262527793645859, 3.9883913099765778, 3.8019294142723083, 3.5409962236881256, 3.33771350979805, 3.130659431219101, 2.9623523354530334, 2.8618637919425964, 2.767068311572075, 2.6091689467430115, 2.455805018544197, 2.3416137397289276, 2.2529078274965286, 2.1419556736946106, 2.0431750416755676, 1.9377700835466385, 1.8929216414690018, 1.8145410269498825, 1.7471080869436264, 1.685326725244522, 1.6600763350725174, 1.553449422121048, 1.510667696595192, 1.4609912782907486]",0.001501806993311074,1.0
14.0,2.0,256.0,256.0,,0.0080429530936248,removal,0.0,0.22663710523188926,366.6,mean,GATConv,10.0,3.0,100.0,,,,,0.9056347314500177,0.8770861301131683,0.8429714285714285,0.9140800333667606,"[12.56935167312622, 12.787879705429077, 12.870992183685303, 12.841119885444641, 12.351136684417725, 12.132183313369751, 11.823065876960754, 11.884290039539337, 11.447492957115173, 11.56464409828186, 10.815533816814423, 10.13759857416153, 9.871557354927063, 9.628534138202667, 8.881534814834595, 8.256106197834015, 7.723348498344421, 7.3053964376449585, 6.580554485321045, 6.161406457424164, 5.909704864025116, 5.293531447649002, 5.088648319244385, 4.604337185621262, 4.345268577337265, 4.037382006645203, 3.800981104373932, 3.5527559220790863, 3.382983475923538, 3.148722007870674, 2.9671869575977325, 2.7821206152439117, 2.6305732429027557, 2.540754809975624, 2.4561118483543396, 2.315778836607933, 2.181544929742813, 2.079191043972969, 1.9996421337127686, 1.9027840197086334, 1.815778449177742, 1.722179114818573, 1.6825426518917084, 1.6128470748662949, 1.5524324029684067, 1.4991068094968796, 1.476106084883213, 1.3819586113095284, 1.3438269197940826, 1.300071820616722]",0.0010049129291209184,1.0
14.0,2.0,256.0,256.0,,0.0079101158580119,removal,0.0,0.22670438484965366,366.6,mean,GATConv,5.0,3.0,100.0,,,,,0.9057868844144649,0.8770151469782022,0.8410666666666666,0.9161756627809465,"[26.088328957557678, 27.09061700105667, 26.304165363311768, 25.749340772628784, 23.999867737293243, 22.427503049373627, 20.163980305194855, 19.11435705423355, 16.966250360012054, 14.527021706104279, 12.747367084026337, 10.490614086389542, 9.614555537700653, 8.262445479631424, 7.310480505228043, 6.455172926187515, 5.787787973880768, 5.411074370145798, 4.748365297913551, 4.373183339834213, 4.144238218665123, 3.6619691103696823, 3.5630111545324326, 3.1573566421866417, 2.9328472018241882, 2.757643811404705, 2.6295376271009445, 2.499192535877228, 2.4668308421969414, 2.2178922966122627, 2.0581952929496765, 1.9402548596262932, 1.8377360925078392, 1.7830090001225471, 1.6920137777924538, 1.609264500439167, 1.5780861377716064, 1.462289486080408, 1.4521593488752842, 1.3289388678967953, 1.2775132022798061, 1.1897181048989296, 1.1951767094433308, 1.1376961320638657, 1.0939103029668331, 1.063273623585701, 1.022232685238123, 0.985045775771141, 0.9600406028330326, 0.9233332127332687]",0.0014055879403916953,1.0
14.0,2.0,256.0,256.0,,0.0076581537246890995,removal,0.0,0.2136181726034966,366.6,mean,GATConv,10.0,2.0,100.0,,,,,0.906294060962621,0.8768429260725947,0.8352,0.922860979470002,"[12.567411541938782, 12.793557167053223, 12.869082927703857, 12.855958342552185, 12.379283785820007, 12.170644283294678, 11.877817034721375, 11.962278366088867, 11.553195714950562, 11.720763564109802, 10.99056613445282, 10.352973818778992, 10.144456148147583, 9.955359876155853, 9.231062531471252, 8.636933028697968, 8.130967795848846, 7.7284836769104, 6.9951969385147095, 6.576849579811096, 6.338485360145569, 5.693434089422226, 5.49160572886467, 4.9779051542282104, 4.701231837272644, 4.377008438110352, 4.125536888837814, 3.8551111817359924, 3.674563407897949, 3.4220314621925354, 3.223371535539627, 3.024427115917206, 2.8610317707061768, 2.763947069644928, 2.6720001250505447, 2.5201574862003326, 2.372389078140259, 2.2609037458896637, 2.175877168774605, 2.06891106069088, 1.974121481180191, 1.8708694279193878, 1.8283972591161728, 1.754711538553238, 1.6877487152814865, 1.6293954998254776, 1.6037296056747437, 1.5004789754748344, 1.4594065099954605, 1.4115258604288101]",0.000520511287251968,1.0
14.0,2.0,256.0,256.0,,0.0071698624261072996,removal,0.0,0.2167633947451128,366.6,mean,GATConv,10.0,2.0,100.0,,,,,0.906202769183953,0.8768398180202258,0.8359873015873015,0.9218915285025421,"[12.54893171787262, 12.776660084724426, 12.864256978034973, 12.86471688747406, 12.3896324634552, 12.203168869018555, 11.927764058113098, 12.05064857006073, 11.667788743972778, 11.891128301620483, 11.194774806499481, 10.603820741176605, 10.454442381858826, 10.34639972448349, 9.65640115737915, 9.098290979862213, 8.63436770439148, 8.277426600456238, 7.531320214271545, 7.1288610100746155, 6.909368455410004, 6.233254075050354, 6.03591114282608, 5.492932826280594, 5.204672932624817, 4.856781244277954, 4.585657387971878, 4.292173773050308, 4.0938273668289185, 3.8176349997520447, 3.601266473531723, 3.378277540206909, 3.1979925632476807, 3.0896576642990112, 2.9879574179649353, 2.817465290427208, 2.652191400527954, 2.52850541472435, 2.431235298514366, 2.312619760632515, 2.2068344205617905, 2.0914485305547714, 2.04416386783123, 1.9598449021577835, 1.886794462800026, 1.8212059140205383, 1.7918891906738281, 1.6766732186079025, 1.6294661909341812, 1.5764260441064835]",0.00037061543765660586,1.0
14.0,2.0,256.0,256.0,,0.0071085797865166,removal,0.0,0.21274813424637024,366.6,mean,GATConv,10.0,2.0,100.0,,,,,0.9065375057057361,0.876827907918371,0.8329142857142859,0.925630031768663,"[12.553649187088013, 12.781895160675049, 12.860316395759583, 12.86332094669342, 12.39673364162445, 12.209411382675171, 11.936787128448486, 12.062549114227295, 11.68692433834076, 11.911163449287415, 11.214184820652008, 10.629276275634766, 10.500997424125671, 10.38896894454956, 9.702657401561737, 9.150067746639252, 8.691516101360321, 8.331998705863953, 7.59481942653656, 7.190708577632904, 6.9763325452804565, 6.297268211841583, 6.103236198425293, 5.55604350566864, 5.263911098241806, 4.915793806314468, 4.6435801684856415, 4.3466916382312775, 4.1498411893844604, 3.8694514632225037, 3.646176040172577, 3.4233332872390747, 3.2411176562309265, 3.132030338048935, 3.0292244255542755, 2.857108861207962, 2.689175397157669, 2.5649698674678802, 2.4656842947006226, 2.34567554295063, 2.2372627407312393, 2.121455118060112, 2.0722009539604187, 1.9867563992738724, 1.9134886711835861, 1.8459700793027878, 1.8176136761903763, 1.7007180750370026, 1.6536784321069717, 1.5988783687353134]",0.0005420130307535655,1.0
14.0,2.0,256.0,256.0,,0.0068353108371461,removal,0.0,0.2072548599480057,366.6,mean,GATConv,10.0,1.0,100.0,,,,,0.906831668103667,0.8767364266987405,0.8295873015873015,0.9295692333695154,"[12.541543364524841, 12.784054040908813, 12.870990872383118, 12.868056058883667, 12.414575934410095, 12.233877897262573, 11.965165972709656, 12.112487554550171, 11.741467714309692, 12.003337383270264, 11.325723826885223, 10.763768196105957, 10.664018332958221, 10.599619507789612, 9.939609229564667, 9.414706468582153, 8.97898405790329, 8.649824321269989, 7.909218609333038, 7.5231117606163025, 7.327648222446442, 6.629340052604675, 6.446309149265289, 5.881321281194687, 5.583326637744904, 5.223315000534058, 4.93914532661438, 4.630867123603821, 4.424841195344925, 4.128470867872238, 3.893314003944397, 3.6576426327228546, 3.464468330144882, 3.349255472421646, 3.240490674972534, 3.055154338479042, 2.8756620287895203, 2.7447360455989838, 2.637480542063713, 2.508036345243454, 2.3942009657621384, 2.2679274529218674, 2.216020241379738, 2.127305507659912, 2.045732483267784, 1.9749087691307068, 1.943350687623024, 1.818262368440628, 1.7671068012714386, 1.7089852094650269]",0.0005427825343166778,1.0
14.0,2.0,256.0,256.0,,0.007354921910477501,removal,0.0,0.2146695511553541,366.6,mean,GATConv,10.0,2.0,100.0,,,,,0.9062737739006949,0.8767216547825202,0.8344380952380952,0.9235208393224992,"[12.54877233505249, 12.785449743270874, 12.864373326301575, 12.85689628124237, 12.385175704956055, 12.187453866004944, 11.905343532562256, 12.015164971351624, 11.624975562095642, 11.82914113998413, 11.11555129289627, 10.509752094745636, 10.335408389568329, 10.19589102268219, 9.492796540260315, 8.919236063957214, 8.439099848270416, 8.060993611812592, 7.319269299507141, 6.9098581075668335, 6.680784583091736, 6.015219569206238, 5.815151393413544, 5.284004598855972, 4.9967451095581055, 4.659942150115967, 4.398627132177353, 4.115395337343216, 3.921531558036804, 3.6555229127407074, 3.444533348083496, 3.233140289783478, 3.060269385576248, 2.955625504255295, 2.8587720692157745, 2.69466295838356, 2.536102756857872, 2.418129026889801, 2.325614482164383, 2.212751105427742, 2.110205054283142, 2.0018500238656998, 1.9545636624097824, 1.8757845163345337, 1.8048013895750046, 1.7431409657001495, 1.7144466936588287, 1.6047350466251373, 1.560249224305153, 1.5082370042800903]",0.0008890789495664495,1.0
14.0,2.0,256.0,256.0,,0.008006920543528,removal,0.0,0.21616947694112182,366.6,mean,GATConv,10.0,3.0,100.0,,,,,0.9061216209362479,0.876700404038381,0.835631746031746,0.922015463109715,"[12.560145378112793, 12.792306780815125, 12.850340366363525, 12.830594658851624, 12.350725054740906, 12.12580680847168, 11.814361453056335, 11.881549000740051, 11.44983685016632, 11.571223974227905, 10.81884217262268, 10.150939166545868, 9.89028012752533, 9.657489836215973, 8.909081637859344, 8.289632499217987, 7.758005201816559, 7.335825681686401, 6.610084176063538, 6.191721320152283, 5.939911901950836, 5.323841214179993, 5.120619714260101, 4.63534477353096, 4.3671296536922455, 4.063592284917831, 3.826175808906555, 3.574553608894348, 3.401478946208954, 3.1685491502285004, 2.98366242647171, 2.799445241689682, 2.647484928369522, 2.55746366083622, 2.4721873998641968, 2.330512762069702, 2.1932781785726547, 2.090541362762451, 2.0116611421108246, 1.913463294506073, 1.8266890048980713, 1.7317479848861694, 1.691357582807541, 1.623559832572937, 1.5620521306991577, 1.5084632486104965, 1.4853487312793732, 1.39031383395195, 1.351448342204094, 1.306736208498478]",0.00048611107000564343,1.0
14.0,2.0,256.0,256.0,,0.0092544419353851,removal,0.0,0.2434379724322328,366.6,mean,GATConv,5.0,4.0,300.0,,,,,0.9045696606988892,0.876571093301339,0.8484317460317461,0.9066411985842304,"[79.37606906890869, 70.41613537073135, 49.895038813352585, 32.046595960855484, 20.113283097743988, 14.394700899720192, 10.800236135721207, 8.0951963737607, 6.948048882186413, 5.547088865190744, 4.679738998413086, 3.9188870172947645, 3.45167732052505, 3.1386357620358467, 2.7754505462944508, 2.4271330181509256, 2.179945420473814, 1.9643101897090673, 1.8374132364988327, 1.60917332675308, 1.5169787351042032, 1.3672493137419224, 1.2990008480846882, 1.1788588548079133, 1.104352761991322, 1.0265048849396408, 0.9575266009196639, 0.9090372053906322, 0.8436253969557583, 0.7860099822282791, 0.7452940866351128, 0.6830939501523972, 0.652057911735028, 0.6281971973367035, 0.583189107477665, 0.5617222529835999, 0.5395133928395808, 0.5072293686680496, 0.47669702395796776, 0.4506363533437252, 0.4279314891900867, 0.4179196828044951, 0.3913751500658691, 0.36575706116855145, 0.3536796448752284, 0.3427524520084262, 0.3238445019815117, 0.30426166858524084, 0.29464740375988185, 0.2852926589548588]",0.0004283833374495944,1.0
13.0,2.0,256.0,256.0,,0.009229690066025,removal,0.0,0.243398529732569,366.6,mean,GATConv,5.0,5.0,300.0,,,,,0.9044986559821474,0.8764642526047581,0.8482285714285714,0.9066451365124502,"[78.35279458761215, 68.61630034446716, 48.311509758234024, 31.417126089334488, 19.871441215276718, 14.323459967970848, 10.787018105387688, 8.131734922528267, 6.980243153870106, 5.577908266335726, 4.71276018768549, 3.947459088638425, 3.47432142496109, 3.1592994686216116, 2.7973183263093233, 2.450128488242626, 2.2037715800106525, 1.9896189346909523, 1.8525602333247662, 1.6262956019490957, 1.5327182821929455, 1.377877744846046, 1.3129184991121292, 1.1915921941399574, 1.1145974667742848, 1.0352889457717538, 0.9680166067555547, 0.9179782764986157, 0.8554813493974507, 0.7949337158352137, 0.7525302628055215, 0.6908534443937242, 0.6585632036440074, 0.6358013083226979, 0.5886678542010486, 0.566353996284306, 0.5439841607585549, 0.5129011254757643, 0.48179030884057283, 0.4563505295664072, 0.4321293979883194, 0.4220124976709485, 0.39533499255776405, 0.37047702446579933, 0.3574238959699869, 0.34628701605834067, 0.32729905005544424, 0.3070673879701644, 0.2970647648908198, 0.28750284877605736]",0.001100851224678964,1.0
14.0,2.0,256.0,256.0,,0.0078455055447039,removal,0.0,0.212675269831279,366.6,mean,GATConv,10.0,3.0,100.0,,,,,0.9062230562458794,0.8764357242217015,0.8326857142857144,0.9250394912732931,"[12.570234417915344, 12.804206609725952, 12.871801972389221, 12.852587938308716, 12.374876022338867, 12.161091208457947, 11.855011701583862, 11.932316422462463, 11.508079051971436, 11.656479001045227, 10.907108902931213, 10.252985656261444, 10.021636486053467, 9.799243330955505, 9.065214276313782, 8.452501654624939, 7.933940529823303, 7.519433438777924, 6.790552794933319, 6.369720876216888, 6.1246960163116455, 5.491898328065872, 5.288562536239624, 4.790174305438995, 4.517153710126877, 4.203654170036316, 3.960600405931473, 3.701891392469406, 3.5240714251995087, 3.282034456729889, 3.0908834040164948, 2.899325519800186, 2.743252784013748, 2.6498569548130035, 2.563276767730713, 2.416078746318817, 2.2737706899642944, 2.1682161539793015, 2.0859379321336746, 1.9838475584983826, 1.8926941007375717, 1.7945751547813416, 1.7536186575889587, 1.6830886602401733, 1.618511289358139, 1.5631586015224457, 1.5373501479625702, 1.4400444999337196, 1.4003409296274185, 1.3538034036755562]",0.0010026374051505414,1.0
13.0,2.0,256.0,256.0,,0.0092336431091166,removal,0.0,0.24413789251971513,366.6,mean,GATConv,5.0,6.0,300.0,,,,,0.9043363594867373,0.8764265242013364,0.8493714285714287,0.9052627616394362,"[78.46841233968735, 68.75114053487778, 48.418091893196106, 31.492192685604095, 19.935577735304832, 14.349502220749855, 10.844608068466187, 8.144767478108406, 6.9920990988612175, 5.585178475826979, 4.720725622028112, 3.951915055513382, 3.4814133644104004, 3.1720224674791098, 2.799342641606927, 2.452624863013625, 2.2021561972796917, 1.997416840866208, 1.8532354645431042, 1.628850874491036, 1.533003717660904, 1.382528598420322, 1.3125287052243948, 1.194977067410946, 1.1156387468799949, 1.037027481943369, 0.9759154571220279, 0.9194348845630884, 0.8559861821122468, 0.7954682121053338, 0.7534677227959037, 0.6926105739548802, 0.6584434048272669, 0.6366467364132404, 0.5894160633906722, 0.5668330076150596, 0.5457881651818752, 0.5129657010547817, 0.4822756228968501, 0.4575622919946909, 0.4327130902092904, 0.42195681296288967, 0.3962685684673488, 0.3704730221070349, 0.3578307500574738, 0.3462414965033531, 0.3280484809074551, 0.30767284613102674, 0.29738716362044215, 0.28771230019629]",0.000582949634288735,1.0
13.0,2.0,256.0,256.0,,0.0091639998495684,removal,0.0,0.24130526806543823,366.6,mean,GATConv,5.0,6.0,300.0,,,,,0.9044276512654056,0.876195083655538,0.8467555555555556,0.9077574630896645,"[78.41710656881332, 68.80807447433472, 48.633617997169495, 31.74020555615425, 20.08963407576084, 14.48846285045147, 10.912439949810505, 8.230266809463501, 7.054100453853607, 5.649014662951231, 4.773044168949127, 3.994955813512206, 3.518964657559991, 3.198615523055196, 2.832236137241125, 2.4794727452099323, 2.2304806914180517, 2.008693302050233, 1.873841118067503, 1.647204834036529, 1.5518819019198418, 1.3947453442960978, 1.328771366737783, 1.2060387544333935, 1.1279257284477353, 1.0483497246168554, 0.9803835693746805, 0.9295079912990332, 0.8658792176283896, 0.8043362302705646, 0.7618981935083866, 0.699630634393543, 0.6663337415084243, 0.6433597491122782, 0.5962903681211174, 0.5729538910090923, 0.5504588047042489, 0.5192289827391505, 0.48729039216414094, 0.46232373733073473, 0.4372968643438071, 0.42690346762537956, 0.4000426782295108, 0.375013715820387, 0.36178771615959704, 0.350256088655442, 0.3308695701416582, 0.3110016204882413, 0.30044355359859765, 0.2911719086114317]",0.0012161516301749777,1.0
13.0,2.0,256.0,256.0,,0.0093015999972668,removal,0.0,0.2411472754135519,366.6,mean,GATConv,5.0,5.0,300.0,,,,,0.9043667900796267,0.8761418545547048,0.8468825396825397,0.9074973528088709,"[78.26850014925003, 68.37299001216888, 47.94906622171402, 31.042624443769455, 19.640295147895813, 14.125922486186028, 10.67573095113039, 8.01942827552557, 6.869101174175739, 5.5111494064331055, 4.650436874479055, 3.8922281358391047, 3.432680644094944, 3.1288098637014627, 2.7569851987063885, 2.4145694486796856, 2.168619617819786, 1.963174756616354, 1.8251296915113926, 1.6051792800426483, 1.5112381782382727, 1.3625189308077097, 1.2941236020997167, 1.1771841067820787, 1.0997299803420901, 1.0214402819983661, 0.9608380692079663, 0.9062576359137893, 0.8447057828307152, 0.7837199070490897, 0.7421514866873622, 0.6815103800036013, 0.649573280941695, 0.6263217735104263, 0.5798740196041763, 0.55926822591573, 0.5376559365540743, 0.5046884715557098, 0.4754069675691426, 0.44919479126110673, 0.4268134993035346, 0.41545630944892764, 0.38965116161853075, 0.364587364718318, 0.35248349397443235, 0.34135697525925934, 0.32287727156654, 0.30345415719784796, 0.2926316282246262, 0.28331501758657396]",0.0016369289923063026,1.0
14.0,2.0,256.0,256.0,,0.0080797739894225,removal,0.0,0.21429065063821948,366.6,mean,GATConv,5.0,3.0,100.0,,,,,0.9057868844144646,0.876076534333221,0.8338031746031745,0.9228688712057067,"[26.129999577999115, 27.090584874153137, 26.335632920265198, 25.717831194400787, 23.922354519367218, 22.29391312599182, 19.94197279214859, 18.819902181625366, 16.622078001499176, 14.171001851558685, 12.397357165813446, 10.174293249845505, 9.315680921077728, 7.988817512989044, 7.060701668262482, 6.229787528514862, 5.5864617973566055, 5.216263875365257, 4.585489392280579, 4.223617121577263, 3.9994266778230667, 3.5355039536952972, 3.436378091573715, 3.044784866273403, 2.8336000740528107, 2.6618139147758484, 2.5380660369992256, 2.413853071630001, 2.3782945722341537, 2.142505146563053, 1.9888101890683174, 1.8739651814103127, 1.7730648592114449, 1.7209106460213661, 1.6329753436148167, 1.5533276870846748, 1.5242639183998108, 1.4118271209299564, 1.402517344802618, 1.2832270078361034, 1.2326800972223282, 1.1485422998666763, 1.1540342681109905, 1.0997374840080738, 1.0573126561939716, 1.0263493619859219, 0.9864878132939339, 0.9509292580187321, 0.9269510991871357, 0.8917682431638241]",0.0009535337395615068,1.0
14.0,2.0,256.0,256.0,,0.0061123160044673,removal,0.0,0.2333838657421063,366.6,mean,GATConv,10.0,2.0,100.0,,,,,0.9043667900796267,0.8760681120443403,0.8462984126984127,0.9080087599958157,"[12.534842252731323, 12.774194121360779, 12.877607822418213, 12.884934782981873, 12.44200587272644, 12.282692790031433, 12.04535686969757, 12.226317405700684, 11.900016903877258, 12.218802809715271, 11.585017681121826, 11.082745790481567, 11.07109659910202, 11.107197225093842, 10.505109310150146, 10.047998666763306, 9.700944066047668, 9.460927724838257, 8.737187623977661, 8.396675705909729, 8.275707721710205, 7.5483614802360535, 7.418818473815918, 6.815569877624512, 6.524025797843933, 6.136383354663849, 5.832238554954529, 5.496127784252167, 5.274466902017593, 4.936534821987152, 4.6650890707969666, 4.39632385969162, 4.1722650825977325, 4.037588536739349, 3.9089893996715546, 3.687735080718994, 3.4757387936115265, 3.3206363320350647, 3.1874803602695465, 3.03373384475708, 2.8985580503940582, 2.747314289212227, 2.6824203431606293, 2.5773075819015503, 2.4768896996974945, 2.390451669692993, 2.352634161710739, 2.201243594288826, 2.139299377799034, 2.0703246891498566]",0.0017865068995171858,1.0
13.0,2.0,256.0,256.0,,0.0084908271232854,removal,0.0,0.2450485929658845,366.6,mean,GATConv,5.0,5.0,300.0,,,,,0.9040523406197696,0.8759456496996794,0.8481269841269843,0.9056529199938141,"[78.55764496326447, 70.45520037412643, 52.29015031456947, 35.580198019742966, 22.907579571008682, 16.531322047114372, 12.506731405854225, 9.376975178718567, 8.053531490266323, 6.422990798950195, 5.420051380991936, 4.534075394272804, 3.99227736890316, 3.6375549137592316, 3.205342162400484, 2.809936886653304, 2.5214911978691816, 2.2814862560480833, 2.120720634236932, 1.865228433161974, 1.753935344517231, 1.582415046170354, 1.5005263909697533, 1.367228007875383, 1.2761341128498316, 1.1869126502424479, 1.1165837654843926, 1.0522490944713354, 0.9767755456268787, 0.9081762335263193, 0.8619042811915278, 0.7902404880151153, 0.7540492345578969, 0.7274918863549829, 0.6735687861219049, 0.6490728603675961, 0.6242525298148394, 0.5855821711011231, 0.5513280341401696, 0.5213446947745979, 0.4951099017634988, 0.4824727079831064, 0.45270424289628863, 0.423817123984918, 0.40901869162917137, 0.39590727258473635, 0.3748586727306247, 0.35180179751478136, 0.3394516531843692, 0.328709346242249]",0.0006280377708578404,1.0
13.0,2.0,256.0,256.0,,0.0092354579167046,removal,0.0,0.2414413417346332,366.6,mean,GATConv,5.0,5.0,300.0,,,,,0.9042349241771059,0.8759080973134872,0.8462222222222222,0.9077574689977048,"[78.30282384157181, 68.50599497556686, 48.20967552065849, 31.333567023277283, 19.811486423015594, 14.279838159680367, 10.754786968231201, 8.111760810017586, 6.957057639956474, 5.56538275256753, 4.70470343157649, 3.938090881332755, 3.467469848692417, 3.1527930349111557, 2.7927118241786957, 2.444033218547702, 2.1991364024579525, 1.9831280689686537, 1.8482188619673252, 1.6239843582734466, 1.529243353754282, 1.375259811989963, 1.3094101790338755, 1.1894852528348565, 1.1123599894344807, 1.033168124500662, 0.9666954083368182, 0.9162529800087214, 0.853155660443008, 0.7929508206434548, 0.7512731840834022, 0.6897695269435644, 0.6574065163731575, 0.634367598220706, 0.5880134697072208, 0.5648326692171395, 0.543178413528949, 0.5121505395509303, 0.4806145136244595, 0.45586808724328876, 0.4313283257652074, 0.42108500050380826, 0.3945202245377004, 0.369856626028195, 0.3565750317648053, 0.34549341234378517, 0.32645221264101565, 0.3063960731960833, 0.29635620559565723, 0.2870151475071907]",0.0009052296987870953,1.0
14.0,2.0,256.0,256.0,,0.0069632182175104005,removal,0.0,0.2006501379156045,366.6,mean,GATConv,10.0,2.0,100.0,,,,,0.9066287974844043,0.8758851550241735,0.8248888888888889,0.9336050707075229,"[12.559947848320007, 12.801869511604309, 12.885663747787476, 12.884132027626038, 12.423986434936523, 12.238110661506653, 11.966878056526184, 12.106860399246216, 11.7279634475708, 11.976945519447327, 11.287444233894348, 10.711432695388794, 10.60044652223587, 10.511779427528381, 9.846561908721924, 9.302330017089844, 8.856869280338287, 8.515307903289795, 7.770882964134216, 7.378863155841827, 7.174362897872925, 6.481851875782013, 6.290361404418945, 5.735098958015442, 5.438682317733765, 5.082918405532837, 4.803674757480621, 4.5007990300655365, 4.296346664428711, 4.009321987628937, 3.778960198163986, 3.548750191926956, 3.3616593778133392, 3.24703586101532, 3.1411749124526978, 2.962959364056587, 2.7891268730163574, 2.661131501197815, 2.5574645400047302, 2.4320838302373886, 2.320927381515503, 2.199614182114601, 2.1494574695825577, 2.063624083995819, 1.9840878248214722, 1.915374055504799, 1.8836844116449356, 1.7631695717573166, 1.7126039564609528, 1.6568804830312729]",0.0014636677284011058,1.0
13.0,2.0,256.0,256.0,,0.0088707785136441,removal,0.0,0.24462000211590368,366.6,mean,GATConv,5.0,2.0,300.0,,,,,0.9038596135314704,0.8757726901884253,0.8484825396825396,0.9048798530818951,"[78.38967955112457, 69.45561349391937, 50.13120159506798, 33.31181725859642, 21.198941200971603, 15.30740837752819, 11.528821647167206, 8.678544111549854, 7.448028691112995, 5.953929640352726, 5.027833342552185, 4.209922973066568, 3.706602403894067, 3.3699406422674656, 2.978935504332185, 2.6106630731374025, 2.3462544046342373, 2.117118565365672, 1.9723037630319595, 1.7335951570421457, 1.6310895178467035, 1.468627566471696, 1.3964683758094907, 1.269692332483828, 1.1871411688625813, 1.1028715036809444, 1.0320828072726727, 0.978678054176271, 0.9094164222478867, 0.8456352986395359, 0.8017997080460191, 0.7347346604801714, 0.7016276884824038, 0.6767641655169427, 0.6277161012403667, 0.6040307320654392, 0.5791760799475014, 0.545777790248394, 0.512947709299624, 0.4845539075322449, 0.46048350539058447, 0.44942895881831646, 0.42108533531427383, 0.3946531522087753, 0.38066848344169557, 0.3687965013086796, 0.3483682358637452, 0.32716889563016593, 0.3161738719791174, 0.30607945937663317]",0.001135426718933972,1.0
12.0,2.0,256.0,256.0,,0.0090205498557901,removal,0.0,0.2557654099086613,366.6,mean,GATConv,5.0,3.0,100.0,,,,,0.9026931074707105,0.8756358952200399,0.8577015873015872,0.8943398015324903,"[25.518274664878845, 26.27897047996521, 25.14524495601654, 24.035264492034912, 21.833734571933746, 19.721886575222015, 17.1316596865654, 15.636592447757721, 13.47560641169548, 11.357795417308807, 9.86258789896965, 8.09456691145897, 7.378329396247864, 6.36913500726223, 5.651255711913109, 5.001140758395195, 4.497373327612877, 4.221746250987053, 3.7118159383535385, 3.431608110666275, 3.2507630586624146, 2.883797124028206, 2.806255027651787, 2.4949404299259186, 2.322775326669216, 2.184028312563896, 2.0845962688326836, 1.9852411970496178, 1.9599047675728798, 1.7656812965869904, 1.6426146626472473, 1.5487470291554928, 1.4687049388885498, 1.4277057461440563, 1.3525564931333065, 1.2877549529075623, 1.2643291018903255, 1.1725129559636116, 1.1666220016777515, 1.0660150460898876, 1.0258490294218063, 0.9558033458888531, 0.9587125331163406, 0.9151614308357239, 0.878774669021368, 0.8550509307533503, 0.8222520686686039, 0.7927638627588749, 0.7730765845626593, 0.7436239086091518]",0.0016453406971087723,1.0
