K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,clusters,sampling,sampling_k,num_epochs,anomaly_detector,accuracy,f1,recall,precision,losses,f1_std,reliable_mini_batch
5.0,2.0,128.0,128.0,,0.0093598446424262,removal,0.0,0.357815160499398,366.6,mean,GCNConv,10.0,4.0,200.0,,,,,0.8888573312370036,0.8642162422304276,0.8855365079365078,0.843905086165063,"[22.28011566400528, 20.88626366853714, 18.906428158283234, 17.27591121196747, 15.404814422130585, 13.83226490020752, 11.837798207998276, 10.414947181940079, 9.11805322766304, 7.826237171888351, 6.9377521276474, 6.226871147751808, 5.577647760510445, 4.947732016444206, 4.417200028896332, 4.046914592385292, 3.7006413340568542, 3.4306742176413536, 3.1039977967739105, 2.890921078622341, 2.6556492894887924, 2.5314840376377106, 2.376343123614788, 2.204905405640602, 2.0209038257598877, 1.9106250777840614, 1.8279013857245445, 1.7086411379277706, 1.6232349649071693, 1.543702058494091, 1.4633313715457916, 1.3730399496853352, 1.3227230980992317, 1.2409682907164097, 1.190178532153368, 1.1444852761924267, 1.0938431099057198, 1.0470302365720272, 0.9878837279975414, 0.9645444937050343, 0.939507257193327, 0.8919216841459274, 0.8397657107561827, 0.8112551737576723, 0.7929550316184759, 0.7509024050086737, 0.7289737053215504, 0.7079154439270496, 0.6807611100375652, 0.664415879175067]",0.0013991768421837793,1.0
12.0,2.0,64.0,128.0,,0.0099685850905135,removal,0.0,0.2799414465772489,366.6,mean,GATConv,512.0,2.0,200.0,nearest_neighbors,25.0,100.0,nearest_neighbors,0.8925800071004717,0.8641876993507249,0.8557714285714285,0.8727785199757594,"[94.23193502426147, 76.69118809700012, 62.08519470691681, 49.22024416923523, 38.50939863920212, 30.38643777370453, 24.238450169563293, 19.7156103849411, 16.33564904332161, 13.777173429727554, 11.744213044643402, 10.1427211612463, 8.895426288247108, 7.87877644598484, 7.008774042129517, 6.289340242743492, 5.691641449928284, 5.154038175940514, 4.715893276035786, 4.322336860001087, 3.974190928041935, 3.672575496137142, 3.4111839830875397, 3.168855905532837, 2.956114411354065, 2.7661443576216698, 2.5901020243763924, 2.4340983144938946, 2.285573784261942, 2.1615792997181416, 2.037012819200754, 1.9292500987648964, 1.8250232338905334, 1.734519723802805, 1.6467010341584682, 1.5665845833718777, 1.4890832267701626, 1.4202789925038815, 1.355907715857029, 1.2951441742479801, 1.237665956839919, 1.1835970897227526, 1.1358567979186773, 1.087584737688303, 1.0436031688004732, 1.0047239307314157, 0.9634196851402521, 0.9243358783423901, 0.8891506642103195, 0.8574600927531719, 0.8254246395081282, 0.7945074383169413, 0.7677720561623573, 0.7405032366514206, 0.712966239079833, 0.6893562357872725, 0.6648703813552856, 0.6425444018095732, 0.62147247325629, 0.6025557471439242, 0.5828030863776803, 0.5636205235496163, 0.5456229289993644, 0.5275336550548673, 0.5133484834805131, 0.49659437499940395, 0.48069158010184765, 0.46635149512439966, 0.45207244623452425, 0.43967218697071075, 0.426430132240057, 0.41367650497704744, 0.40134592540562153, 0.3903792565688491, 0.37924123741686344, 0.3683066414669156, 0.35850944090634584, 0.3486364437267184, 0.33828836865723133, 0.32941916678100824, 0.32100684382021427, 0.31182610569521785, 0.30335900746285915, 0.29556899471208453, 0.28805329045280814, 0.2804304384626448, 0.2728779115714133, 0.2659840350970626, 0.2588108880445361, 0.25250985426828265, 0.24599372316151857, 0.23978424817323685, 0.2335533807054162, 0.22739632474258542, 0.2217881502583623, 0.2171812909655273, 0.2119884374551475, 0.2062483774498105, 0.20111104240640998, 0.19613493978977203]",0.009497363556864008,
15.0,1.0,256.0,256.0,,0.0085937305897765,removal,0.0,0.2891719369007723,366.6,mean,GATConv,1024.0,1.0,400.0,cluster,50.0,100.0,nearest_neighbors,0.8916873763757163,0.8639787080242263,0.861231746031746,0.8667845739735786,"[24.878560066223145, 24.07123303413391, 23.889260351657867, 22.893420934677124, 22.244908690452576, 20.272963285446167, 18.422503054142, 16.216389775276184, 14.299378395080566, 12.048698216676712, 10.143614143133163, 8.687120258808136, 7.489101231098175, 6.522701591253281, 5.758018791675568, 5.085481613874435, 4.562468349933624, 4.0538734048604965, 3.7021154910326004, 3.3746184557676315, 3.1200245320796967, 2.865154445171356, 2.6306883841753006, 2.4435945302248, 2.273080065846443, 2.1430215016007423, 1.9765516072511673, 1.859758473932743, 1.8026901483535767, 1.6537247747182846, 1.5685643143951893, 1.4937542825937271, 1.3964831978082657, 1.3328558392822742, 1.2750893756747246, 1.211100496351719, 1.1641648821532726, 1.1067808717489243, 1.054925438016653, 1.0175116136670113, 0.9858039580285549, 0.9454317912459373, 0.8905025981366634, 0.8585027232766151, 0.8269962891936302, 0.8006709218025208, 0.7697086110711098, 0.7480998411774635, 0.7123726159334183, 0.6937416344881058, 0.672756128013134, 0.6443024780601263, 0.623931247740984, 0.6050539612770081, 0.5845200344920158, 0.5662567541003227, 0.5510482676327229, 0.5338955391198397, 0.5172340739518404, 0.509292047470808, 0.491375932469964, 0.47517572715878487, 0.46404265612363815, 0.4498002715408802, 0.4387094061821699, 0.4315217100083828, 0.41653095930814743, 0.4016921613365412, 0.3927776739001274, 0.38545052241533995, 0.3736030915752053, 0.369497399777174, 0.35524651873856783, 0.3462631516158581, 0.34372095949947834, 0.33106076903641224, 0.32340366858989, 0.31441825069487095, 0.3099970333278179, 0.30377095472067595, 0.2975429268553853, 0.288069162517786, 0.2819681903347373, 0.277203512378037, 0.2682084320113063, 0.26257903408259153, 0.25991381984204054, 0.2535803187638521, 0.2481668684631586, 0.24252730794250965, 0.23819446843117476, 0.23585795890539885, 0.22984222415834665, 0.2241748757660389, 0.2229129634797573, 0.21612225752323866, 0.21209820546209812, 0.20874673686921597, 0.20557504426687956, 0.20134561229497194]",0.0043944537030324955,
13.0,2.0,256.0,64.0,,0.0093632578203113,removal,0.0,0.3008423471015619,366.6,mean,GCNConv,20.0,10.0,200.0,cluster,,100.0,nearest_neighbors,0.8900441243596896,0.8637588190024619,0.8725587301587302,0.8551924515769576,"[12.166293859481812, 12.142714858055115, 11.798868060112, 11.793670952320099, 11.867721021175385, 11.334973692893982, 11.13893860578537, 10.741525173187256, 10.399620831012726, 10.034295976161957, 9.440644979476929, 8.79999554157257, 8.236651003360748, 7.625996291637421, 7.066010773181915, 6.500547230243683, 5.928820997476578, 5.450543820858002, 5.061170816421509, 4.618025749921799, 4.241411060094833, 3.8884183764457703, 3.6251337826251984, 3.347702592611313, 3.10846608877182, 2.9403357803821564, 2.7832786291837692, 2.5874422043561935, 2.3922833502292633, 2.2605554461479187, 2.1243430227041245, 2.0519905388355255, 1.9198757112026215, 1.8230125904083252, 1.7568920105695724, 1.6447825580835342, 1.607760027050972, 1.5075915455818176, 1.4456233233213425, 1.3800410628318787, 1.3453783765435219, 1.27369936555624, 1.2325728684663773, 1.165032483637333, 1.125288464128971, 1.0922204330563545, 1.0443086102604866, 1.0095094218850136, 0.9792453795671463, 0.9390004202723503, 0.9364336356520653, 0.8804886490106583, 0.8559720739722252, 0.8374620676040649, 0.816057376563549, 0.7917057499289513, 0.7604782059788704, 0.7409537583589554, 0.7143992111086845, 0.7046452574431896, 0.6828638352453709, 0.6529441140592098, 0.6346890814602375, 0.624042171984911, 0.6059706062078476, 0.5883481875061989, 0.5838437676429749, 0.5691608339548111, 0.5607879385352135, 0.5369453281164169, 0.5228774808347225, 0.517114982008934, 0.5002351328730583, 0.4907860979437828, 0.4749136008322239, 0.46951428800821304, 0.468463022261858, 0.452149149030447, 0.43809783831238747, 0.4267568625509739, 0.42142269760370255, 0.4132778272032738, 0.4032076932489872, 0.3976525627076626, 0.3874830976128578, 0.38489071652293205, 0.3741276115179062, 0.36486750841140747, 0.3605444114655256, 0.3520478121936321, 0.34753237664699554, 0.34040032140910625, 0.3385842088609934, 0.3253924250602722, 0.32356214709579945, 0.31763498298823833, 0.3098964113742113, 0.30575153045356274, 0.30118296667933464, 0.2978115975856781]",0.004134363580230535,
14.0,2.0,256.0,128.0,,0.0024866959995536,removal,0.0,0.297878495641017,366.6,mean,GATConv,256.0,2.0,200.0,nearest_neighbors,25.0,100.0,nearest_neighbors,0.893239336613075,0.8634992016482972,0.8454857142857144,0.8823046733390942,"[224.4155149459839, 200.87515115737915, 184.6302137374878, 166.1635149717331, 150.04573333263397, 134.4433001279831, 121.02797746658325, 107.68084955215454, 96.35388815402985, 85.59400528669357, 76.50772660970688, 68.09146612882614, 60.82961547374725, 54.53941833972931, 49.35929203033447, 44.23029604554176, 40.23695716261864, 36.47922933101654, 33.27336427569389, 30.48527893424034, 28.032593309879303, 25.703279733657837, 23.67194491624832, 21.91843006014824, 20.366307765245438, 18.901116207242012, 17.639101579785347, 16.421768605709076, 15.285781547427177, 14.349743455648422, 13.442372098565102, 12.651148349046707, 11.87930878996849, 11.161784917116165, 10.506284952163696, 9.931957677006721, 9.34363291412592, 8.848313517868519, 8.3982620164752, 7.942406348884106, 7.539238773286343, 7.135915204882622, 6.772562891244888, 6.419842883944511, 6.109233506023884, 5.804297715425491, 5.515372838824987, 5.268834143877029, 5.0253126583993435, 4.787049930542707, 4.563668832182884, 4.345035396516323, 4.155507605522871, 3.9702130742371082, 3.7788355499505997, 3.610254604369402, 3.4587113969027996, 3.3008807115256786, 3.1551306806504726, 3.0223341919481754, 2.8953768461942673, 2.767396155744791, 2.6509927958250046, 2.5430481024086475, 2.4303480442613363, 2.3353813644498587, 2.2339995335787535, 2.1434153746813536, 2.0473508685827255, 1.9676029849797487, 1.889782739803195, 1.8083616197109222, 1.7367261163890362, 1.66651595197618, 1.5996848549693823, 1.5330086797475815, 1.4752717055380344, 1.418414942920208, 1.3590789698064327, 1.3056660629808903, 1.2553261015564203, 1.2053103148937225, 1.1586224818602204, 1.1109353080391884, 1.0690164184197783, 1.0239676740020514, 0.9853280978277326, 0.947801636531949, 0.9126128265634179, 0.875139145180583, 0.8405575221404433, 0.8106182673946023, 0.7809406165033579, 0.7489415714517236, 0.7205183217301965, 0.6927996603772044, 0.6640243325382471, 0.6402952848002315, 0.6153123010881245, 0.5925499955192208]",0.0026342055919046713,
6.0,1.0,256.0,256.0,,0.0098133208588063,removal,0.0,0.379544078598432,366.6,mean,GATConv,1024.0,1.0,400.0,cluster,50.0,100.0,nearest_neighbors,0.8861895825937008,0.863386356386826,0.9003428571428571,0.8293988019486512,"[19.88867199420929, 18.298026502132416, 16.940434336662292, 15.130369901657104, 13.53082013130188, 11.608553737401962, 10.062491327524185, 8.69422048330307, 7.659314692020416, 6.619255483150482, 5.732198461890221, 5.0708300322294235, 4.4962466061115265, 4.0350655019283295, 3.654356986284256, 3.294315606355667, 3.0144773200154305, 2.722728952765465, 2.524504669010639, 2.3272878527641296, 2.1715988144278526, 2.01696889847517, 1.8701347261667252, 1.7486396506428719, 1.6360181123018265, 1.5538809187710285, 1.4409609101712704, 1.3620376475155354, 1.322921920567751, 1.2214120216667652, 1.163710717111826, 1.1087447106838226, 1.0415746606886387, 0.9970585405826569, 0.9556204043328762, 0.9109385162591934, 0.8772904276847839, 0.8358076848089695, 0.7983153127133846, 0.7709988038986921, 0.7479727379977703, 0.7189245168119669, 0.6786737386137247, 0.6547868717461824, 0.6317324563860893, 0.6121349018067122, 0.5887477304786444, 0.5723393261432648, 0.5468357838690281, 0.5318817459046841, 0.5168165061622858, 0.495765071362257, 0.4797065481543541, 0.46530572697520256, 0.45102653093636036, 0.4370702039450407, 0.4254092797636986, 0.41264867037534714, 0.3995890188962221, 0.39336047414690256, 0.37946692388504744, 0.3671935210004449, 0.359378844499588, 0.34864992648363113, 0.3399111023172736, 0.3345658630132675, 0.32305762730538845, 0.31148049980401993, 0.30499519500881433, 0.2995390733703971, 0.29032254219055176, 0.28740025870501995, 0.2760949954390526, 0.2690227562561631, 0.26739842537790537, 0.25750958640128374, 0.2516897041350603, 0.24453420843929052, 0.24129280168563128, 0.23643183335661888, 0.23180818557739258, 0.22453893721103668, 0.21987166069447994, 0.21562541369348764, 0.20885508134961128, 0.2046839166432619, 0.20238880766555667, 0.19776408281177282, 0.19325337978079915, 0.18912887712940574, 0.18577635427936912, 0.18401158088818192, 0.17953175259754062, 0.1748310993425548, 0.1737675559706986, 0.16873385617509484, 0.1658227858133614, 0.16298262868076563, 0.16079321689903736, 0.1571097024716437]",0.005266120359656704,
6.0,2.0,128.0,128.0,,0.0054349963713514,removal,0.0,0.3688575569340879,366.6,mean,GCNConv,10.0,4.0,100.0,,,,,0.8876502510523914,0.8631783302104836,0.8873142857142857,0.8403219906967806,"[11.216301560401917, 11.085563004016876, 10.931282818317413, 10.715990126132965, 10.547355115413666, 10.08688086271286, 10.001985788345337, 9.660776734352112, 9.589166820049286, 9.474555611610413, 9.01043713092804, 9.048532485961914, 8.34966105222702, 8.159490168094635, 7.873895525932312, 7.8156222105026245, 7.62786602973938, 7.1773762702941895, 6.832608103752136, 6.639294803142548, 6.354255259037018, 6.0593807101249695, 5.826943039894104, 5.596865653991699, 5.3503004014492035, 5.136563062667847, 5.043897360563278, 4.786701202392578, 4.520133703947067, 4.359888523817062, 4.259334444999695, 4.0688207149505615, 3.9628829658031464, 3.8412333130836487, 3.65202859044075, 3.6161500811576843, 3.3961205780506134, 3.300398588180542, 3.153988242149353, 3.0656025111675262, 2.962597370147705, 2.8670925199985504, 2.793397083878517, 2.68519526720047, 2.612274408340454, 2.5052409917116165, 2.4334378391504288, 2.3825359493494034, 2.321482926607132, 2.2409762740135193]",0.0008375232361815783,1.0
5.0,1.0,256.0,256.0,,0.0079968268882521,removal,0.0,0.2509664486558663,366.6,mean,GATConv,1024.0,1.0,300.0,cluster,75.0,100.0,nearest_neighbors,0.8938783790637521,0.8629367186424812,0.8367238095238095,0.8909509893025703,"[14.327954530715942, 13.301851093769073, 12.55826598405838, 11.828170895576477, 11.147759854793549, 10.532058715820312, 9.701082587242126, 8.873426288366318, 8.102479547262192, 7.470271348953247, 6.853214740753174, 6.287100374698639, 5.823239058256149, 5.363060295581818, 4.919720858335495, 4.537419945001602, 4.17524978518486, 3.900541439652443, 3.5768326073884964, 3.361624836921692, 3.152296930551529, 2.933758646249771, 2.775747135281563, 2.575770854949951, 2.4278683364391327, 2.2973129898309708, 2.1765289455652237, 2.060337297618389, 1.9424227252602577, 1.8640966936945915, 1.768855445086956, 1.6877039894461632, 1.6059906110167503, 1.5414932444691658, 1.4610144644975662, 1.4011787548661232, 1.3421607166528702, 1.2917075529694557, 1.2611712142825127, 1.202715203166008, 1.1650307886302471, 1.1079335734248161, 1.0652816072106361, 1.0318956673145294, 0.9924649484455585, 0.9518727660179138, 0.9293373674154282, 0.8991355039179325, 0.8693637885153294, 0.8431653082370758, 0.8155141584575176, 0.8044961579144001, 0.7714973911643028, 0.744002815335989, 0.7198516130447388, 0.7002273239195347, 0.6797133348882198, 0.6691277101635933, 0.6437175273895264, 0.6345567554235458, 0.6123802624642849, 0.6016749702394009, 0.5825223512947559, 0.5615814849734306, 0.5477866418659687, 0.5378141049295664, 0.5177074111998081, 0.5052971560508013, 0.4995368458330631, 0.48611704260110855, 0.47644102200865746, 0.46743701212108135, 0.45215364918112755, 0.43818821385502815, 0.4338216595351696, 0.42169303074479103, 0.41150747053325176, 0.4043086562305689, 0.39648410864174366, 0.3929996229708195, 0.38047872111201286, 0.3688331488519907, 0.3637830503284931, 0.3543939609080553, 0.34801908396184444, 0.33960259333252907, 0.3345927316695452, 0.32786115631461143, 0.32656674832105637, 0.31799075845628977, 0.3102036379277706, 0.3056693356484175, 0.29691878240555525, 0.2911013886332512, 0.28994734212756157, 0.28292469680309296, 0.2770926132798195, 0.2770244535058737, 0.26709488220512867, 0.2637585187330842]",0.007705614172290294,
9.0,2.0,64.0,64.0,,0.0094669837100368,removal,0.0,0.2369481575040028,366.6,mean,GATConv,512.0,2.0,100.0,neighbor,75.0,100.0,nearest_neighbors,0.8948115839123598,0.8629354592930607,0.8292063492063491,0.899615004172405,"[57.98854160308838, 49.70508682727814, 40.51776659488678, 32.09144127368927, 24.943022072315216, 19.401508450508118, 15.386495500802994, 12.414623707532883, 10.223086819052696, 8.581400409340858, 7.358616277575493, 6.334319680929184, 5.545032784342766, 4.909821540117264, 4.376657210290432, 3.9398699551820755, 3.5638978108763695, 3.2219681218266487, 2.9359407797455788, 2.7015198096632957, 2.4859715066850185, 2.300938244909048, 2.1334229074418545, 1.9840501621365547, 1.8467826209962368, 1.7274982035160065, 1.6166057363152504, 1.5329526625573635, 1.4314056411385536, 1.3527970723807812, 1.2782557494938374, 1.2070037424564362, 1.1454220954328775, 1.0905831307172775, 1.0342287328094244, 0.9833050165325403, 0.9350098371505737, 0.8963190205395222, 0.8526415564119816, 0.811810938641429, 0.7785876505076885, 0.7452559340745211, 0.7135355640202761, 0.6831635814160109, 0.6542053055018187, 0.629813814535737, 0.603796137496829, 0.5803096257150173, 0.5592206288129091, 0.5392179833725095, 0.5212921546772122, 0.5001479396596551, 0.48302702885121107, 0.4668700136244297, 0.4471951937302947, 0.43256467301398516, 0.4178290516138077, 0.40491992700845003, 0.3928690701723099, 0.3789209080860019, 0.36790738347917795, 0.3552048048004508, 0.3439004346728325, 0.33206597808748484, 0.3221645737066865, 0.31201369455084205, 0.3030345602892339, 0.2931117336265743, 0.28536843648180366, 0.2765735681168735, 0.26860445691272616, 0.26051183603703976, 0.2532901158556342, 0.24626406515017152, 0.2396444659680128, 0.23221173649653792, 0.2256341055035591, 0.2191794984973967, 0.2135154721327126, 0.2080449522472918, 0.20328516932204366, 0.19674146454781294, 0.19122704165056348, 0.1860169223509729, 0.1812503756955266, 0.17669332725927234, 0.17195321200415492, 0.1676838886924088, 0.16385453380644321, 0.15901439683511853, 0.15501283202320337, 0.15138300065882504, 0.14681402570568025, 0.1434293920174241, 0.14055841136723757, 0.1366395812947303, 0.1332641774788499, 0.13045445689931512, 0.1267325149383396, 0.12386622000485659]",0.007234097974457318,
12.0,2.0,256.0,256.0,,0.0019181558600281999,removal,0.0,0.22835037265450803,366.6,mean,GATConv,5.0,5.0,300.0,,,,,0.8969315818836539,0.8628705794281679,0.8119873015873017,0.9205922266966329,"[79.79559624195099, 79.41908013820648, 77.37173467874527, 78.19393193721771, 72.84455049037933, 73.17856878042221, 69.47300457954407, 62.90917384624481, 62.63832330703735, 56.02015393972397, 51.67144787311554, 46.27473771572113, 42.70265245437622, 40.857132375240326, 37.239390939474106, 33.3903843164444, 30.63218241930008, 27.94945678114891, 26.44129839539528, 23.267038837075233, 22.123326748609543, 20.063690960407257, 19.260781198740005, 17.512616977095604, 16.48801888525486, 15.38164722174406, 14.410294130444527, 13.705743327736855, 12.749937728047371, 11.922114536166191, 11.338049374520779, 10.431239828467369, 9.984712317585945, 9.631877765059471, 8.969845652580261, 8.63744081556797, 8.33330824226141, 7.871447399258614, 7.3739316165447235, 7.015073135495186, 6.677017871290445, 6.533643543720245, 6.114446170628071, 5.738745916634798, 5.55638324841857, 5.39027002453804, 5.105203364044428, 4.811068706214428, 4.666464056819677, 4.519774418324232]",0.0039059272576120845,1.0
8.0,1.0,256.0,256.0,,0.0099466476304763,removal,0.0,0.3604045253076053,366.6,mean,GATConv,1024.0,1.0,400.0,cluster,50.0,100.0,nearest_neighbors,0.8863823096820003,0.8626269311912699,0.8930539682539683,0.8342451058484782,"[21.907402873039246, 20.560813426971436, 19.392638206481934, 17.53757280111313, 15.818526864051819, 13.561209082603455, 11.67997121810913, 9.986032336950302, 8.672534614801407, 7.397211462259293, 6.334290266036987, 5.537052974104881, 4.873893454670906, 4.335083946585655, 3.9013109356164932, 3.4946912676095963, 3.185253493487835, 2.8648196533322334, 2.6445576548576355, 2.4310933873057365, 2.2641118094325066, 2.0956831872463226, 1.9392104744911194, 1.8110368698835373, 1.6935125142335892, 1.604335032403469, 1.4847862981259823, 1.4010166078805923, 1.3609623052179813, 1.2544705346226692, 1.1931136101484299, 1.1372663490474224, 1.0669821985065937, 1.0211832448840141, 0.9774774946272373, 0.9296455830335617, 0.8975474089384079, 0.8537085801362991, 0.8146627321839333, 0.7864744905382395, 0.7628925014287233, 0.7322468552738428, 0.6914696451276541, 0.6668195836246014, 0.6430204752832651, 0.6227679643779993, 0.5990379583090544, 0.581962687894702, 0.5560721829533577, 0.5414605308324099, 0.5251681823283434, 0.504082802683115, 0.4877122938632965, 0.47327100671827793, 0.4578527044504881, 0.44384294748306274, 0.43208719603717327, 0.4184929337352514, 0.4052125867456198, 0.399825188331306, 0.38522161170840263, 0.37320551089942455, 0.36449579522013664, 0.354008162394166, 0.344873727299273, 0.3394283754751086, 0.327781131491065, 0.31579899974167347, 0.3093480095267296, 0.30355664249509573, 0.29422873072326183, 0.2908836016431451, 0.2797566894441843, 0.2726891478523612, 0.270955772139132, 0.26104786712676287, 0.25504743214696646, 0.2479568012058735, 0.24455212336033583, 0.239696835167706, 0.23465770948678255, 0.2273385478183627, 0.22271411772817373, 0.21862019784748554, 0.21160261798650026, 0.20735587738454342, 0.2051363750360906, 0.20035647228360176, 0.19576491601765156, 0.19155616872012615, 0.18806657195091248, 0.18653829861432314, 0.181858713272959, 0.17702029552310705, 0.17591790203005075, 0.17079330096021295, 0.16773058846592903, 0.16500760661438107, 0.16261650761589408, 0.15913425525650382]",0.004910826784762599,
14.0,2.0,256.0,256.0,,0.0090821006164846,removal,0.0,0.250030129293573,366.6,mean,GATConv,5.0,4.0,400.0,,,,,0.8954201957701476,0.8626190999057585,0.8221206349206348,0.9073361415646266,"[106.21447587013245, 85.42126148939133, 50.26427602767944, 28.337546169757843, 17.910202845931053, 12.51606621593237, 9.257436536252499, 7.402759041637182, 5.8722591027617455, 4.9303224459290504, 4.093686545267701, 3.5763843450695276, 3.1111118271946907, 2.711456110700965, 2.3944646511226892, 2.144460041075945, 1.8884592950344086, 1.7374708130955696, 1.5486444709822536, 1.461010206490755, 1.275168544612825, 1.193966506049037, 1.0811293050646782, 1.0047172154299915, 0.9291672320105135, 0.8794822206255049, 0.8196334755048156, 0.7485625222325325, 0.7116103931330144, 0.6685422733426094, 0.6146695902571082, 0.5721615571528673, 0.5486104157753289, 0.5055174704175442, 0.4624101431109011, 0.4460411863401532, 0.41031535458751023, 0.3933105911128223, 0.36837317422032356, 0.36176623520441353, 0.33389348059426993, 0.31983030471019447, 0.30373611906543374, 0.2810803077882156, 0.2715553581947461, 0.25565414933953434, 0.23758921213448048, 0.23163738346192986, 0.21476541366428137, 0.2052683032816276]",0.004409608846783444,1.0
14.0,2.0,256.0,64.0,,0.0099170442034686,removal,0.0,0.2944926763925375,366.6,mean,GCNConv,20.0,7.0,100.0,cluster,,100.0,nearest_neighbors,0.8897195313688695,0.8623927627187193,0.8656,0.8593860045729119,"[6.213725686073303, 6.174737215042114, 6.057310223579407, 6.056978225708008, 6.088856101036072, 6.166520953178406, 5.972933888435364, 5.909735202789307, 5.927210450172424, 5.775597929954529, 5.749345421791077, 5.6588170528411865, 5.615555763244629, 5.740602076053619, 5.461104393005371, 5.385307788848877, 5.361516356468201, 5.174156546592712, 5.035038232803345, 4.895084261894226, 4.880620360374451, 4.55843061208725, 4.479924559593201, 4.311754524707794, 4.24754273891449, 3.9370418190956116, 3.758736789226532, 3.6529580950737, 3.5143964290618896, 3.30811607837677, 3.1408036947250366, 2.9875043630599976, 2.8585525155067444, 2.7218536138534546, 2.5818887054920197, 2.513388216495514, 2.3897363543510437, 2.259061425924301, 2.1906078457832336, 2.0689502358436584, 1.9789272844791412, 1.913503259420395, 1.8380345106124878, 1.771256685256958, 1.6866400241851807, 1.615600049495697, 1.559597760438919, 1.499718725681305, 1.4480197429656982, 1.4053200483322144, 1.359681412577629, 1.3141443133354187, 1.2671427875757217, 1.2279798984527588, 1.1796178072690964, 1.1749907582998276, 1.1039902567863464, 1.0759376883506775, 1.0374589413404465, 1.017216444015503, 0.9903577417135239, 0.9608828574419022, 0.9271588176488876, 0.9044694602489471, 0.8811085522174835, 0.8665982931852341, 0.8381026536226273, 0.8158326297998428, 0.7983982115983963, 0.775564506649971, 0.7542618364095688, 0.7411596328020096, 0.73025743663311, 0.7031710296869278, 0.6857868432998657, 0.6780787259340286, 0.6665205806493759, 0.6400449275970459, 0.6264075040817261, 0.6147962287068367, 0.6145472750067711, 0.5909257531166077, 0.5804213732481003, 0.5727673470973969, 0.5557042136788368, 0.5487254112958908, 0.5483153164386749, 0.5222075507044792, 0.5171984881162643, 0.5037574842572212, 0.4979340732097626, 0.49506720155477524, 0.4799240455031395, 0.4726569429039955, 0.4629017636179924, 0.45707031339406967, 0.44905631989240646, 0.4372519627213478, 0.43342210352420807, 0.42830170691013336]",0.007058258657424433,
13.0,2.0,256.0,128.0,,0.0073246861324358,removal,0.0,0.2241720957346712,366.6,mean,GATConv,256.0,2.0,200.0,nearest_neighbors,75.0,100.0,nearest_neighbors,0.896089668813714,0.8619172292832245,0.8120380952380952,0.9183362307245776,"[139.88453817367554, 112.36392891407013, 76.09418594837189, 48.287702023983, 32.465988248586655, 23.343430250883102, 17.702893495559692, 13.949889615178108, 11.31844276189804, 9.41652300208807, 7.954300835728645, 6.836755149066448, 5.9393045976758, 5.211460679769516, 4.603779952973127, 4.111450098454952, 3.6854644790291786, 3.3185779005289078, 3.010498318821192, 2.7312266305088997, 2.504466401413083, 2.3007358722388744, 2.1167848501354456, 1.9517294373363256, 1.806423095986247, 1.673659298568964, 1.5560120269656181, 1.4498786721378565, 1.350793980062008, 1.2620155299082398, 1.182104048319161, 1.1116990502923727, 1.0409785378724337, 0.9780789129436016, 0.9204690139740705, 0.8667507292702794, 0.8170006396248937, 0.771892199292779, 0.7296798080205917, 0.6907605221495032, 0.6538686137646437, 0.6206627460196614, 0.5853547491133213, 0.5563820409588516, 0.5286680534482002, 0.5018636090680957, 0.47637566132470965, 0.45438407734036446, 0.43145501473918557, 0.4110369412228465, 0.3913229713216424, 0.372974946629256, 0.3550373623147607, 0.3381559639237821, 0.32261842815205455, 0.30887581105344, 0.2944380762055516, 0.2806265698745847, 0.2682043011300266, 0.25667477841489017, 0.24489542795345187, 0.2341294647194445, 0.22408630955033004, 0.21424383274279535, 0.20505274459719658, 0.19597580982372165, 0.18797812680713832, 0.1794585632160306, 0.1719864010810852, 0.16456536715850234, 0.1581025894265622, 0.150979183614254, 0.1448340299539268, 0.13914267416112125, 0.13297082553617656, 0.12739778496325016, 0.12243320245761424, 0.1174219868844375, 0.11232170148286968, 0.10779603640548885, 0.10350651305634528, 0.09927895152941346, 0.09536162717267871, 0.09141224669292569, 0.08775507379323244, 0.08437459380365908, 0.08076320425607264, 0.07751371787162498, 0.07447302958462387, 0.0714161287760362, 0.06866028415970504, 0.06586304918164387, 0.06339417479466647, 0.06071656395215541, 0.05839983490295708, 0.056019864743575454, 0.053848942392505705, 0.051663869293406606, 0.04968679434387013, 0.04772025241982192]",0.007157786725575305,
