K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,reliable_mini_batch,clusters,pos_weight,accuracy,f1,recall,precision,losses
4.0,1.0,128.0,64.0,,0.0054534983863345,removal,0.0,0.11249446411519862,366.6,mean,GCNConv,15.0,8.0,1.0,200.0,0.21623085847860182,0.9452359483017734,0.8624706931244267,0.8148359486447931,0.9160929444857517,"[3.312511846423149, 2.7184510231018066, 2.707744210958481, 2.6569340527057648, 2.4400908201932907, 2.3717573285102844, 2.394513785839081, 2.2545576244592667, 2.135250747203827, 2.1355276480317116, 1.9927843064069748, 1.8698199316859245, 1.8619368374347687, 1.726195603609085, 1.6954988315701485, 1.5443342998623848, 1.5145831778645515, 1.3917304053902626, 1.3744966387748718, 1.2887851670384407, 1.2019462063908577, 1.1348720267415047, 1.085949346423149, 1.0588693097233772, 1.002048496156931, 0.940235547721386, 0.9132157228887081, 0.8767736405134201, 0.8367964178323746, 0.7931722700595856, 0.7708696611225605, 0.7105251587927341, 0.6966340132057667, 0.670902393758297, 0.6155152022838593, 0.6102196592837572, 0.5894198082387447, 0.592698099091649, 0.5544718615710735, 0.5150568950921297, 0.5105113312602043, 0.4855010826140642, 0.4810277484357357, 0.44009800255298615, 0.43601427786052227, 0.4235848970711231, 0.4100158140063286, 0.39199696481227875, 0.38681990280747414, 0.366985023021698]"
4.0,1.0,128.0,64.0,,0.0060979536735633,removal,0.0,0.10699423676269762,366.6,mean,GCNConv,15.0,10.0,1.0,200.0,0.2674712258354703,0.943131950706342,0.8568831897542022,0.8079885877318116,0.9121747756460923,"[3.7923705875873566, 3.1239229291677475, 3.1090589314699173, 3.0630579441785812, 2.805860295891762, 2.67632944136858, 2.699421927332878, 2.5225525200366974, 2.376511439681053, 2.3471495509147644, 2.1849366277456284, 2.055872730910778, 2.0181016102433205, 1.8527843356132507, 1.79835557192564, 1.6352958679199219, 1.59757561981678, 1.4657189846038818, 1.428641676902771, 1.323948934674263, 1.2306445240974426, 1.1606282219290733, 1.108410906046629, 1.0638604685664177, 1.013800986111164, 0.9454872645437717, 0.9119384475052357, 0.878180980682373, 0.8301318921148777, 0.7948579378426075, 0.7666388005018234, 0.7029612772166729, 0.692701630294323, 0.6628021560609341, 0.6097218617796898, 0.5958388485014439, 0.5778382550925016, 0.5784779172390699, 0.5478809680789709, 0.5082264561206102, 0.501214811578393, 0.47515038773417473, 0.4705732259899378, 0.42960832454264164, 0.42475318908691406, 0.4160046447068453, 0.399232629686594, 0.3817404005676508, 0.37635388225317, 0.3565082084387541]"
4.0,1.0,128.0,64.0,,0.0071623190720977005,removal,0.0,0.102126876018521,366.6,mean,GCNConv,15.0,8.0,1.0,200.0,0.308488334823183,0.9429516080553052,0.8572257224829066,0.8128388017118402,0.9067839915692513,"[4.091546460986137, 3.389193132519722, 3.3583948761224747, 3.2821387350559235, 2.9875890761613846, 2.8212302178144455, 2.8188020139932632, 2.6055209934711456, 2.4347945004701614, 2.369718849658966, 2.174245096743107, 2.017044760286808, 1.9582048952579498, 1.7699568346142769, 1.7065751105546951, 1.5379457622766495, 1.4876592680811882, 1.3479419648647308, 1.3104483671486378, 1.2032924145460129, 1.1083915755152702, 1.0466147251427174, 0.9867129102349281, 0.9468274787068367, 0.8951264284551144, 0.8372391201555729, 0.8008109517395496, 0.7702431082725525, 0.7201738245785236, 0.6902416609227657, 0.6674938946962357, 0.6116646640002728, 0.5977292787283659, 0.5748727787286043, 0.5275005754083395, 0.5120693817734718, 0.4976223651319742, 0.49503947235643864, 0.4734134152531624, 0.43816748447716236, 0.4321519620716572, 0.4070042110979557, 0.40500436909496784, 0.36890936456620693, 0.36401498690247536, 0.35594411566853523, 0.341361328959465, 0.3264563549309969, 0.3186842165887356, 0.30359466932713985]"
4.0,1.0,128.0,64.0,,0.0057591403332568,removal,0.0,0.11271878616257021,366.6,mean,GCNConv,15.0,7.0,1.0,200.0,0.2843257173327351,0.9440937781785392,0.860192506360975,0.8162624821683309,0.909122211986643,"[3.8974188566207886, 3.238518610596657, 3.2350466400384903, 3.171906366944313, 2.917405277490616, 2.8144562169909477, 2.8346009254455566, 2.6586973965168, 2.5117075368762016, 2.4868323653936386, 2.331048898398876, 2.1897104382514954, 2.163746029138565, 1.993819572031498, 1.9492266848683357, 1.774811990559101, 1.7414554730057716, 1.5918045416474342, 1.5683923810720444, 1.4583558142185211, 1.3582137674093246, 1.2827185988426208, 1.2213977575302124, 1.1866477131843567, 1.1211083009839058, 1.0551559925079346, 1.0179244093596935, 0.9805285409092903, 0.9225422330200672, 0.886337548494339, 0.8577966429293156, 0.7897718213498592, 0.7740087732672691, 0.7484956085681915, 0.6846937909722328, 0.6704735606908798, 0.650797326117754, 0.6486069820821285, 0.6161218956112862, 0.5712922941893339, 0.5668265745043755, 0.534538758918643, 0.5329147092998028, 0.4864891991019249, 0.4802464060485363, 0.46902702935039997, 0.4506348203867674, 0.4312113132327795, 0.4260543528944254, 0.40311099588871]"
4.0,1.0,128.0,64.0,,0.0051337664817016,removal,0.0,0.1102798554469735,366.6,mean,GCNConv,15.0,7.0,1.0,200.0,0.2461856631471203,0.9398857829876766,0.8483909872014767,0.7982881597717546,0.9053777254830214,"[3.5856372863054276, 2.9446179419755936, 2.948535993695259, 2.902421422302723, 2.678159847855568, 2.5969156324863434, 2.6263902112841606, 2.4686933010816574, 2.3610832020640373, 2.3644981011748314, 2.2162482291460037, 2.094990126788616, 2.0947937965393066, 1.9431186392903328, 1.906122699379921, 1.7559408694505692, 1.73104078322649, 1.6030019894242287, 1.5771054551005363, 1.479141853749752, 1.379833698272705, 1.315634824335575, 1.258751891553402, 1.2293840199708939, 1.1664003729820251, 1.099304661154747, 1.0654066540300846, 1.0238337442278862, 0.9775556810200214, 0.9317385852336884, 0.904423650354147, 0.8372301906347275, 0.8206327445805073, 0.7957585006952286, 0.728518333286047, 0.7145998477935791, 0.6959831789135933, 0.6908863745629787, 0.6587509140372276, 0.6107475012540817, 0.6065048109740019, 0.5748564209789038, 0.5707412995398045, 0.5228952988982201, 0.5200851187109947, 0.5040746685117483, 0.48751381039619446, 0.4653240889310837, 0.4592601340264082, 0.4361998066306114]"
3.0,1.0,128.0,64.0,,0.0055828668025855,removal,0.0,0.1138986379156379,366.6,mean,GCNConv,15.0,8.0,1.0,200.0,0.2671271312488209,0.9406071535918243,0.8498023852247615,0.797432239657632,0.9095365301263337,"[3.284088522195816, 2.7150275707244873, 2.6802278459072113, 2.60978714376688, 2.390872597694397, 2.295205719769001, 2.299600765109062, 2.1402339786291122, 2.0157837346196175, 1.9948160648345947, 1.858342058956623, 1.7475793212652206, 1.7201884239912033, 1.5876430571079254, 1.545237421989441, 1.4186831191182137, 1.3884024620056152, 1.2717792391777039, 1.2527294121682644, 1.1702133044600487, 1.0916621759533882, 1.038167543709278, 0.9921810813248158, 0.9590735323727131, 0.9136173464357853, 0.8659419417381287, 0.8389204256236553, 0.8087402060627937, 0.767590407282114, 0.731200210750103, 0.7178662158548832, 0.6572708766907454, 0.6501227114349604, 0.6296972706913948, 0.5768823996186256, 0.5693758800625801, 0.5520945899188519, 0.5489995069801807, 0.522610129788518, 0.4878345839679241, 0.4836658388376236, 0.46105897054076195, 0.45671591721475124, 0.41704021394252777, 0.41399561800062656, 0.4056925028562546, 0.3889390379190445, 0.3728943429887295, 0.3681790567934513, 0.348711347207427]"
4.0,1.0,128.0,64.0,,0.0078741732417964,removal,0.0,0.0974863595206705,366.6,mean,GCNConv,15.0,8.0,1.0,200.0,0.23969424532843392,0.9422302374511572,0.8534493337628218,0.7982881597717546,0.9168293718166382,"[3.5168921053409576, 2.880707308650017, 2.826168179512024, 2.746934473514557, 2.4873556941747665, 2.3341862857341766, 2.3022782653570175, 2.116295874118805, 1.9702384434640408, 1.8938817903399467, 1.7265395149588585, 1.5850001871585846, 1.5311458855867386, 1.3898387998342514, 1.3142482116818428, 1.1823993250727654, 1.140684187412262, 1.03010468557477, 0.9872266128659248, 0.9053896851837635, 0.8313244357705116, 0.7883014790713787, 0.739659521728754, 0.7131466940045357, 0.6641739029437304, 0.6189620643854141, 0.5991612635552883, 0.5717414524406195, 0.5378662794828415, 0.5083750821650028, 0.49553449265658855, 0.44905117340385914, 0.44153073243796825, 0.42591999284923077, 0.38844941183924675, 0.37878207862377167, 0.36789706721901894, 0.36722630076110363, 0.3468630462884903, 0.3201918564736843, 0.31667008344084024, 0.30031317099928856, 0.2968041393905878, 0.27039968874305487, 0.26694320142269135, 0.26042631547898054, 0.25068857334554195, 0.23943557869642973, 0.23556039482355118, 0.22417593374848366]"
5.0,1.0,256.0,64.0,,0.006391232286713999,removal,0.0,0.11286926542232449,366.6,mean,GCNConv,15.0,9.0,1.0,200.0,0.2828814937670881,0.9419296663660957,0.8556001312263957,0.8165477888730385,0.8985801799660272,"[4.283425554633141, 3.5954774916172028, 3.576393499970436, 3.5170750617980957, 3.225857973098755, 3.1009958386421204, 3.159878730773926, 2.944424197077751, 2.79982228577137, 2.784942388534546, 2.581637978553772, 2.431777313351631, 2.38704015314579, 2.184551104903221, 2.1190669387578964, 1.9337041825056076, 1.8919440060853958, 1.7287077009677887, 1.6829181462526321, 1.5537656396627426, 1.4371803551912308, 1.35562314838171, 1.2780769690871239, 1.229379191994667, 1.1570122875273228, 1.0869633704423904, 1.0431404374539852, 0.9976613745093346, 0.9339019246399403, 0.8923065811395645, 0.8570761829614639, 0.7901504747569561, 0.7721377983689308, 0.7441082298755646, 0.6804342623800039, 0.6594109833240509, 0.6483192965388298, 0.6341766938567162, 0.6016771271824837, 0.5610582567751408, 0.5518940389156342, 0.5212772116065025, 0.5164232943207026, 0.4705458786338568, 0.4658692739903927, 0.454228388145566, 0.43502136692404747, 0.41412329487502575, 0.4082651138305664, 0.38554595597088337]"
5.0,1.0,256.0,64.0,,0.0062076420029012,removal,0.0,0.1083276259992563,366.6,mean,GCNConv,15.0,10.0,1.0,200.0,0.2586460575028426,0.9422302374511574,0.8557727507679547,0.8134094151212554,0.9028009792139029,"[4.0836276561021805, 3.395760715007782, 3.386557385325432, 3.330733299255371, 3.048211455345154, 2.9376140534877777, 3.003092408180237, 2.793353706598282, 2.6686204001307487, 2.6505269706249237, 2.4697526171803474, 2.3314934968948364, 2.295278675854206, 2.102907419204712, 2.0538768619298935, 1.8722700253129005, 1.8247300535440445, 1.6783367693424225, 1.6329286471009254, 1.514370158314705, 1.4068608283996582, 1.3225864097476006, 1.2517860382795334, 1.2114129662513733, 1.1325156390666962, 1.0650205314159393, 1.0265037044882774, 0.9822316542267799, 0.9272577948868275, 0.8755338415503502, 0.847499568015337, 0.7782805822789669, 0.7647050730884075, 0.7341156415641308, 0.6730091087520123, 0.6536281444132328, 0.6353082060813904, 0.6342949829995632, 0.5920224748551846, 0.5523447785526514, 0.5438953824341297, 0.5134901851415634, 0.5088417679071426, 0.4627747870981693, 0.4603011440485716, 0.44968647696077824, 0.4279575776308775, 0.4089898057281971, 0.40144638530910015, 0.37899126671254635]"
5.0,1.0,256.0,64.0,,0.0075130599660355,removal,0.0,0.12453831978423642,366.6,mean,GCNConv,15.0,9.0,1.0,200.0,0.21417527107649353,0.9442140066125638,0.8629792514365008,0.8339514978601997,0.8941765871061647,"[3.6192892342805862, 2.993132010102272, 2.9739745557308197, 2.895252004265785, 2.650826185941696, 2.5243538171052933, 2.5440499633550644, 2.345267504453659, 2.2147010639309883, 2.1631131172180176, 1.9854329973459244, 1.846506506204605, 1.7884992733597755, 1.6266234293580055, 1.563908375799656, 1.3913182094693184, 1.3369871228933334, 1.2221886590123177, 1.1738526821136475, 1.0786698572337627, 0.9909693077206612, 0.9285394586622715, 0.8713083602488041, 0.8371738940477371, 0.7816717848181725, 0.7251272164285183, 0.698195606470108, 0.6654915362596512, 0.6248815841972828, 0.5953534469008446, 0.570687796920538, 0.5223950501531363, 0.5075947679579258, 0.484000401571393, 0.4480650797486305, 0.4380719866603613, 0.4202989190816879, 0.4170658737421036, 0.3940805848687887, 0.364430851303041, 0.3588878493756056, 0.3399891071021557, 0.33569665253162384, 0.306405745446682, 0.306267648935318, 0.2959081642329693, 0.2842565542086959, 0.2700107488781214, 0.26718010660260916, 0.2509878799319267]"
5.0,1.0,256.0,64.0,,0.0081363958792882,removal,0.0,0.12423055270466091,366.6,mean,GCNConv,15.0,9.0,1.0,200.0,0.2173517623704886,0.9407874962428616,0.8536190944392583,0.819400855920114,0.8908199720737638,"[3.637329578399658, 3.031849756836891, 2.98288731276989, 2.9014096707105637, 2.6348406076431274, 2.508375495672226, 2.503708139061928, 2.2896931171417236, 2.1407166495919228, 2.071391947567463, 1.8923534080386162, 1.7535525634884834, 1.676583781838417, 1.5078759491443634, 1.4395839720964432, 1.2815066799521446, 1.2289765775203705, 1.1152272410690784, 1.0631897822022438, 0.9758288487792015, 0.900341872125864, 0.8293278217315674, 0.7758123204112053, 0.7530549578368664, 0.7012131325900555, 0.6466598659753799, 0.6232734508812428, 0.5925200507044792, 0.5588222090154886, 0.5262716189026833, 0.5052813850343227, 0.461030688136816, 0.452649163082242, 0.4307563416659832, 0.39597591012716293, 0.3866741321980953, 0.3759137149900198, 0.36936863139271736, 0.34804965928196907, 0.3250010088086128, 0.3188164047896862, 0.3007743125781417, 0.29818668588995934, 0.27213766518980265, 0.26999008283019066, 0.2631422206759453, 0.2517396565526724, 0.23929204419255257, 0.23608510941267014, 0.22249450534582138]"
5.0,1.0,64.0,64.0,,0.0075753467952898,removal,0.0,0.1193180719877456,366.6,mean,GCNConv,15.0,8.0,1.0,200.0,0.20987127520818677,0.9410279531109108,0.8529866640324014,0.8119828815977176,0.8983792936623125,"[3.5710437446832657, 2.9656152427196503, 2.9266896098852158, 2.8366233706474304, 2.5930881053209305, 2.476526729762554, 2.4917454347014427, 2.300179809331894, 2.1571090444922447, 2.116729572415352, 1.9452571719884872, 1.8148611336946487, 1.7399937212467194, 1.5759396776556969, 1.5141142159700394, 1.3516241237521172, 1.2993684113025665, 1.1845636889338493, 1.1396114714443684, 1.0432455353438854, 0.9661657772958279, 0.892684243619442, 0.8455882035195827, 0.813888780772686, 0.7552302870899439, 0.7018432058393955, 0.6740463152527809, 0.6437166146934032, 0.6028826236724854, 0.5721286479383707, 0.5545041430741549, 0.5031863301992416, 0.4907974358648062, 0.46734549291431904, 0.4329341035336256, 0.4253876470029354, 0.40978459641337395, 0.4035938233137131, 0.3805057667195797, 0.3543018875643611, 0.34749194979667664, 0.330498656257987, 0.32541351579129696, 0.2974929828196764, 0.2951957304030657, 0.2870429903268814, 0.2748752059414983, 0.2612904766574502, 0.25949646160006523, 0.24346327502280474]"
4.0,1.0,256.0,64.0,,0.0070307075329716,removal,0.0,0.12310553104095082,366.6,mean,GCNConv,15.0,8.0,1.0,200.0,0.2510249424128804,0.9417493237150587,0.8565483477303142,0.8253922967189729,0.8901570898316005,"[3.577864482998848, 2.9509617686271667, 2.923200026154518, 2.843630313873291, 2.5946848541498184, 2.464543327689171, 2.469326213002205, 2.2775723040103912, 2.131473660469055, 2.0804548189044, 1.9154449477791786, 1.7806395813822746, 1.7286822199821472, 1.5704467669129372, 1.516590677201748, 1.3672704100608826, 1.3175434246659279, 1.2016477286815643, 1.1634773090481758, 1.0737323686480522, 0.9930342026054859, 0.9304748140275478, 0.8775616176426411, 0.8469529896974564, 0.7963246982544661, 0.7473453357815742, 0.7166922017931938, 0.688427023589611, 0.6506714783608913, 0.617918349802494, 0.5977636612951756, 0.5468780845403671, 0.5355721395462751, 0.5159009769558907, 0.47086002118885517, 0.46090294793248177, 0.4451748412102461, 0.44663143530488014, 0.4208071939647198, 0.3899263609200716, 0.3851443659514189, 0.3641057386994362, 0.3610137961804867, 0.3302130028605461, 0.3262537159025669, 0.3173220530152321, 0.30571406427770853, 0.2918377472087741, 0.28823069855570793, 0.2716483538970351]"
6.0,1.0,256.0,256.0,,0.0084000322444386,removal,0.0,0.1270854642025476,366.6,mean,GCNConv,10.0,9.0,1.0,200.0,0.2009004624736058,0.9364592726179742,0.8434834513079725,0.8125534950071327,0.8768865030674846,"[4.814590752124786, 4.389293059706688, 4.118014067411423, 3.9580198377370834, 3.5243245735764503, 3.2313438802957535, 3.0716932490468025, 2.6447015032172203, 2.4117065742611885, 2.2896451354026794, 1.924669772386551, 1.7857220359146595, 1.5780647285282612, 1.410346383228898, 1.2737601958215237, 1.1349344998598099, 1.0311312396079302, 0.9425188563764095, 0.857928903773427, 0.8143228553235531, 0.7352667972445488, 0.6784633323550224, 0.6182343978434801, 0.5893078353255987, 0.5617483332753181, 0.5204466041177511, 0.49542362708598375, 0.4515135046094656, 0.4327408764511347, 0.4162043994292617, 0.39826754573732615, 0.37628625938668847, 0.34888148680329323, 0.3327901866286993, 0.3202733648940921, 0.30016202153638005, 0.2898182263597846, 0.28080235607922077, 0.25788742769509554, 0.24946984462440014, 0.23906662361696362, 0.23526295740157366, 0.2262751068919897, 0.21816764771938324, 0.20670922985300422, 0.1977633056230843, 0.1954508163034916, 0.1851928853429854, 0.1784339314326644, 0.17330689681693912]"
5.0,1.0,256.0,64.0,,0.006394930339523699,removal,0.0,0.1064949807909182,366.6,mean,GCNConv,15.0,10.0,1.0,200.0,0.2803797986813003,0.9427712654042681,0.8569597823718667,0.8136947218259628,0.9051141523911278,"[4.2628001272678375, 3.5653463304042816, 3.554979234933853, 3.4859434962272644, 3.195360779762268, 3.0760226249694824, 3.129939913749695, 2.9291730374097824, 2.7737923562526703, 2.7561839520931244, 2.5556450858712196, 2.3983518183231354, 2.3636708930134773, 2.1553279384970665, 2.106584385037422, 1.9182630628347397, 1.8615835830569267, 1.7109942063689232, 1.6624538227915764, 1.5378722250461578, 1.4183174595236778, 1.3348531126976013, 1.264280579984188, 1.2175344862043858, 1.1367768719792366, 1.0701875761151314, 1.0292800925672054, 0.985274363309145, 0.9269541539251804, 0.8807705007493496, 0.8494762144982815, 0.7790372930467129, 0.7648253478109837, 0.7314866445958614, 0.6717605665326118, 0.6528334803879261, 0.6369535885751247, 0.6330241374671459, 0.5926293581724167, 0.5532706063240767, 0.544489711523056, 0.5133173149079084, 0.509884649887681, 0.4639265760779381, 0.45962742529809475, 0.4474673569202423, 0.42761867120862007, 0.4088338129222393, 0.402374017983675, 0.3793696966022253]"
5.0,1.0,256.0,64.0,,0.0078235611974435,removal,0.0,0.1033826443831191,366.6,mean,GCNConv,15.0,10.0,1.0,200.0,0.2989319059064541,0.9398857829876768,0.8482697829958926,0.7974322396576319,0.9062073121222722,"[4.4558218866586685, 3.717647433280945, 3.6790028512477875, 3.581297218799591, 3.271633505821228, 3.1068892180919647, 3.125552773475647, 2.8744103759527206, 2.6804250553250313, 2.6264256834983826, 2.3978145867586136, 2.2197686582803726, 2.134663447737694, 1.9177791699767113, 1.8321222066879272, 1.6470984295010567, 1.5875271037220955, 1.4316576793789864, 1.3783810064196587, 1.2648613899946213, 1.1570223346352577, 1.082395438104868, 1.014170590788126, 0.9705573655664921, 0.9068243838846684, 0.8477537482976913, 0.8121276125311852, 0.7730910629034042, 0.7193394526839256, 0.684345930814743, 0.6615380756556988, 0.6086054258048534, 0.5912827793508768, 0.5684626828879118, 0.517878545448184, 0.5041346363723278, 0.49041615426540375, 0.4847620613873005, 0.45938642136752605, 0.4268076531589031, 0.4191265534609556, 0.39573668129742146, 0.39221109449863434, 0.3568631634116173, 0.3528064489364624, 0.3426409885287285, 0.32832385413348675, 0.31406407337635756, 0.3075762279331684, 0.29301377199590206]"
5.0,1.0,256.0,64.0,,0.0057284735429381,removal,0.0,0.0982424601894446,366.6,mean,GCNConv,15.0,10.0,1.0,200.0,0.23651254751142997,0.9422302374511574,0.8540208456715159,0.8019971469329528,0.9132638724445498,"[3.936835289001465, 3.2542558908462524, 3.240014746785164, 3.1855633705854416, 2.9375669062137604, 2.830692872405052, 2.894942656159401, 2.7157357186079025, 2.5865760147571564, 2.5936560332775116, 2.4260293915867805, 2.2967137843370438, 2.268829844892025, 2.1157494261860847, 2.0777091532945633, 1.8919605314731598, 1.8510834127664566, 1.7128690630197525, 1.6824361681938171, 1.5745306760072708, 1.4584032371640205, 1.3826563581824303, 1.3194307014346123, 1.2858305498957634, 1.2000731527805328, 1.1306367740035057, 1.0934401787817478, 1.0491758584976196, 0.9815798103809357, 0.937599990516901, 0.9127484485507011, 0.8353518359363079, 0.8191014863550663, 0.7872828543186188, 0.7247924618422985, 0.7086007110774517, 0.687564667314291, 0.6804713420569897, 0.6423470564186573, 0.5993028022348881, 0.5917030796408653, 0.5599448140710592, 0.55436029471457, 0.5047580078244209, 0.5006481949239969, 0.49372211284935474, 0.46849814988672733, 0.4461117759346962, 0.4379310254007578, 0.41789001785218716]"
5.0,1.0,256.0,64.0,,0.0071580133743359,removal,0.0,0.1174499857300579,366.6,mean,GCNConv,15.0,2.0,1.0,200.0,0.2546144595298071,0.9435527502254283,0.8604519552641451,0.8262482168330955,0.897797893156113,"[4.022332012653351, 3.3730995506048203, 3.3389819860458374, 3.250032901763916, 2.982142984867096, 2.8496076613664627, 2.8752859085798264, 2.660239577293396, 2.5110286846756935, 2.4752145558595657, 2.2836726531386375, 2.1349277049303055, 2.0633163675665855, 1.8709406331181526, 1.8041180074214935, 1.6251904889941216, 1.5699467211961746, 1.4330612942576408, 1.3818034455180168, 1.2680384740233421, 1.169725440442562, 1.0975250452756882, 1.0301687754690647, 0.9858465529978275, 0.923700675368309, 0.8649907633662224, 0.8336058519780636, 0.7894007004797459, 0.7381740435957909, 0.7075409106910229, 0.6812790334224701, 0.6227829307317734, 0.6076249349862337, 0.5834454223513603, 0.5357214994728565, 0.5222849566489458, 0.5078519564121962, 0.5004145856946707, 0.4716478530317545, 0.4371762666851282, 0.4318123646080494, 0.4083354342728853, 0.4049824681133032, 0.3692805655300617, 0.365371773019433, 0.3548508696258068, 0.3405421804636717, 0.3240277897566557, 0.32010153122246265, 0.3012081701308489]"
4.0,1.0,128.0,64.0,,0.0048251343582909,removal,0.0,0.1297538151240446,366.6,mean,GCNConv,15.0,7.0,1.0,200.0,0.2111397647698246,0.9431920649233543,0.8592563100226493,0.8231098430813125,0.8987451437986891,"[3.265912041068077, 2.691091112792492, 2.67270290851593, 2.63271714001894, 2.4400496780872345, 2.356195218861103, 2.4226020202040672, 2.2670648097991943, 2.177826300263405, 2.185870483517647, 2.0429045110940933, 1.942308858036995, 1.9444847702980042, 1.8332437947392464, 1.7942790612578392, 1.6477327942848206, 1.6313293278217316, 1.5107320249080658, 1.4961951449513435, 1.4124622493982315, 1.331929288804531, 1.2580107748508453, 1.2063410803675652, 1.1818519607186317, 1.119320672005415, 1.0602475218474865, 1.0372357740998268, 0.9966363944113255, 0.9741380140185356, 0.9071383662521839, 0.8831332363188267, 0.8120977431535721, 0.8069853633642197, 0.7695476524531841, 0.7133480161428452, 0.7090593464672565, 0.6803800612688065, 0.6821855641901493, 0.641368679702282, 0.6040592435747385, 0.5936269778758287, 0.5657643601298332, 0.5617604106664658, 0.5140312854200602, 0.5124128721654415, 0.49704809486866, 0.48419708758592606, 0.4609419535845518, 0.4549052733927965, 0.4298875778913498]"
5.0,1.0,256.0,64.0,,0.0062321093151939,removal,0.0,0.1792846271492284,366.6,mean,GCNConv,15.0,10.0,1.0,200.0,0.2832133037279442,0.9373609858731591,0.8519578705914203,0.855349500713267,0.848655701113415,"[4.131175085902214, 3.4967505633831024, 3.493452474474907, 3.479134976863861, 3.174105852842331, 3.0480139553546906, 3.1407184451818466, 2.9080081582069397, 2.759198248386383, 2.7498978823423386, 2.5477694123983383, 2.4164509028196335, 2.3803655430674553, 2.1792178079485893, 2.108485259115696, 1.9317772909998894, 1.8857215866446495, 1.7322301641106606, 1.6924217641353607, 1.5604518130421638, 1.451031006872654, 1.3497105985879898, 1.2852159440517426, 1.2363314367830753, 1.1674697697162628, 1.091237772256136, 1.0466078408062458, 1.0054333992302418, 0.9512739032506943, 0.8975288644433022, 0.8641254715621471, 0.8003199696540833, 0.7801524996757507, 0.745855052024126, 0.6875133998692036, 0.6727593094110489, 0.6487177647650242, 0.6388253010809422, 0.6090582497417927, 0.5668250434100628, 0.5567234139889479, 0.5269842240959406, 0.5258485618978739, 0.47657922469079494, 0.4766361992806196, 0.4547326061874628, 0.4407343678176403, 0.4196013230830431, 0.4144247602671385, 0.39215100929141045]"
5.0,1.0,256.0,64.0,,0.006955497295150199,removal,0.0,0.1084155703850054,366.6,mean,GCNConv,15.0,10.0,1.0,200.0,0.3041379987355239,0.9396453261196275,0.8494764105466157,0.8082738944365193,0.8951080678358027,"[4.46660540997982, 3.7656608521938324, 3.7352268546819687, 3.662340834736824, 3.3480813205242157, 3.1997473537921906, 3.2355337888002396, 3.0122717767953873, 2.8343211263418198, 2.78840996325016, 2.568779520690441, 2.3950930535793304, 2.3402965292334557, 2.1266483515501022, 2.0518845096230507, 1.8542128652334213, 1.7999075204133987, 1.6378904432058334, 1.5809425041079521, 1.4535080268979073, 1.3361236602067947, 1.2579819485545158, 1.185704618692398, 1.1379218772053719, 1.067089844495058, 0.9956433549523354, 0.9577458016574383, 0.9145912639796734, 0.859750434756279, 0.8179550990462303, 0.784102063626051, 0.7228134386241436, 0.7072024531662464, 0.6783342100679874, 0.6182318907231092, 0.5997565537691116, 0.5879430752247572, 0.5828141011297703, 0.5490407329052687, 0.5092397853732109, 0.5015405155718327, 0.4730441328138113, 0.4701790567487478, 0.4267055466771126, 0.42293052561581135, 0.4119216613471508, 0.3941743765026331, 0.3762594647705555, 0.36868314631283283, 0.3506798092275858]"
5.0,1.0,256.0,64.0,,0.0064625217059241,removal,0.0,0.1169787604289434,366.6,mean,GCNConv,15.0,9.0,1.0,200.0,0.2913209665642076,0.942170123234145,0.8562453592525283,0.8174037089871613,0.899016932994243,"[4.386847823858261, 3.6716906875371933, 3.666774019598961, 3.599317416548729, 3.2958897948265076, 3.169324591755867, 3.23354534804821, 3.001959428191185, 2.8508067950606346, 2.834048718214035, 2.630506969988346, 2.4825128614902496, 2.430087298154831, 2.2322375774383545, 2.155396841466427, 1.9666122868657112, 1.90879325568676, 1.7506751343607903, 1.7009861841797829, 1.5688398852944374, 1.4518983960151672, 1.3634897843003273, 1.2916659712791443, 1.2415756843984127, 1.172565620392561, 1.0948608294129372, 1.050985861569643, 1.004781637340784, 0.9410786554217339, 0.8993037939071655, 0.8697566241025925, 0.7977047078311443, 0.7772545516490936, 0.7436196468770504, 0.6854307316243649, 0.6675642393529415, 0.6475596502423286, 0.6433272697031498, 0.6068253517150879, 0.5627866629511118, 0.5562055353075266, 0.5232705883681774, 0.5205756351351738, 0.4746707621961832, 0.469731954857707, 0.45713574439287186, 0.43801569752395153, 0.416672108694911, 0.4111196994781494, 0.3887382410466671]"
