K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,reliable_mini_batch,clusters,accuracy,f1,recall,precision,losses,f1_std,sampling,sampling_k,num_epochs,anomaly_detector
34.0,2.0,256.0,256.0,,0.0015013981041921,removal,0.0,0.1655147100219454,366.6,mean,GCNConv,15.0,8.0,1.0,100.0,0.9647038714639773,0.9230289399194369,0.9242254572601716,0.921874961681587,"[20.891515016555786, 19.374906063079834, 19.63592505455017, 19.089754581451416, 21.66827666759491, 18.755547285079956, 18.79768216609955, 18.17607581615448, 18.841938257217407, 18.5235116481781, 19.6035635471344, 19.251024961471558, 19.12320578098297, 18.871973156929016, 19.753087282180786, 22.098106145858765, 19.400437355041504, 20.52347242832184, 19.00083351135254, 20.445440530776978, 17.95311951637268, 20.066872358322144, 18.03723454475403, 18.871692419052124, 17.627591609954834, 18.41226553916931, 17.2638943195343, 19.465599179267883, 16.9088454246521, 17.40107524394989, 17.087223529815674, 17.936336517333984, 16.863823771476746, 16.85025644302368, 19.13596773147583, 17.16615927219391, 16.940897583961487, 18.773423314094543, 18.335070490837097, 15.748799443244934, 16.3462393283844, 18.098918914794922, 15.516107082366943, 15.155310153961182, 18.841946959495544, 17.147555828094482, 15.28715968132019, 15.765275239944458, 15.494668364524841, 16.76340925693512]",0.0024518417894474473,,,,
35.0,2.0,256.0,256.0,,0.0024595414338596,removal,0.0,0.1673516730091762,366.6,mean,GCNConv,15.0,7.0,1.0,100.0,0.9645842235706349,0.922898968368939,0.9257185516983949,0.9201157924627952,"[20.850526094436646, 19.313376307487488, 19.618136167526245, 19.04763436317444, 21.633923530578613, 18.71124839782715, 18.73270881175995, 18.081562042236328, 18.798261046409607, 18.419549226760864, 19.524021983146667, 19.101237535476685, 18.99964475631714, 18.705086946487427, 19.61107647418976, 21.646288871765137, 18.767438650131226, 19.577412247657776, 17.941783785820007, 19.170831084251404, 16.715966939926147, 18.578502893447876, 16.82524836063385, 17.540284395217896, 16.365150094032288, 17.019484639167786, 15.950788259506226, 17.90859031677246, 15.653354406356812, 16.10960364341736, 15.766321301460266, 16.498181104660034, 15.515979290008545, 15.38634741306305, 17.437798380851746, 15.662701606750488, 15.395243167877197, 17.032866716384888, 16.603907346725464, 14.290024280548096, 14.792858481407166, 16.235502123832703, 13.94077718257904, 13.640197396278381, 16.674591541290283, 15.367326736450195, 13.682541608810425, 14.02811574935913, 13.815237879753113, 14.861698031425476]",0.001903490700459816,,,,
32.0,2.0,256.0,256.0,,0.0013175088613247,removal,0.0,0.1584998959066556,366.6,sum,GCNConv,15.0,3.0,1.0,100.0,0.9646867789077855,0.9228241854519611,0.9221351250466592,0.9235148708729071,"[20.739389419555664, 19.17028498649597, 19.489795923233032, 18.97395157814026, 21.511059045791626, 18.608752250671387, 18.652413606643677, 18.04126811027527, 18.703580141067505, 18.40574073791504, 19.48267436027527, 19.124151468276978, 18.989036917686462, 18.7371643781662, 19.60796058177948, 21.743786811828613, 18.964444160461426, 19.94454538822174, 18.368370056152344, 19.731000185012817, 17.298250436782837, 19.351617336273193, 17.526899337768555, 18.357780694961548, 17.234232306480408, 18.059919118881226, 16.957347750663757, 19.155468940734863, 16.7293883562088, 17.22434163093567, 16.96391773223877, 17.8645521402359, 16.80948567390442, 16.823062419891357, 19.096691012382507, 17.160937786102295, 16.952216744422913, 18.81633472442627, 18.434433817863464, 15.825639128684998, 16.450392246246338, 18.236857652664185, 15.646327495574951, 15.289419770240784, 19.071895360946655, 17.338640451431274, 15.466283440589905, 15.959705829620361, 15.708101511001587, 17.028525352478027]",0.0014452301481973125,,,,
35.0,2.0,256.0,256.0,,0.0021361583075173,removal,0.0,0.1671354790566449,366.6,mean,GCNConv,15.0,7.0,1.0,100.0,0.9646184086830185,0.922760292470557,0.9231056364315042,0.9224255157666985,"[20.924097776412964, 19.398232102394104, 19.68749165534973, 19.12649917602539, 21.696345448493958, 18.791287899017334, 18.812987208366394, 18.176513195037842, 18.877792596817017, 18.48528265953064, 19.59153461456299, 19.21597695350647, 19.11168658733368, 18.811548113822937, 19.74064826965332, 22.028547763824463, 19.304237842559814, 20.24036407470703, 18.50633215904236, 19.733632922172546, 17.229045391082764, 19.16378092765808, 17.292398810386658, 18.05142855644226, 16.834914684295654, 17.50566804409027, 16.43009877204895, 18.474241137504578, 16.081897974014282, 16.53398311138153, 16.21573233604431, 16.950742483139038, 15.975864887237549, 15.882697820663452, 17.9614577293396, 16.141306281089783, 15.87623941898346, 17.556415796279907, 17.137398958206177, 14.739951133728027, 15.271664261817932, 16.811336874961853, 14.42600965499878, 14.100919604301453, 17.342628121376038, 15.910943269729614, 14.164292573928833, 14.542072057723999, 14.303081154823303, 15.425128698348999]",0.0009186211606794731,,,,
33.0,2.0,256.0,256.0,,0.0014591347554502,removal,0.0,0.170733054677313,366.6,mean,GCNConv,15.0,8.0,1.0,100.0,0.9644987607896761,0.9227573773664558,0.9261664800298618,0.9193752226305703,"[20.74367880821228, 19.189056873321533, 19.510371208190918, 18.97201704978943, 21.55337142944336, 18.60479497909546, 18.656192183494568, 18.028322458267212, 18.722073793411255, 18.40809154510498, 19.49285328388214, 19.101550817489624, 19.02218985557556, 18.714314937591553, 19.65265202522278, 21.92168402671814, 19.244465112686157, 20.26867663860321, 18.59722876548767, 19.93432641029358, 17.440228939056396, 19.47778868675232, 17.618090867996216, 18.44151020050049, 17.259207606315613, 18.035934925079346, 16.941280484199524, 19.120562314987183, 16.646742343902588, 17.180622220039368, 16.891720056533813, 17.726232886314392, 16.69118642807007, 16.67055606842041, 18.91743230819702, 16.99262034893036, 16.773615956306458, 18.603095769882202, 18.190576314926147, 15.625207781791687, 16.232897996902466, 17.95861029624939, 15.40097451210022, 15.074368000030518, 18.754905700683594, 17.057892680168152, 15.205847978591919, 15.688200950622559, 15.420132875442505, 16.72606098651886]",0.001071637829824296,,,,
33.0,2.0,256.0,256.0,,0.0017377992401064,removal,0.0,0.1757180696233485,366.6,mean,GCNConv,15.0,8.0,1.0,100.0,0.9644987607896761,0.9227503459542079,0.9260918253079508,0.9194346447767161,"[20.733147859573364, 19.194755911827087, 19.521748781204224, 18.96886444091797, 21.552542209625244, 18.626173496246338, 18.671449422836304, 18.056715607643127, 18.739404797554016, 18.385863780975342, 19.4885733127594, 19.086421489715576, 19.013745307922363, 18.706557273864746, 19.565850973129272, 21.63517737388611, 18.84557318687439, 19.77380347251892, 18.162126183509827, 19.491912961006165, 17.03683304786682, 19.035906553268433, 17.244515657424927, 18.04185116291046, 16.88922667503357, 17.591244101524353, 16.575912475585938, 18.66328763961792, 16.266255974769592, 16.79242968559265, 16.501898646354675, 17.303012251853943, 16.28990650177002, 16.23938298225403, 18.430054545402527, 16.53888726234436, 16.31760311126709, 18.08438503742218, 17.688400626182556, 15.193042874336243, 15.78455138206482, 17.399360060691833, 14.943724632263184, 14.610305070877075, 18.10088336467743, 16.543248295783997, 14.729542016983032, 15.169438242912292, 14.922265529632568, 16.154796957969666]",0.000524996750656834,,,,
34.0,2.0,256.0,256.0,,0.0018694645574859,removal,0.0,0.1764116906761544,366.6,mean,GCNConv,15.0,8.0,1.0,100.0,0.9644303905649089,0.9227250170633272,0.9273609555804404,0.918172765375437,"[20.830426454544067, 19.30585241317749, 19.593729972839355, 19.043079137802124, 21.600136399269104, 18.68121600151062, 18.748419642448425, 18.11205291748047, 18.77783703804016, 18.444175958633423, 19.545045733451843, 19.171176195144653, 19.070257902145386, 18.7414972782135, 19.686971426010132, 21.973175764083862, 19.211016416549683, 20.139429926872253, 18.445196628570557, 19.719975471496582, 17.198164463043213, 19.217193841934204, 17.332692861557007, 18.134501934051514, 16.923031449317932, 17.640841126441956, 16.579748392105103, 18.66741156578064, 16.234996557235718, 16.719241619110107, 16.401517271995544, 17.180893182754517, 16.199416279792786, 16.136168956756592, 18.27525556087494, 16.384180188179016, 16.168982982635498, 17.901529788970947, 17.480093955993652, 15.024309635162354, 15.597724080085754, 17.18131446838379, 14.758675336837769, 14.435525059700012, 17.820252776145935, 16.297133088111877, 14.514956712722778, 14.945253610610962, 14.68321669101715, 15.877620697021484]",0.0033874255593192852,,,,
32.0,2.0,256.0,256.0,,0.001511811209881,removal,0.0,0.1705933344036765,366.6,mean,GCNConv,15.0,8.0,1.0,100.0,0.9644645756772926,0.9226777180122305,0.9260171705860396,0.9193683044075367,"[20.64352798461914, 19.112239837646484, 19.406325817108154, 18.873687982559204, 21.435264468193054, 18.49948215484619, 18.56418812274933, 17.942212104797363, 18.613560676574707, 18.30444073677063, 19.367315411567688, 19.008933782577515, 18.872959852218628, 18.473586440086365, 19.286816477775574, 21.302172422409058, 18.6054584980011, 19.540003895759583, 17.988893747329712, 19.33709168434143, 16.949424982070923, 18.96176028251648, 17.196388959884644, 18.00959074497223, 16.858369946479797, 17.635188221931458, 16.58661115169525, 18.745882749557495, 16.361286401748657, 16.88595199584961, 16.580390691757202, 17.426149368286133, 16.404944896697998, 16.385499238967896, 18.625789880752563, 16.735846161842346, 16.518685698509216, 18.33373534679413, 17.919238567352295, 15.430122256278992, 16.02233338356018, 17.716848373413086, 15.186996698379517, 14.885713458061218, 18.481325030326843, 16.853336453437805, 15.027310252189636, 15.495316982269287, 15.251637935638428, 16.518911242485046]",0.001160689539542031,,,,
34.0,2.0,256.0,256.0,,0.0020618693289673,removal,0.0,0.1718396625446265,366.6,mean,GCNConv,15.0,8.0,1.0,100.0,0.9644645756772926,0.9224832073330917,0.9233296005972378,0.9216862357413447,"[20.835408926010132, 19.30004644393921, 19.603170156478882, 19.05091667175293, 21.63777756690979, 18.70884418487549, 18.75592017173767, 18.117705583572388, 18.820151329040527, 18.44814372062683, 19.559557676315308, 19.1453058719635, 19.089146614074707, 18.760058283805847, 19.631158471107483, 21.759283542633057, 18.93209457397461, 19.82960820198059, 18.178927421569824, 19.45572590827942, 17.003804564476013, 18.924767017364502, 17.146968603134155, 17.900983929634094, 16.748744249343872, 17.42763876914978, 16.37635898590088, 18.424366116523743, 16.066585063934326, 16.525514841079712, 16.225197196006775, 16.978288650512695, 16.020978093147278, 15.927399516105652, 18.041555166244507, 16.2041038274765, 15.954985499382019, 17.665046215057373, 17.25647735595703, 14.822269082069397, 15.390050888061523, 16.93321657180786, 14.541319012641907, 14.205183625221252, 17.52102482318878, 16.056100010871887, 14.307186126708984, 14.71613097190857, 14.469858169555664, 15.610278487205505]",0.0031739555628813292,,,,
34.0,2.0,256.0,256.0,,0.0018954171792748002,removal,0.0,0.177665086288466,366.6,mean,GCNConv,15.0,8.0,1.0,100.0,0.964276557559183,0.9224317274951342,0.9276595744680851,0.9172971712402388,"[20.742480993270874, 19.216835498809814, 19.52092742919922, 18.947134733200073, 21.535446286201477, 18.586204767227173, 18.6460462808609, 18.028284072875977, 18.731552720069885, 18.36872887611389, 19.482626914978027, 19.06525731086731, 18.993693590164185, 18.658302426338196, 19.606383085250854, 21.865153789520264, 19.08337712287903, 20.013185024261475, 18.33427882194519, 19.64807963371277, 17.12556529045105, 19.10343360900879, 17.27373695373535, 18.065885424613953, 16.858179450035095, 17.576086163520813, 16.516056776046753, 18.5948269367218, 16.18812131881714, 16.686642289161682, 16.364598393440247, 17.147697806358337, 16.17319095134735, 16.091073870658875, 18.23682975769043, 16.358330607414246, 16.140812158584595, 17.87003266811371, 17.466697931289673, 14.997524619102478, 15.580319881439209, 17.160486578941345, 14.711995840072632, 14.397504806518555, 17.804498553276062, 16.286712288856506, 14.494122743606567, 14.920887112617493, 14.658967137336731, 15.843966484069824]",0.0015547488083619875,,,,
34.0,2.0,256.0,256.0,,0.0025342612072115,removal,0.0,0.1666170301184185,366.6,mean,GCNConv,15.0,7.0,1.0,100.0,0.9644816682334841,0.9224240022189514,0.9222844344904815,0.9225768946658809,"[20.928159475326538, 19.351449966430664, 19.672813415527344, 19.098062753677368, 21.662654399871826, 18.744478225708008, 18.78160870075226, 18.134369492530823, 18.81775450706482, 18.49018621444702, 19.521926164627075, 19.17068076133728, 18.96009349822998, 18.42961359024048, 19.09855842590332, 20.973548412322998, 18.254846572875977, 19.084056735038757, 17.49523437023163, 18.778445601463318, 16.37597370147705, 18.1956729888916, 16.50173830986023, 17.200297117233276, 16.093143820762634, 16.68548309803009, 15.710701584815979, 17.5792293548584, 15.386928915977478, 15.81410264968872, 15.501765012741089, 16.21115016937256, 15.292094826698303, 15.146192073822021, 17.130146622657776, 15.421226382255554, 15.139100432395935, 16.759835600852966, 16.32457435131073, 14.070895075798035, 14.587568163871765, 15.980888605117798, 13.74853265285492, 13.448628425598145, 16.39220666885376, 15.160557866096497, 13.506042242050171, 13.846587538719177, 13.6213880777359, 14.631099939346313]",0.001290314544224769,,,,
31.0,2.0,256.0,256.0,,0.0017581194091632,removal,0.0,0.1700123314584743,366.6,mean,GCNConv,15.0,8.0,1.0,100.0,0.9643107426715665,0.9223811025775361,0.9261664800298618,0.9186322568405417,"[20.62657856941223, 19.031388759613037, 19.339460611343384, 18.83426833152771, 21.36449885368347, 18.458362579345703, 18.52021861076355, 17.82653784751892, 18.378219604492188, 17.944496631622314, 18.81984233856201, 18.364750623703003, 18.165855526924133, 17.731742024421692, 18.58341145515442, 20.467631459236145, 17.96049201488495, 18.87964141368866, 17.381229043006897, 18.737967610359192, 16.41710913181305, 18.325913190841675, 16.664095997810364, 17.44525134563446, 16.364656805992126, 17.0814870595932, 16.078068256378174, 18.125847816467285, 15.881097674369812, 16.335347414016724, 16.043874144554138, 16.863903641700745, 15.921906471252441, 15.854065895080566, 17.99676477909088, 16.194421410560608, 15.972247004508972, 17.72652816772461, 17.31703758239746, 14.921566843986511, 15.48506772518158, 17.091792702674866, 14.685269594192505, 14.36878514289856, 17.767622113227844, 16.271634936332703, 14.520440101623535, 14.947437644004822, 14.69984221458435, 15.904265284538269]",0.0012279967575933616,,,,
32.0,2.0,256.0,256.0,,0.0018632544930504002,removal,0.0,0.1732444169836973,366.6,mean,GCNConv,15.0,8.0,1.0,100.0,0.9643620203401418,0.9223243880945207,0.9240761478163494,0.9206013009388159,"[20.695077419281006, 19.15090548992157, 19.448549509048462, 18.91010022163391, 21.444801449775696, 18.545053243637085, 18.592329740524292, 17.983103156089783, 18.653465270996094, 18.33331060409546, 19.29850459098816, 18.78385353088379, 18.541613340377808, 18.100224018096924, 18.89597487449646, 20.814430236816406, 18.1964910030365, 19.100074768066406, 17.591788053512573, 18.904239892959595, 16.55557906627655, 18.454358100891113, 16.790961980819702, 17.55615508556366, 16.436158061027527, 17.15928304195404, 16.146764516830444, 18.181612372398376, 15.923316240310669, 16.38861107826233, 16.076014757156372, 16.89391255378723, 15.909902095794678, 15.852927684783936, 17.980429649353027, 16.179707765579224, 15.943414330482483, 17.676995277404785, 17.272078037261963, 14.883541464805603, 15.44196605682373, 17.017818689346313, 14.61152184009552, 14.317230343818665, 17.651180505752563, 16.196118235588074, 14.430590391159058, 14.85334324836731, 14.617621779441833, 15.783991932868958]",0.0014726632328982516,,,,
32.0,2.0,256.0,256.0,,0.0015512403083114,removal,0.0,0.1713739493616524,366.6,mean,GCNConv,15.0,8.0,1.0,100.0,0.964259465002991,0.9223174688193229,0.92668906308324,0.9179980157841017,"[20.681046724319458, 19.137500286102295, 19.43356227874756, 18.8882954120636, 21.449169754981995, 18.521580457687378, 18.571280360221863, 17.969893217086792, 18.63402795791626, 18.33864164352417, 19.40221095085144, 19.03980326652527, 18.855472922325134, 18.457646131515503, 19.26266849040985, 21.27260422706604, 18.55643105506897, 19.518393516540527, 17.96453106403351, 19.326439142227173, 16.93605351448059, 18.918217658996582, 17.154608964920044, 17.978581190109253, 16.83711087703705, 17.610005021095276, 16.53665030002594, 18.671491503715515, 16.31964898109436, 16.824788212776184, 16.524893164634705, 17.380136132240295, 16.386168718338013, 16.354374527931213, 18.55413055419922, 16.687392115592957, 16.452720880508423, 18.255143761634827, 17.8662371635437, 15.376179933547974, 15.961682915687561, 17.640888333320618, 15.147554516792297, 14.835317254066467, 18.416434049606323, 16.793403029441833, 14.97293484210968, 15.450425267219543, 15.191150426864624, 16.432973265647888]",0.00033703267169485666,,,,
