K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,reliable_mini_batch,clusters,accuracy,f1,recall,precision,losses,f1_std
3.0,1.0,128.0,256.0,,0.002439708586354,removal,0.0,0.1266119517915761,366.6,mean,GATConv,15.0,9.0,1.0,100.0,0.9449353772167116,0.8629139466158839,0.8225392296718972,0.907487403401757,"[4.493140637874603, 4.062826871871948, 4.1329635083675385, 4.082359462976456, 3.9607687294483185, 3.947334438562393, 3.9789891242980957, 3.91417196393013, 3.920133650302887, 3.965630918741226, 3.7712914645671844, 3.864073872566223, 3.8453463912010193, 3.724540561437607, 3.6591105461120605, 3.681717723608017, 3.5996329188346863, 3.5447598099708557, 3.5790828466415405, 3.564885973930359, 3.50748348236084, 3.492420047521591, 3.4049626886844635, 3.2540675699710846, 3.298303008079529, 3.5096557438373566, 3.3285070657730103, 3.30235493183136, 3.3300089240074158, 3.2655496895313263, 3.1809068620204926, 3.146568924188614, 3.0913889706134796, 3.027902901172638, 3.0597061216831207, 2.961395025253296, 3.0684752762317657, 2.892770439386368, 2.920956254005432, 2.842900276184082, 2.8338752388954163, 2.8069822192192078, 2.7531299591064453, 2.7573630809783936, 2.6947744488716125, 2.716997802257538, 2.599920094013214, 2.7019138634204865, 2.58311003446579, 2.567992389202118]",0.003943284226534869
3.0,1.0,128.0,256.0,,0.0027164382533009,removal,0.0,0.1335282767343782,366.6,mean,GATConv,15.0,10.0,1.0,100.0,0.9443943492636008,0.8619289007355249,0.8236804564907276,0.9039553440896265,"[4.446602761745453, 4.0587871968746185, 4.124515056610107, 4.071513742208481, 3.9491480886936188, 3.927906572818756, 3.9555003345012665, 3.890458345413208, 3.8925742506980896, 3.9281720519065857, 3.7364951372146606, 3.823067456483841, 3.799927830696106, 3.674207329750061, 3.608197271823883, 3.6271016001701355, 3.540630131959915, 3.485899955034256, 3.5095681846141815, 3.4974817633628845, 3.4317435920238495, 3.4115614891052246, 3.322607636451721, 3.1752328872680664, 3.21127986907959, 3.40982785820961, 3.2335100769996643, 3.200157195329666, 3.2215940058231354, 3.1519963145256042, 3.0674044489860535, 3.032946914434433, 2.973208636045456, 2.905590981245041, 2.9292866587638855, 2.835945427417755, 2.933533638715744, 2.759278506040573, 2.7827144265174866, 2.7045176029205322, 2.6931807696819305, 2.6616235971450806, 2.6083261370658875, 2.6081438958644867, 2.5445722341537476, 2.5623885691165924, 2.4478343725204468, 2.5395385324954987, 2.42786967754364, 2.4091612100601196]",0.002438784227057204
3.0,1.0,128.0,256.0,,0.0024626007354647,removal,0.0,0.1337015880438981,366.6,mean,GATConv,15.0,10.0,1.0,100.0,0.9441538923955515,0.861912997789387,0.8271041369472183,0.8998257140345354,"[4.49322909116745, 4.071266949176788, 4.141506463289261, 4.090777367353439, 3.9733263552188873, 3.957503229379654, 3.985380679368973, 3.9238604605197906, 3.929013967514038, 3.9770956337451935, 3.7770506739616394, 3.87084424495697, 3.8511993288993835, 3.7332624793052673, 3.665432244539261, 3.6878409683704376, 3.6026901602745056, 3.5498188734054565, 3.5835207104682922, 3.567151725292206, 3.5094734132289886, 3.495844691991806, 3.407053977251053, 3.2549661695957184, 3.300233393907547, 3.512432426214218, 3.3294114470481873, 3.3037912249565125, 3.3285179436206818, 3.2645221054553986, 3.18118754029274, 3.1454252302646637, 3.0901865661144257, 3.0274466276168823, 3.0576208233833313, 2.9595831632614136, 3.0651195645332336, 2.890458256006241, 2.917979449033737, 2.839210718870163, 2.8305665254592896, 2.800718128681183, 2.7471418976783752, 2.752246707677841, 2.689519166946411, 2.7111753821372986, 2.595445305109024, 2.6963117718696594, 2.5774267315864563, 2.5605529248714447]",0.004370012426311971
3.0,1.0,128.0,256.0,,0.0024027060390988,removal,0.0,0.1325277267687777,366.6,mean,GATConv,15.0,11.0,1.0,100.0,0.9440937781785393,0.8616515396221441,0.8262482168330957,0.9002551256644654,"[4.503501534461975, 4.077007174491882, 4.146785616874695, 4.1027156710624695, 3.982927232980728, 3.9625698924064636, 3.995907813310623, 3.9338545501232147, 3.9376248121261597, 3.9823899269104004, 3.7863097190856934, 3.883530408143997, 3.862284153699875, 3.7435965836048126, 3.6790469586849213, 3.7075670063495636, 3.6228066086769104, 3.5651795864105225, 3.5992319583892822, 3.5860959589481354, 3.528562992811203, 3.515724301338196, 3.4271524250507355, 3.2784834802150726, 3.3224842846393585, 3.5333363711833954, 3.357231169939041, 3.329186737537384, 3.3530834317207336, 3.289573013782501, 3.2060016989707947, 3.1758679151535034, 3.119585692882538, 3.0525385439395905, 3.0885229408740997, 2.991090029478073, 3.0983280539512634, 2.918890118598938, 2.950801521539688, 2.8709231317043304, 2.861862003803253, 2.8351713716983795, 2.7848055958747864, 2.7870279252529144, 2.7248192131519318, 2.7472464442253113, 2.629459947347641, 2.7319950461387634, 2.613057494163513, 2.597924679517746]",0.0038229686507629227
3.0,1.0,128.0,256.0,,0.0032472192942156,removal,0.0,0.1483903397397331,366.6,mean,GATConv,15.0,7.0,1.0,100.0,0.9436128644424405,0.8613835270452043,0.8313837375178317,0.8936957859462383,"[4.405531942844391, 4.050931692123413, 4.103633105754852, 4.049303978681564, 3.915776699781418, 3.891129791736603, 3.91410094499588, 3.8375103175640106, 3.8420579731464386, 3.869931995868683, 3.659184902906418, 3.7440587282180786, 3.7118316888809204, 3.581012785434723, 3.507563054561615, 3.5145508646965027, 3.423452913761139, 3.360258251428604, 3.381674736738205, 3.3453970849514008, 3.2808530628681183, 3.2549880743026733, 3.168862670660019, 3.01189461350441, 3.038710653781891, 3.2177377343177795, 3.0366613268852234, 3.004091292619705, 3.0132987201213837, 2.942024528980255, 2.85583233833313, 2.814332276582718, 2.75089168548584, 2.682347446680069, 2.6951778531074524, 2.597223848104477, 2.681579887866974, 2.518764168024063, 2.529334396123886, 2.4522495567798615, 2.4375405609607697, 2.3995421230793, 2.345592200756073, 2.3399867713451385, 2.2769635915756226, 2.279165804386139, 2.1770063638687134, 2.254451185464859, 2.1492763459682465, 2.1250034272670746]",0.005216161464941578
3.0,1.0,128.0,256.0,,0.003024906844014,removal,0.0,0.1268448584714146,366.6,mean,GATConv,15.0,11.0,1.0,100.0,0.9443342350465883,0.8611584930179641,0.8194008559201142,0.9074231858907457,"[4.445923388004303, 4.054879724979401, 4.114763915538788, 4.0614475309848785, 3.9358175098896027, 3.9109509885311127, 3.935741603374481, 3.8651348054409027, 3.8658897280693054, 3.8961053490638733, 3.6945125460624695, 3.777859091758728, 3.7485555708408356, 3.6235169768333435, 3.550423502922058, 3.5668494403362274, 3.472792685031891, 3.413901150226593, 3.436870515346527, 3.414053976535797, 3.3446148335933685, 3.325863152742386, 3.233709156513214, 3.0827640295028687, 3.110799729824066, 3.301875561475754, 3.121422439813614, 3.087337166070938, 3.0991388261318207, 3.029971659183502, 2.9458045661449432, 2.9066236913204193, 2.8438891768455505, 2.774053603410721, 2.7930840253829956, 2.697399824857712, 2.7852988243103027, 2.620520293712616, 2.6367591619491577, 2.5588024854660034, 2.5408796668052673, 2.5061245262622833, 2.4537767469882965, 2.450129061937332, 2.3871975243091583, 2.3948754370212555, 2.288642644882202, 2.371341422200203, 2.2611024975776672, 2.241890996694565]",0.005506496919595248
3.0,1.0,128.0,256.0,,0.0027325498419564,removal,0.0,0.1467941376937263,366.6,mean,GATConv,15.0,8.0,1.0,100.0,0.9434926360084159,0.861156536547097,0.8316690442225394,0.8928761979607913,"[4.444027781486511, 4.057240307331085, 4.121941566467285, 4.073080450296402, 3.947283983230591, 3.929803282022476, 3.9571807086467743, 3.8930073380470276, 3.894765228033066, 3.931176543235779, 3.73380383849144, 3.823040544986725, 3.7962181866168976, 3.6761410236358643, 3.6078881323337555, 3.6246443688869476, 3.5372334718704224, 3.4837131798267365, 3.507682055234909, 3.489221453666687, 3.4278469681739807, 3.4079879224300385, 3.3191317915916443, 3.1716352701187134, 3.2049765288829803, 3.4047842621803284, 3.2290236353874207, 3.195197433233261, 3.215000480413437, 3.144845485687256, 3.0631402730941772, 3.0312950015068054, 2.969027578830719, 2.904022514820099, 2.9231796860694885, 2.8288489282131195, 2.9270911812782288, 2.7546766698360443, 2.7750200629234314, 2.6981049180030823, 2.6863037049770355, 2.6531141698360443, 2.6007025837898254, 2.6009665429592133, 2.538199305534363, 2.5512106120586395, 2.4426378309726715, 2.532960757613182, 2.4218825101852417, 2.400747299194336]",0.002106867692695416
3.0,1.0,128.0,256.0,,0.0023976421421296,removal,0.0,0.1355256420844184,366.6,mean,GATConv,15.0,10.0,1.0,100.0,0.943672978659453,0.8611266500262353,0.8288159771754637,0.8960908639121914,"[4.513566970825195, 4.090399205684662, 4.1596353352069855, 4.111381143331528, 3.993974447250366, 3.9767485558986664, 4.004511803388596, 3.9497303664684296, 3.9500914812088013, 3.999414950609207, 3.7981380820274353, 3.8957028687000275, 3.8772658109664917, 3.7577472627162933, 3.692328542470932, 3.716049313545227, 3.634957492351532, 3.5767708718776703, 3.610525459051132, 3.5989823937416077, 3.5395995676517487, 3.5270405411720276, 3.439436912536621, 3.2934331595897675, 3.3353244066238403, 3.545270562171936, 3.3654500246047974, 3.3415845930576324, 3.365743786096573, 3.3017627000808716, 3.2191657423973083, 3.1876276433467865, 3.1316058337688446, 3.070302516222, 3.098728656768799, 3.0045332312583923, 3.1110641062259674, 2.9335120916366577, 2.9585766196250916, 2.883123517036438, 2.8756485879421234, 2.8465758860111237, 2.7945943772792816, 2.800049602985382, 2.735789805650711, 2.757890820503235, 2.641483187675476, 2.7454774379730225, 2.629380017518997, 2.6114556789398193]",0.003106882199398026
3.0,1.0,128.0,256.0,,0.002126141318441,removal,0.0,0.1283464978351485,366.6,mean,GATConv,15.0,9.0,1.0,100.0,0.9440336639615268,0.8609593517516286,0.8222539229671897,0.9035167263623617,"[4.5162933468818665, 4.069669038057327, 4.137944877147675, 4.091784596443176, 3.9718554317951202, 3.964170813560486, 4.005427271127701, 3.937603145837784, 3.9538082480430603, 4.003699868917465, 3.8076472878456116, 3.907332092523575, 3.896262973546982, 3.7731950879096985, 3.7160734236240387, 3.744212657213211, 3.665942043066025, 3.612512558698654, 3.657830595970154, 3.6429753601551056, 3.5892129838466644, 3.582267254590988, 3.4974776804447174, 3.344722092151642, 3.392574220895767, 3.62203586101532, 3.4400852620601654, 3.4170696437358856, 3.4554378390312195, 3.3924024999141693, 3.3058013021945953, 3.2789914906024933, 3.225844979286194, 3.16636523604393, 3.2052918076515198, 3.10649111866951, 3.223171830177307, 3.04173281788826, 3.081951379776001, 3.0021563470363617, 2.9942422807216644, 2.9739981591701508, 2.922398954629898, 2.9333907067775726, 2.8693149089813232, 2.8983971178531647, 2.7784087657928467, 2.8912242352962494, 2.771919935941696, 2.757546603679657]",0.0057495541651172355
3.0,1.0,128.0,256.0,,0.0025278438536965,removal,0.0,0.1283325622319945,366.6,mean,GATConv,15.0,10.0,1.0,100.0,0.9439134355275023,0.8608878594097169,0.8236804564907276,0.9016362543060836,"[4.487528920173645, 4.073809623718262, 4.141203820705414, 4.091406047344208, 3.9673496186733246, 3.9540825188159943, 3.9817786812782288, 3.91565865278244, 3.9229898154735565, 3.967630833387375, 3.768689513206482, 3.862656444311142, 3.8415993750095367, 3.719577342271805, 3.653086483478546, 3.675255596637726, 3.5897465646266937, 3.5343487560749054, 3.565956234931946, 3.5502406656742096, 3.4919271171092987, 3.477400630712509, 3.3884316086769104, 3.2357653379440308, 3.2798006534576416, 3.4863401353359222, 3.305007189512253, 3.276915580034256, 3.302227348089218, 3.2363979816436768, 3.1530884504318237, 3.118324100971222, 3.059994876384735, 2.9956621527671814, 3.0281891524791718, 2.92857027053833, 3.0321804881095886, 2.8582096993923187, 2.885928839445114, 2.805432826280594, 2.7951150834560394, 2.7662220299243927, 2.7118787467479706, 2.7160883843898773, 2.6536154747009277, 2.6733906269073486, 2.5587968826293945, 2.6560319662094116, 2.539952367544174, 2.5224798023700714]",0.0035122763986181853
