K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,clusters,sampling,num_epochs,anomaly_detector,accuracy,f1,recall,precision,losses,f1_std,reliable_mini_batch,sampling_k
5.0,1.0,128.0,256.0,,0.0014762402023506,removal,0.0,0.1575665956297045,366.6,sum,GATConv,5.0,2.0,100.0,,,,0.9435527502254283,0.8647212319111478,0.8562054208273896,0.8734451182416947,"[16.92220690846443, 15.816503554582596, 16.519332826137543, 15.985016971826553, 15.672877013683319, 16.610623836517334, 15.649524301290512, 15.81745633482933, 15.555684506893158, 14.964879184961319, 14.360987603664398, 14.405588567256927, 15.090847939252853, 14.6986603140831, 13.753515601158142, 14.234457224607468, 13.664214760065079, 13.655840784311295, 13.815362304449081, 13.510777652263641, 12.956389635801315, 12.954228818416595, 13.216320276260376, 12.79929107427597, 11.998449951410294, 12.573048621416092, 12.28000020980835, 11.352619141340256, 11.77433168888092, 11.805881172418594, 11.909899592399597, 11.206865683197975, 11.07709914445877, 11.18137589097023, 10.90567883849144, 10.575543731451035, 10.383533120155334, 9.925606697797775, 10.285781145095825, 9.60580563545227, 9.348493188619614, 9.728118658065796, 9.601850882172585, 8.780425384640694, 8.856597378849983, 8.752017244696617, 8.28413325548172, 8.302728742361069, 8.26040729880333, 7.968275249004364]",0.004199496024344696,1.0,
2.0,1.0,128.0,256.0,,0.0038185356501964003,removal,0.0,0.1509777058840234,366.6,mean,GATConv,1024.0,1.0,400.0,neighbor,100.0,nearest_neighbors,0.9426510369702434,0.8647100170074529,0.8699001426533524,0.8596814448558714,"[2.3502596020698547, 2.06840917468071, 2.0481261909008026, 2.007796674966812, 1.995698243379593, 2.010118216276169, 2.0469782650470734, 1.904999017715454, 1.9411606788635254, 1.909591019153595, 1.8960842490196228, 1.8338173925876617, 1.849829375743866, 1.7964629530906677, 1.7982583343982697, 1.8267505168914795, 1.768082171678543, 1.7616598904132843, 1.7373888492584229, 1.7462691068649292, 1.7148500680923462, 1.7006710469722748, 1.6530344784259796, 1.672517865896225, 1.6479962468147278, 1.6458839774131775, 1.5990269482135773, 1.6114033460617065, 1.6021064221858978, 1.5586910843849182, 1.5391134321689606, 1.5340435206890106, 1.5468937754631042, 1.4777067601680756, 1.4712034165859222, 1.4721672236919403, 1.422277718782425, 1.4424909949302673, 1.4122461080551147, 1.4040194749832153, 1.3271301686763763, 1.4133130013942719, 1.433137059211731, 1.377749651670456, 1.3242644965648651, 1.3124574720859528, 1.3120745718479156, 1.314304143190384, 1.2530766427516937, 1.2586453258991241, 1.2463161647319794, 1.2446636259555817, 1.2163537442684174, 1.2305332124233246, 1.1908504366874695, 1.1571929156780243, 1.191563993692398, 1.1487374305725098, 1.132560133934021, 1.1718292832374573, 1.1347272098064423, 1.1110053956508636, 1.0977109372615814, 1.0870680510997772, 1.0887438654899597, 1.106422245502472, 1.0245960354804993, 1.0666557848453522, 0.9949351251125336, 1.0197161585092545, 1.0475955605506897, 1.0035078525543213, 0.989107221364975, 0.974892795085907, 1.021749883890152, 0.9708949774503708, 0.9629673361778259, 0.9648546278476715, 0.9454484581947327, 0.9175990670919418, 0.9178171753883362, 0.9064714908599854, 0.8771911114454269, 0.8893441557884216, 0.8682538121938705, 0.8992606699466705, 0.8681191504001617, 0.8568151593208313, 0.841815397143364, 0.8581100404262543, 0.8508886843919754, 0.8320425301790237, 0.8328999280929565, 0.8427339196205139, 0.7819966226816177, 0.7859652489423752, 0.7834558635950089, 0.7865708917379379, 0.7804170101881027, 0.7786960303783417]",0.002658753280123028,,25.0
5.0,1.0,256.0,256.0,,0.0053036329096022,removal,0.0,0.1261657521929381,366.6,mean,GATConv,512.0,1.0,100.0,neighbor,100.0,nearest_neighbors,0.944033663961527,0.8646759957056162,0.8485021398002853,0.8816033488394821,"[6.570688605308533, 6.314976871013641, 6.292100667953491, 6.139258801937103, 5.935395240783691, 5.76941454410553, 5.778324127197266, 5.7464359998703, 5.635959088802338, 5.56095290184021, 5.381423473358154, 5.278110682964325, 5.121616899967194, 5.044751346111298, 4.963119089603424, 4.869588196277618, 4.818693399429321, 4.776681184768677, 4.589938461780548, 4.571418523788452, 4.418280363082886, 4.304652392864227, 4.218271791934967, 4.088815450668335, 3.9883065819740295, 3.9459228515625, 3.864075481891632, 3.785157471895218, 3.656387150287628, 3.5784407258033752, 3.4905545711517334, 3.3639442026615143, 3.26962673664093, 3.2345953285694122, 3.1351995766162872, 3.137600541114807, 3.005205273628235, 2.8942160308361053, 2.839927464723587, 2.806777000427246, 2.694692313671112, 2.6227667033672333, 2.569531798362732, 2.4997096359729767, 2.4196061193943024, 2.4190646409988403, 2.3169510662555695, 2.2936006486415863, 2.2623669803142548, 2.2063116431236267, 2.132388651371002, 2.076113671064377, 1.9975038468837738, 1.954127848148346, 1.9138489067554474, 1.9224643111228943, 1.842406377196312, 1.8367746621370316, 1.761609509587288, 1.732560157775879, 1.6840848326683044, 1.665555164217949, 1.6268939226865768, 1.5733316838741302, 1.5639316737651825, 1.5179195404052734, 1.4516850262880325, 1.4490159004926682, 1.4156532883644104, 1.4202988743782043, 1.3680162131786346, 1.3369163125753403, 1.334961622953415, 1.3216960281133652, 1.2522472441196442, 1.2715484946966171, 1.2366353869438171, 1.1979295462369919, 1.1715619266033173, 1.17521071434021, 1.1316733807325363, 1.1323839128017426, 1.1006303876638412, 1.064210906624794, 1.0650482773780823, 1.0580892264842987, 1.0035108476877213, 1.0086262375116348, 0.9962717741727829, 0.9634177088737488, 0.9728966951370239, 0.9535098969936371, 0.9184474945068359, 0.9101059883832932, 0.9073943719267845, 0.8879366368055344, 0.8681070506572723, 0.8697343990206718, 0.8311474472284317, 0.8285610154271126]",0.0100135797190156,,50.0
5.0,1.0,128.0,256.0,,0.0084383668818227,removal,0.0,0.1344218823459204,366.6,mean,GATConv,512.0,1.0,100.0,neighbor,100.0,nearest_neighbors,0.9439134355275023,0.8645886815454723,0.849928673323823,0.8798907053334281,"[6.52776825428009, 6.231447994709015, 6.148527443408966, 5.940852582454681, 5.680383265018463, 5.459624707698822, 5.403667330741882, 5.301485180854797, 5.120294392108917, 4.988484680652618, 4.769457280635834, 4.608498513698578, 4.405432999134064, 4.268322110176086, 4.134430408477783, 3.9791616797447205, 3.8766034841537476, 3.7756940126419067, 3.5673872232437134, 3.492971658706665, 3.3113752603530884, 3.1738537549972534, 3.0451377630233765, 2.9105471670627594, 2.791440337896347, 2.714489459991455, 2.6151627898216248, 2.5198372304439545, 2.3998521268367767, 2.319907397031784, 2.2278856933116913, 2.1195660531520844, 2.031809478998184, 1.987606167793274, 1.9050285071134567, 1.8794745802879333, 1.7844806611537933, 1.697645217180252, 1.6480958610773087, 1.6121771037578583, 1.539045810699463, 1.4793510437011719, 1.4367167502641678, 1.3918666243553162, 1.3395397067070007, 1.3261796832084656, 1.2621613889932632, 1.2444918602705002, 1.2180295437574387, 1.1821514815092087, 1.1379550397396088, 1.098963737487793, 1.0516964048147202, 1.0254055857658386, 0.9997015446424484, 1.000034362077713, 0.9556158483028412, 0.948259174823761, 0.9085815697908401, 0.8880015537142754, 0.8609963357448578, 0.8496421128511429, 0.8262947350740433, 0.7955542579293251, 0.7909329906105995, 0.765305258333683, 0.7304919883608818, 0.7271040380001068, 0.7090332731604576, 0.7096519321203232, 0.6819243654608727, 0.6651909276843071, 0.6629806160926819, 0.6559979543089867, 0.6197442188858986, 0.6280464231967926, 0.6102611422538757, 0.5902049615979195, 0.576556608080864, 0.5771066024899483, 0.554629497230053, 0.5551927089691162, 0.5391668453812599, 0.5201916992664337, 0.5204158648848534, 0.5164413601160049, 0.48969486355781555, 0.49127599596977234, 0.48466284573078156, 0.468088012188673, 0.4727005511522293, 0.46276887506246567, 0.44510946422815323, 0.440718412399292, 0.439990796148777, 0.4297744482755661, 0.419830784201622, 0.4202851131558418, 0.4012756198644638, 0.40022071823477745]",0.003876587381791361,,50.0
5.0,1.0,128.0,256.0,,0.0053537204583221,removal,0.0,0.1191499774679479,366.6,mean,GATConv,512.0,1.0,400.0,neighbor,100.0,nearest_neighbors,0.9443943492636008,0.8645841341592273,0.8425106990014266,0.8879227591356464,"[6.589692175388336, 6.328305125236511, 6.303892493247986, 6.153315186500549, 5.949414312839508, 5.780313074588776, 5.787894129753113, 5.753225088119507, 5.640355587005615, 5.56677109003067, 5.385714590549469, 5.2785269021987915, 5.125902771949768, 5.0425902009010315, 4.9638314843177795, 4.86898148059845, 4.815008759498596, 4.77358615398407, 4.586320340633392, 4.563708543777466, 4.413792967796326, 4.295728147029877, 4.210207641124725, 4.077627420425415, 3.9765467047691345, 3.9342313408851624, 3.8482885360717773, 3.76984703540802, 3.640966922044754, 3.563383013010025, 3.4750322103500366, 3.348260819911957, 3.253290891647339, 3.2178856134414673, 3.1159866750240326, 3.1170883178710938, 2.9865303337574005, 2.875892758369446, 2.820356607437134, 2.7852523624897003, 2.675452411174774, 2.6039364337921143, 2.5491934418678284, 2.48000368475914, 2.4012874364852905, 2.398844450712204, 2.2974024415016174, 2.2754629254341125, 2.2432469725608826, 2.1864931285381317, 2.1132772564888, 2.0582613945007324, 1.9792479276657104, 1.9359993040561676, 1.8958942592144012, 1.9041769802570343, 1.8246520459651947, 1.8183246403932571, 1.7445914596319199, 1.7151452451944351, 1.6668443232774734, 1.647737979888916, 1.609599158167839, 1.556132510304451, 1.547109067440033, 1.5011009126901627, 1.4363372921943665, 1.4330035746097565, 1.400612235069275, 1.4045944958925247, 1.3523753881454468, 1.3223057687282562, 1.3206996321678162, 1.30634905397892, 1.2380432486534119, 1.2576266080141068, 1.2223796993494034, 1.1848230808973312, 1.158649742603302, 1.1620282381772995, 1.1180920153856277, 1.1193549931049347, 1.088287815451622, 1.052108883857727, 1.0528038293123245, 1.0453930795192719, 0.9924387484788895, 0.9967419058084488, 0.9853052347898483, 0.9518315494060516, 0.9611237198114395, 0.9422988444566727, 0.9070666506886482, 0.8988881707191467, 0.8960573971271515, 0.8772188648581505, 0.8574900105595589, 0.8588593751192093, 0.8210868313908577, 0.8188691660761833]",0.006203422745224936,,50.0
3.0,1.0,128.0,256.0,,0.0086010170473781,removal,0.0,0.1784836100781501,366.6,mean,GATConv,1024.0,1.0,300.0,neighbor,100.0,nearest_neighbors,0.9418094379320708,0.8645796111877984,0.8813124108416547,0.8487000837497665,"[2.9123039841651917, 2.639214873313904, 2.4993913769721985, 2.5570457577705383, 2.58402556180954, 2.52948921918869, 2.388210356235504, 2.390588939189911, 2.3205261826515198, 2.3321000933647156, 2.200437366962433, 2.290539503097534, 2.2221838235855103, 2.0987881422042847, 2.1021039485931396, 1.9956155121326447, 2.0360402166843414, 1.9759227335453033, 1.9225804805755615, 1.8993481695652008, 1.7672257125377655, 1.7623371183872223, 1.7084616124629974, 1.7081180214881897, 1.6576947569847107, 1.6312392055988312, 1.561858206987381, 1.5339890122413635, 1.5084832310676575, 1.4389041662216187, 1.3869883120059967, 1.4003219306468964, 1.3501591682434082, 1.3217589855194092, 1.300142765045166, 1.2865437269210815, 1.2436873614788055, 1.2246127426624298, 1.1778024733066559, 1.159536987543106, 1.1063778102397919, 1.111504852771759, 1.1142549812793732, 1.0661750733852386, 1.043606698513031, 1.002387821674347, 0.9779139012098312, 0.9709405153989792, 0.9395333975553513, 0.9117512404918671, 0.9130036383867264, 0.8840158134698868, 0.883077085018158, 0.8636099994182587, 0.8481391072273254, 0.815975546836853, 0.8130996972322464, 0.7961757332086563, 0.7733022272586823, 0.764619305729866, 0.7351080626249313, 0.7107474356889725, 0.7045896351337433, 0.699799656867981, 0.6875382959842682, 0.6821188926696777, 0.6455149203538895, 0.6407113373279572, 0.6352346688508987, 0.6143915355205536, 0.5997683852910995, 0.5971312969923019, 0.5780855566263199, 0.5814314037561417, 0.5807109773159027, 0.5676699131727219, 0.5414435118436813, 0.5403731167316437, 0.5242887511849403, 0.5252775996923447, 0.5131985396146774, 0.5021026059985161, 0.49275805056095123, 0.4760485664010048, 0.4916204661130905, 0.4612606540322304, 0.4733626917004585, 0.4554763287305832, 0.45085711777210236, 0.44747914373874664, 0.42662474513053894, 0.4226604774594307, 0.433464415371418, 0.41737695783376694, 0.4144177511334419, 0.39598385989665985, 0.3967434838414192, 0.3828176110982895, 0.3918755277991295, 0.3979410007596016]",0.00419438169725965,,25.0
5.0,1.0,128.0,256.0,,0.0032925706129465,removal,0.0,0.1364752280074172,366.6,mean,GATConv,1024.0,10.0,300.0,neighbor,150.0,nearest_neighbors,0.944033663961527,0.8645740911508175,0.8479315263908702,0.8818933123803735,"[3.7494996786117554, 3.574173927307129, 3.4764331579208374, 3.471615433692932, 3.5403459072113037, 3.4703028202056885, 3.4561161398887634, 3.455697536468506, 3.3890315890312195, 3.5289586782455444, 3.3940032720565796, 3.4322330951690674, 3.3989452123641968, 3.454984188079834, 3.3551124334335327, 3.36913001537323, 3.24387788772583, 3.2030463218688965, 3.2208296060562134, 3.1969805359840393, 3.162531614303589, 3.114659368991852, 3.2138264179229736, 3.1042014360427856, 3.2364253997802734, 3.2682894468307495, 3.098136782646179, 3.1414467096328735, 3.030716598033905, 3.044330358505249, 3.0948992371559143, 3.0323309302330017, 2.9422313570976257, 2.9530115127563477, 3.0256927609443665, 2.8805403113365173, 3.026243567466736, 3.0012839436531067, 2.9520426392555237, 2.866139531135559, 2.737185835838318, 2.8421871066093445, 2.780055582523346, 2.7019898295402527, 2.8361636996269226, 2.7592832446098328, 2.7223219871520996, 2.619934558868408, 2.6376564502716064, 2.643011748790741, 2.6880475878715515, 2.6202518939971924, 2.583023965358734, 2.6399638056755066, 2.6938556432724, 2.631895422935486, 2.6309248208999634, 2.535477101802826, 2.5468382835388184, 2.4796647429466248, 2.3954935669898987, 2.3723862171173096, 2.393803119659424, 2.4123732447624207, 2.3814138174057007, 2.2872118949890137, 2.3113831877708435, 2.265900671482086, 2.2761181592941284, 2.248749256134033, 2.1644084453582764, 2.17330801486969, 2.160227060317993, 2.19560170173645, 2.2040144205093384, 2.1340582370758057, 2.1603406071662903, 2.1025885939598083, 2.06290864944458, 2.0845184922218323, 2.046074151992798, 2.098540484905243, 2.0843387246131897, 2.010075658559799, 2.014763981103897, 2.0213767290115356, 1.9609564542770386, 1.9532079696655273, 2.001674145460129, 1.8995371162891388, 1.9095494449138641, 1.9476428925991058, 1.8710050284862518, 1.8268093168735504, 1.842628836631775, 1.8697165250778198, 1.8128762543201447, 1.7956085801124573, 1.724321335554123, 1.729675531387329, 1.8170871138572693, 1.7017107903957367, 1.6863837242126465, 1.7350815534591675, 1.6362682282924652, 1.6437292397022247, 1.6454944610595703, 1.63037970662117, 1.6320189237594604, 1.6139157712459564, 1.5723117887973785, 1.5292686522006989, 1.5630678832530975, 1.5030319690704346, 1.4956243634223938, 1.4982402622699738, 1.5218640863895416, 1.464358389377594, 1.480112612247467, 1.4801659286022186, 1.4407612085342407, 1.460774689912796, 1.4144431948661804, 1.4188472628593445, 1.3930379748344421, 1.369162678718567, 1.3735487461090088, 1.3731796741485596, 1.387509524822235, 1.2937413156032562, 1.3026846051216125, 1.3151086568832397, 1.301964908838272, 1.3147037029266357, 1.2794845402240753, 1.2919272482395172, 1.2703681290149689, 1.2507547736167908, 1.2216600477695465, 1.1622011065483093, 1.2194709181785583, 1.2166902124881744, 1.1800079345703125, 1.187512457370758, 1.1549599766731262, 1.1919122338294983, 1.175154060125351, 1.1230323314666748, 1.0914123058319092, 1.135875165462494]",0.009145354627176267,,75.0
5.0,1.0,128.0,256.0,,0.001198892352491,removal,0.0,0.1522207442584958,366.6,sum,GATConv,10.0,1.0,100.0,,,,0.9433122933573792,0.8645689453936353,0.8587731811697574,0.8704572723878833,"[8.723872661590576, 7.746926963329315, 7.958991050720215, 7.856723964214325, 7.883348286151886, 7.811306118965149, 7.800657957792282, 7.829053819179535, 7.756011962890625, 7.873431444168091, 7.586670100688934, 7.840079247951508, 7.7380529046058655, 7.663378834724426, 7.473214507102966, 7.489983469247818, 7.457984119653702, 7.314255475997925, 7.440506815910339, 7.3900487422943115, 7.455267429351807, 7.341968208551407, 7.084360480308533, 7.335619211196899, 7.059333622455597, 7.441311419010162, 7.544157117605209, 7.014638155698776, 7.265595614910126, 7.172967433929443, 7.357841312885284, 7.038044452667236, 7.083494633436203, 7.063087075948715, 7.132405638694763, 7.048208475112915, 6.994196057319641, 6.815604388713837, 6.915923655033112, 6.663141369819641, 6.7035704255104065, 6.721098750829697, 6.628804802894592, 6.6203137040138245, 6.588564395904541, 6.524159878492355, 6.401431322097778, 6.47778132557869, 6.412826657295227, 6.329095155000687]",0.003367905481743391,1.0,
5.0,1.0,128.0,256.0,,0.001193413584081,removal,0.0,0.1532478632923047,366.6,sum,GATConv,10.0,1.0,100.0,,,,0.9433724075743914,0.864537579242934,0.8576319543509273,0.8715669712491902,"[8.731564164161682, 7.745970845222473, 7.92937159538269, 7.8344637751579285, 7.858762204647064, 7.787766516208649, 7.777299344539642, 7.8013065457344055, 7.724830687046051, 7.869893968105316, 7.565889060497284, 7.816449403762817, 7.720109164714813, 7.644101202487946, 7.449575036764145, 7.470242828130722, 7.438663482666016, 7.313358306884766, 7.420858204364777, 7.371499061584473, 7.4380093812942505, 7.323342323303223, 7.068777501583099, 7.3175742626190186, 7.041697561740875, 7.422636985778809, 7.529375225305557, 7.0155065059661865, 7.249865651130676, 7.157113254070282, 7.335809946060181, 7.025617450475693, 7.07025471329689, 7.04512956738472, 7.118109792470932, 7.033313035964966, 6.981876492500305, 6.804917573928833, 6.903652012348175, 6.650521606206894, 6.687833398580551, 6.712005108594894, 6.619502663612366, 6.623000651597977, 6.579357087612152, 6.514879465103149, 6.394613862037659, 6.470658481121063, 6.405869394540787, 6.323051393032074]",0.005820491205044543,1.0,
3.0,1.0,128.0,256.0,,0.0022249998209879,removal,0.0,0.1523453215173038,366.6,mean,GATConv,512.0,1.0,50.0,neighbor,100.0,nearest_neighbors,0.9434926360084159,0.8644776476106172,0.8553495007132668,0.8740090321828718,"[5.147003471851349, 4.823644936084747, 4.826176762580872, 4.771111726760864, 4.652036964893341, 4.570086658000946, 4.589907586574554, 4.603833615779877, 4.534563720226288, 4.524537444114685, 4.459770858287811, 4.404387414455414, 4.331031978130341, 4.294997572898865, 4.279878914356232, 4.236554145812988, 4.255891144275665, 4.260404288768768, 4.1535003781318665, 4.18366926908493, 4.094276309013367, 4.048704385757446, 4.01001501083374, 3.938719153404236, 3.905962347984314, 3.9177558422088623, 3.8864200711250305, 3.8641989827156067, 3.7881729006767273, 3.7561731934547424, 3.7239326536655426, 3.6435272991657257, 3.5924976766109467, 3.6064381897449493, 3.542775124311447, 3.6008079648017883, 3.5005542933940887, 3.4282354712486267, 3.408194452524185, 3.4196195900440216, 3.3346647322177887, 3.294719159603119, 3.2740981578826904, 3.222168356180191, 3.1656041145324707, 3.2148646116256714, 3.12356835603714, 3.1323545575141907, 3.1319914162158966, 3.0948738753795624, 3.03155654668808, 2.9892308115959167, 2.9150762856006622, 2.8886899650096893, 2.859913617372513, 2.911607801914215, 2.8246036767959595, 2.851685494184494, 2.7620003819465637, 2.756578505039215, 2.7067777514457703, 2.702690362930298, 2.6732777059078217, 2.6198528707027435, 2.620842158794403, 2.571997195482254, 2.4833579659461975, 2.5080153942108154, 2.4699224531650543, 2.505230575799942, 2.43720942735672, 2.4069042801856995, 2.4249738454818726, 2.417392283678055, 2.3151778876781464, 2.3721711337566376, 2.3245016634464264, 2.267390787601471, 2.23877614736557, 2.2672515213489532, 2.1974813640117645, 2.2204079031944275, 2.1695054173469543, 2.1124925017356873, 2.1282394230365753, 2.127759486436844, 2.034994512796402, 2.060206711292267, 2.0494227409362793, 2.0007833540439606, 2.0308014154434204, 2.0040294528007507, 1.940999150276184, 1.9326118528842926, 1.94055637717247, 1.9073922038078308, 1.8789438307285309, 1.8953342139720917, 1.8204961121082306, 1.8246530592441559]",0.005825308113396754,,50.0
3.0,1.0,128.0,256.0,,0.008911137556349,removal,0.0,0.1696874409845112,366.6,mean,GATConv,1024.0,1.0,100.0,cluster,100.0,nearest_neighbors,0.9436128644424407,0.864422006220772,0.8533523537803138,0.8759532348466367,"[3.159997582435608, 2.977846145629883, 2.9754619002342224, 2.916150778532028, 2.986898183822632, 2.771411418914795, 2.7061130106449127, 2.6505116522312164, 2.5778136253356934, 2.542856842279434, 2.496843636035919, 2.423313647508621, 2.360213428735733, 2.275262624025345, 2.233317106962204, 2.158669590950012, 2.0701546370983124, 2.0177152156829834, 1.9659249484539032, 1.9180060029029846, 1.8404458463191986, 1.7811929285526276, 1.720393568277359, 1.7485382556915283, 1.62846177816391, 1.5857872664928436, 1.5450818836688995, 1.5143673717975616, 1.4253568202257156, 1.3865809738636017, 1.3616119921207428, 1.3435616195201874, 1.2962368428707123, 1.2482004463672638, 1.2116335928440094, 1.1746028810739517, 1.1223812103271484, 1.1006809622049332, 1.065721571445465, 1.0326834917068481, 1.0515609830617905, 0.982040748000145, 0.9504448175430298, 0.9281291961669922, 0.9099697172641754, 0.8776648491621017, 0.8521868288516998, 0.8258281871676445, 0.8135241121053696, 0.7924516052007675, 0.7726078778505325, 0.7631906569004059, 0.7390676140785217, 0.7224766314029694, 0.7021741569042206, 0.695182591676712, 0.6715976297855377, 0.6566036567091942, 0.6410631462931633, 0.6286197304725647, 0.6248228549957275, 0.6027239188551903, 0.5881152078509331, 0.569071426987648, 0.5611452609300613, 0.5602645576000214, 0.5363451540470123, 0.5307176187634468, 0.5074044913053513, 0.5075767040252686, 0.5020131766796112, 0.4885706603527069, 0.48663999885320663, 0.4714258164167404, 0.46490830928087234, 0.45181305706501007, 0.44244788587093353, 0.43587885051965714, 0.43169260025024414, 0.4183821827173233, 0.4091658741235733, 0.40665851533412933, 0.4018074870109558, 0.39517592638731003, 0.39041362702846527, 0.3808379955589771, 0.37465961277484894, 0.36288221925497055, 0.35767628252506256, 0.34977877885103226, 0.3515123687684536, 0.3352154530584812, 0.3345375470817089, 0.3325487934052944, 0.32331785932183266, 0.3223220929503441, 0.31392183899879456, 0.31091297045350075, 0.3080843314528465, 0.3032490983605385]",0.0042260769863980835,,25.0
5.0,1.0,128.0,256.0,,0.0042001512066015,removal,0.0,0.1454368116344813,366.6,mean,GATConv,1024.0,10.0,400.0,neighbor,150.0,nearest_neighbors,0.9432521791403667,0.8644161255102094,0.8584878744650499,0.870496564502741,"[3.7100518941879272, 3.560696840286255, 3.4535250067710876, 3.4459911584854126, 3.5184288024902344, 3.43414044380188, 3.4174379110336304, 3.4152345657348633, 3.3422279357910156, 3.473691403865814, 3.3339221477508545, 3.360655188560486, 3.3215612173080444, 3.377961814403534, 3.274379312992096, 3.285975217819214, 3.1530845761299133, 3.1103540658950806, 3.125398814678192, 3.093805193901062, 3.0545262694358826, 3.0047061443328857, 3.091211199760437, 2.9757726192474365, 3.100899815559387, 3.11287385225296, 2.9599817395210266, 2.982195019721985, 2.8760108947753906, 2.885445773601532, 2.9215224385261536, 2.8607736229896545, 2.7707727551460266, 2.7683114409446716, 2.827546775341034, 2.6878685355186462, 2.815053403377533, 2.7850443720817566, 2.736440122127533, 2.6416284441947937, 2.5171461701393127, 2.6093415021896362, 2.5414227843284607, 2.468500554561615, 2.5824919939041138, 2.5067424178123474, 2.469111680984497, 2.3673930168151855, 2.378265142440796, 2.3742321729660034, 2.4019731879234314, 2.3406258821487427, 2.300077974796295, 2.3402263522148132, 2.3754917979240417, 2.315094769001007, 2.3139906525611877, 2.220670461654663, 2.22594153881073, 2.161039412021637, 2.0793315172195435, 2.053985148668289, 2.061353325843811, 2.0725021362304688, 2.0411651134490967, 1.954037994146347, 1.969070017337799, 1.9246562123298645, 1.9291223287582397, 1.8988322913646698, 1.8239970207214355, 1.8323603868484497, 1.8149250745773315, 1.8359999358654022, 1.8324533700942993, 1.7701782584190369, 1.7840059697628021, 1.7415160238742828, 1.7019637525081635, 1.7115000784397125, 1.6762048602104187, 1.7173276245594025, 1.694305270910263, 1.6364651024341583, 1.6315007507801056, 1.6319859623908997, 1.5820655822753906, 1.573663979768753, 1.6036745309829712, 1.5204860866069794, 1.518106997013092, 1.5437707901000977, 1.4855658113956451, 1.4458933472633362, 1.4540042579174042, 1.4682554602622986, 1.4219802916049957, 1.4077518284320831, 1.350853145122528, 1.3515498042106628, 1.41436967253685, 1.3206554651260376, 1.3104038834571838, 1.3415140509605408, 1.2633473873138428, 1.2677005529403687, 1.2621377110481262, 1.2462961375713348, 1.2468694150447845, 1.2282549142837524, 1.1990597546100616, 1.1646361947059631, 1.1867249608039856, 1.1361261010169983, 1.1310589611530304, 1.1288210153579712, 1.1475176811218262, 1.1012358367443085, 1.110944151878357, 1.1116578578948975, 1.0779559910297394, 1.0911742448806763, 1.0555305182933807, 1.059130847454071, 1.0358540415763855, 1.0171214938163757, 1.0206402242183685, 1.0168416798114777, 1.025907427072525, 0.9563217163085938, 0.9599328637123108, 0.967708170413971, 0.9565924257040024, 0.9641339480876923, 0.9395489394664764, 0.9477879703044891, 0.9278530031442642, 0.9118562936782837, 0.8922015130519867, 0.8457283079624176, 0.8886307030916214, 0.8837926536798477, 0.8575550764799118, 0.862135723233223, 0.8387746214866638, 0.8618784993886948, 0.8490137010812759, 0.8107565492391586, 0.7874555289745331, 0.8193887919187546]",0.003807541808467437,,75.0
3.0,1.0,64.0,256.0,,0.0020805411836595,removal,0.0,0.1673183416676804,366.6,mean,GATConv,512.0,1.0,50.0,neighbor,100.0,nearest_neighbors,0.9428914938382927,0.864381525948902,0.863623395149786,0.8653546955666578,"[5.1424455642700195, 4.820059835910797, 4.830097854137421, 4.771711528301239, 4.6538280844688416, 4.573135197162628, 4.599574863910675, 4.614147663116455, 4.549211859703064, 4.539756894111633, 4.476717293262482, 4.430696368217468, 4.351708114147186, 4.322161614894867, 4.30952125787735, 4.269378185272217, 4.288467586040497, 4.298363089561462, 4.1967039704322815, 4.227951884269714, 4.137861251831055, 4.09081894159317, 4.059222996234894, 3.9905768036842346, 3.9596070647239685, 3.9713781476020813, 3.9431979060173035, 3.924742966890335, 3.8510579466819763, 3.82313734292984, 3.7888695001602173, 3.7088575661182404, 3.6653496623039246, 3.6797711551189423, 3.616991937160492, 3.6792269349098206, 3.577381819486618, 3.5099366307258606, 3.4915795624256134, 3.5061202347278595, 3.422543078660965, 3.3820802867412567, 3.361469089984894, 3.316125750541687, 3.2549655735492706, 3.3118701577186584, 3.2184615433216095, 3.2267894446849823, 3.232412189245224, 3.1931517124176025, 3.1327329874038696, 3.09118315577507, 3.018738031387329, 2.9926009476184845, 2.966346025466919, 3.0170309841632843, 2.931845188140869, 2.9652494192123413, 2.8703121542930603, 2.8644175231456757, 2.8152062594890594, 2.813431143760681, 2.7844671607017517, 2.732862889766693, 2.735972285270691, 2.685483366250992, 2.5971855223178864, 2.620949864387512, 2.5848705768585205, 2.6241208910942078, 2.5528451204299927, 2.524720072746277, 2.5467777252197266, 2.537654161453247, 2.432914286851883, 2.4914470314979553, 2.443088084459305, 2.3867999017238617, 2.3578601479530334, 2.388974756002426, 2.318561464548111, 2.344503730535507, 2.2861979007720947, 2.231067717075348, 2.248694986104965, 2.250106453895569, 2.1537974774837494, 2.181472599506378, 2.1715342700481415, 2.1219020783901215, 2.154820740222931, 2.1247944831848145, 2.0602190792560577, 2.0511393547058105, 2.0613139867782593, 2.0289940237998962, 1.9973388612270355, 2.016042470932007, 1.9377300441265106, 1.9448877573013306]",0.005484783917051165,,50.0
