K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,reliable_mini_batch,clusters,pos_weight,accuracy,f1,recall,precision,losses,f1_std
9.0,2.0,128.0,128.0,,0.0053094477531397,removal,0.0,0.2287336658586315,366.6,mean,GCNConv,15.0,7.0,1.0,100.0,,0.9450516986706056,0.9091210444875042,0.9097799511002446,0.9084731705801092,"[8.378724038600922, 9.013909697532654, 9.16728961467743, 8.947260439395905, 8.840480327606201, 8.284797012805939, 7.646799564361572, 7.764737188816071, 8.518223822116852, 8.283085584640503, 8.175751745700836, 7.758935332298279, 7.660632014274597, 7.756828784942627, 8.202446401119232, 7.012038469314575, 7.985820174217224, 7.012492477893829, 7.104143381118774, 6.913189888000488, 6.808214604854584, 6.867745101451874, 6.9293752908706665, 6.6253398060798645, 6.589289546012878, 6.511578798294067, 6.353190720081329, 6.401994585990906, 6.179548978805542, 6.2200967669487, 5.824850082397461, 5.9217193722724915, 5.826316595077515, 5.651630997657776, 5.537182092666626, 5.376089453697205, 5.196568131446838, 5.1243884563446045, 5.228459537029266, 5.090317487716675, 4.845054864883423, 4.751341342926025, 4.682887613773346, 4.447942554950714, 4.372878551483154, 4.40323531627655, 4.202247798442841, 4.014919430017471, 4.095354914665222, 3.9777009785175323]",0.004711776980171133
9.0,2.0,128.0,128.0,,0.0055380438091591,removal,0.0,0.2156282061561951,366.6,mean,GCNConv,15.0,4.0,1.0,100.0,,0.9459379615952732,0.9091154972653668,0.8948655256723714,0.9238867555560993,"[8.42798262834549, 9.031661033630371, 9.184803009033203, 8.997604608535767, 8.855337977409363, 8.288406610488892, 7.669240117073059, 7.791607558727264, 8.504435122013092, 8.27173125743866, 8.190512835979462, 7.763853490352631, 7.667975723743439, 7.6871227622032166, 8.168714046478271, 6.966265320777893, 7.950856268405914, 6.997901797294617, 7.057162582874298, 6.85308563709259, 6.749758183956146, 6.797304332256317, 6.796552062034607, 6.548348963260651, 6.520317494869232, 6.4004839062690735, 6.275756597518921, 6.318913221359253, 6.067050457000732, 6.0982255935668945, 5.730875372886658, 5.779520273208618, 5.707471430301666, 5.520578742027283, 5.396446347236633, 5.257152736186981, 5.049766302108765, 4.965731680393219, 5.084800899028778, 4.923640191555023, 4.688501179218292, 4.58658230304718, 4.526228964328766, 4.285055249929428, 4.201430529356003, 4.222285866737366, 4.030598998069763, 3.849260926246643, 3.9250597953796387, 3.818953216075897]",0.00589190925492232
9.0,2.0,128.0,128.0,,0.0058751387797152,removal,0.0,0.22332150982201177,366.6,mean,GCNConv,15.0,4.0,1.0,100.0,,0.9457163958641065,0.9090525373552758,0.898044009779951,0.9203585727645114,"[8.420427978038788, 9.034192442893982, 9.153649926185608, 8.949537217617035, 8.827229738235474, 8.262988984584808, 7.656767010688782, 7.731205105781555, 8.46281611919403, 8.183253288269043, 8.106826901435852, 7.656235992908478, 7.549355566501617, 7.570740044116974, 8.038533926010132, 6.903499603271484, 7.806975066661835, 6.886379837989807, 6.946893334388733, 6.709424138069153, 6.624885857105255, 6.63214248418808, 6.630896508693695, 6.387728631496429, 6.336893320083618, 6.240386605262756, 6.085776150226593, 6.122207820415497, 5.895337462425232, 5.870767712593079, 5.501937091350555, 5.554566919803619, 5.463092625141144, 5.288039147853851, 5.161727130413055, 5.009082138538361, 4.8138511180877686, 4.72311395406723, 4.799847364425659, 4.654604256153107, 4.423584222793579, 4.321025550365448, 4.246469438076019, 4.022203266620636, 3.934421479701996, 3.9543040096759796, 3.756498783826828, 3.5826199650764465, 3.654280513525009, 3.5515226423740387]",0.0026315446457844476
9.0,2.0,128.0,128.0,,0.005463426346049,removal,0.0,0.22709236704497,366.6,mean,GCNConv,15.0,5.0,1.0,200.0,,0.9450516986706056,0.9089656904943137,0.9080684596577019,0.9098766336185913,"[22.85866415500641, 22.770596861839294, 22.12630659341812, 22.10136592388153, 20.542772948741913, 20.369706630706787, 19.558735609054565, 18.81189489364624, 17.416898906230927, 17.104891061782837, 16.778976500034332, 15.966089010238647, 16.43421095609665, 14.40328961610794, 15.42483103275299, 13.51514208316803, 12.970974534749985, 13.089169204235077, 12.457144796848297, 12.262905836105347, 11.340816140174866, 11.122503459453583, 11.153771996498108, 10.54642117023468, 9.629455924034119, 9.94325253367424, 9.195162564516068, 8.819448590278625, 8.504156678915024, 7.89175009727478, 8.041408896446228, 7.778734475374222, 7.2475287318229675, 6.899686813354492, 6.823741286993027, 6.412856340408325, 6.251910835504532, 6.152776002883911, 5.742757946252823, 5.79784893989563, 5.373583644628525, 5.079418182373047, 4.9788573533296585, 4.9699846804142, 4.554261192679405, 4.5290796756744385, 4.289452761411667, 4.167432054877281, 4.028627887368202, 3.8430395424365997]",0.005632706531467544
9.0,2.0,128.0,128.0,,0.0064406892183858,removal,0.0,0.2149560335232254,366.6,mean,GCNConv,15.0,5.0,1.0,100.0,,0.9454948301329396,0.9086452433184222,0.8973105134474327,0.9202742992122918,"[8.394566655158997, 9.003995776176453, 9.110745549201965, 8.874931037425995, 8.745126247406006, 8.14606887102127, 7.564810514450073, 7.624499499797821, 8.345233142375946, 8.058966755867004, 7.961133599281311, 7.494996607303619, 7.4246580600738525, 7.444976091384888, 7.8505197167396545, 6.705047309398651, 7.608277857303619, 6.68733137845993, 6.723479807376862, 6.489438533782959, 6.395108222961426, 6.376799762248993, 6.345957159996033, 6.119692921638489, 6.034443974494934, 5.931955873966217, 5.757687151432037, 5.795217156410217, 5.5339213609695435, 5.5268235206604, 5.158650577068329, 5.190413475036621, 5.063721477985382, 4.891641676425934, 4.794861912727356, 4.621385604143143, 4.418914616107941, 4.323337197303772, 4.382465839385986, 4.244860142469406, 3.995917707681656, 3.915732651948929, 3.817436009645462, 3.614515006542206, 3.514762282371521, 3.5301338136196136, 3.3486635386943817, 3.171587198972702, 3.2482700645923615, 3.141199976205826]",0.004132762031820772
8.0,2.0,128.0,128.0,,0.0045806937607206,removal,0.0,0.2206607014628678,366.6,mean,GCNConv,15.0,4.0,1.0,100.0,,0.9452732644017725,0.9085970247818794,0.9004889975550123,0.9168554251220712,"[7.952656090259552, 8.527274012565613, 8.64222276210785, 8.475446343421936, 8.366622507572174, 7.837895393371582, 7.373649895191193, 7.431279718875885, 8.068705022335052, 7.911321401596069, 7.8188945055007935, 7.41532975435257, 7.363946855068207, 7.4742162227630615, 7.901935338973999, 6.79987508058548, 7.735357344150543, 6.807192862033844, 6.901842832565308, 6.719405651092529, 6.644227862358093, 6.693479537963867, 6.745153963565826, 6.476263642311096, 6.479452967643738, 6.3693923354148865, 6.2516255378723145, 6.313173770904541, 6.111739456653595, 6.152889311313629, 5.807066798210144, 5.89800763130188, 5.821756362915039, 5.646688401699066, 5.6050562262535095, 5.4237377643585205, 5.247366011142731, 5.180960953235626, 5.322472870349884, 5.192698657512665, 4.953399240970612, 4.880846858024597, 4.815176010131836, 4.592579960823059, 4.515534847974777, 4.5679692029953, 4.35406494140625, 4.188249170780182, 4.283964216709137, 4.183894723653793]",0.005155110270496881
10.0,2.0,128.0,128.0,,0.0057049898105301,removal,0.0,0.2120947584526986,366.6,mean,GCNConv,15.0,4.0,1.0,200.0,,0.9449039881831609,0.9084694718257584,0.9051344743276284,0.9118310792822124,"[24.725943505764008, 24.528228640556335, 23.676032721996307, 23.818702936172485, 21.927417516708374, 21.86063987016678, 20.910310983657837, 20.04180681705475, 18.538402438163757, 18.220575869083405, 17.767952263355255, 16.957726657390594, 17.401779651641846, 15.233291149139404, 16.466303169727325, 14.261517345905304, 13.727748602628708, 13.816775739192963, 13.208098292350769, 12.977389872074127, 11.933104157447815, 11.760587573051453, 11.817054092884064, 11.234849214553833, 10.219899445772171, 10.505153596401215, 9.684541255235672, 9.336810946464539, 8.997596651315689, 8.368133455514908, 8.495279461145401, 8.180342495441437, 7.664767563343048, 7.255114495754242, 7.2004238069057465, 6.772039145231247, 6.620885759592056, 6.4672731757164, 6.039070248603821, 6.0947800278663635, 5.652251154184341, 5.337905392050743, 5.241912752389908, 5.213541567325592, 4.773709520697594, 4.7505349814891815, 4.487626329064369, 4.3428682535886765, 4.2286698669195175, 4.017152175307274]",0.006419927933245252
9.0,2.0,128.0,128.0,,0.0073870707919643,removal,0.0,0.21697943135451808,366.6,mean,GCNConv,15.0,7.0,1.0,100.0,,0.9454209748892172,0.9083316805835594,0.8951100244498778,0.9219648697126404,"[8.379550576210022, 8.945792436599731, 9.055209159851074, 8.809455811977386, 8.644366145133972, 8.075828433036804, 7.458103179931641, 7.483732104301453, 8.156243622303009, 7.880782961845398, 7.7314523458480835, 7.272651672363281, 7.175519943237305, 7.221204459667206, 7.508070170879364, 6.458428919315338, 7.263969600200653, 6.387765645980835, 6.364964127540588, 6.124538362026215, 5.994923830032349, 5.970635950565338, 5.8922359347343445, 5.674906551837921, 5.544919669628143, 5.446049630641937, 5.246822357177734, 5.274474620819092, 4.999026000499725, 4.953378528356552, 4.603688895702362, 4.595524847507477, 4.454122185707092, 4.294855356216431, 4.177996575832367, 4.000754147768021, 3.793856143951416, 3.720689058303833, 3.7388235330581665, 3.595040261745453, 3.3818902671337128, 3.2941505312919617, 3.1821393370628357, 3.010696291923523, 2.923720896244049, 2.910872668027878, 2.7614517509937286, 2.6039894819259644, 2.657595455646515, 2.55902698636055]",0.003208718661085168
9.0,2.0,128.0,128.0,,0.0068797737734282,removal,0.0,0.2141454796116716,366.6,mean,GCNConv,15.0,7.0,1.0,100.0,,0.9454209748892172,0.9082422357971451,0.8941320293398534,0.9228287406173834,"[8.380974352359772, 8.968371510505676, 9.103175044059753, 8.827885210514069, 8.688239693641663, 8.10631549358368, 7.529924213886261, 7.5525290966033936, 8.232629120349884, 7.954537034034729, 7.868943214416504, 7.379764199256897, 7.317805171012878, 7.3566301465034485, 7.699037671089172, 6.587552070617676, 7.443584859371185, 6.548832535743713, 6.543485224246979, 6.311441600322723, 6.195465981960297, 6.183590888977051, 6.13310694694519, 5.9003220200538635, 5.8066189885139465, 5.694067597389221, 5.503681778907776, 5.542418897151947, 5.283827900886536, 5.259389817714691, 4.893597841262817, 4.908310890197754, 4.775803804397583, 4.611338913440704, 4.490492463111877, 4.322578549385071, 4.108712434768677, 4.035997062921524, 4.064027428627014, 3.9214656949043274, 3.7066325545310974, 3.608708679676056, 3.5048617124557495, 3.3143820762634277, 3.22424653172493, 3.221764624118805, 3.0660742223262787, 2.8976560831069946, 2.953360676765442, 2.851758897304535]",0.0033236928997300652
9.0,2.0,128.0,128.0,,0.0052460125688891,removal,0.0,0.2180414553768319,366.6,mean,GCNConv,15.0,3.0,1.0,100.0,,0.945125553914328,0.9081786501432896,0.8982885085574572,0.9183226190600384,"[8.48651796579361, 9.10912013053894, 9.231984257698059, 9.076570987701416, 8.896706461906433, 8.351466417312622, 7.7321025133132935, 7.825260519981384, 8.59491628408432, 8.372931480407715, 8.263210415840149, 7.852535903453827, 7.773295342922211, 7.795624613761902, 8.298483967781067, 7.040594935417175, 8.06369173526764, 7.102140843868256, 7.195000171661377, 6.999552249908447, 6.896379828453064, 6.957397818565369, 6.953662157058716, 6.71449613571167, 6.6710163950920105, 6.5619401931762695, 6.452079713344574, 6.4842395186424255, 6.2534632086753845, 6.291398227214813, 5.904589354991913, 5.97860050201416, 5.9039172530174255, 5.709666728973389, 5.616717278957367, 5.458765625953674, 5.2888864278793335, 5.210623264312744, 5.309865951538086, 5.161699891090393, 4.912334859371185, 4.836442351341248, 4.7661303877830505, 4.528338849544525, 4.449915915727615, 4.480242729187012, 4.276327610015869, 4.093556255102158, 4.180697023868561, 4.072292774915695]",0.002534387892261246
9.0,2.0,128.0,128.0,,0.0098997753174126,removal,0.0,0.2172863008145674,366.6,mean,GCNConv,15.0,3.0,1.0,100.0,,0.9450516986706056,0.9081699462265818,0.8995110024449879,0.9170002744663324,"[8.435801804065704, 8.942808151245117, 8.971747159957886, 8.708941638469696, 8.437403559684753, 7.822829186916351, 7.280132353305817, 7.177927911281586, 7.7371320724487305, 7.420502543449402, 7.225642442703247, 6.730670392513275, 6.598221302032471, 6.574671745300293, 6.727100074291229, 5.813471853733063, 6.37836080789566, 5.599396288394928, 5.481737732887268, 5.195629060268402, 5.037729322910309, 4.933100759983063, 4.766779720783234, 4.550422310829163, 4.3804691433906555, 4.2405000030994415, 4.025527477264404, 3.998845100402832, 3.7328381836414337, 3.637225925922394, 3.3254340291023254, 3.278947353363037, 3.1145009100437164, 3.000261753797531, 2.8905769884586334, 2.7251715809106827, 2.55605411529541, 2.4978672862052917, 2.4728043377399445, 2.3550719916820526, 2.2092819809913635, 2.1283120810985565, 2.049582451581955, 1.9227981865406036, 1.8569757342338562, 1.841920018196106, 1.7475695610046387, 1.633815348148346, 1.6634680926799774, 1.605209693312645]",0.005824579312057828
9.0,2.0,128.0,128.0,,0.0082982315705321,removal,0.0,0.2243084718460649,366.6,mean,GCNConv,15.0,4.0,1.0,100.0,,0.9448301329394386,0.907954333137172,0.9007334963325183,0.9153544242590943,"[8.307075381278992, 8.907468795776367, 8.973762392997742, 8.697945713996887, 8.572029888629913, 7.922491729259491, 7.379672825336456, 7.326830267906189, 7.969395101070404, 7.666853129863739, 7.513715922832489, 7.014248847961426, 6.9150620102882385, 6.948701500892639, 7.192915678024292, 6.232912063598633, 6.907006025314331, 6.079284369945526, 6.029158174991608, 5.752746045589447, 5.642547249794006, 5.563168585300446, 5.456804633140564, 5.236535847187042, 5.090132892131805, 4.993243217468262, 4.766834914684296, 4.773242175579071, 4.504874587059021, 4.415692239999771, 4.088085025548935, 4.07706406712532, 3.897912323474884, 3.7722875773906708, 3.6401686668395996, 3.4600548148155212, 3.275679260492325, 3.195069521665573, 3.19222354888916, 3.063527077436447, 2.877189338207245, 2.79292631149292, 2.683030843734741, 2.530423194169998, 2.4483937472105026, 2.431609660387039, 2.3123347759246826, 2.1736761033535004, 2.2102633118629456, 2.127414807677269]",0.0014514358733588762
9.0,2.0,128.0,128.0,,0.0063282745294755,removal,0.0,0.2329318429256765,366.6,mean,GCNConv,15.0,5.0,1.0,100.0,,0.9443131462333826,0.9079516741818352,0.9092909535452323,0.9066438055871953,"[8.336954891681671, 8.928834319114685, 9.04748797416687, 8.829898118972778, 8.709158658981323, 8.149300813674927, 7.54165655374527, 7.600176632404327, 8.337270975112915, 8.063610792160034, 7.953117191791534, 7.478501200675964, 7.4041250348091125, 7.462963342666626, 7.833878695964813, 6.747115671634674, 7.635582268238068, 6.709981739521027, 6.730781197547913, 6.500272214412689, 6.419054925441742, 6.3940911293029785, 6.400446534156799, 6.135039269924164, 6.077380180358887, 5.981173813343048, 5.804467618465424, 5.8409165143966675, 5.582966446876526, 5.559068083763123, 5.202377796173096, 5.250880479812622, 5.130005180835724, 4.946553826332092, 4.842955827713013, 4.6744093000888824, 4.4734691977500916, 4.381156891584396, 4.4350409507751465, 4.2968944907188416, 4.066474497318268, 3.963578164577484, 3.8802849650382996, 3.664772242307663, 3.5786162316799164, 3.5873421132564545, 3.4149180948734283, 3.2341054677963257, 3.295586884021759, 3.192882925271988]",0.0024189260393067133
9.0,2.0,128.0,128.0,,0.0061592518825236,removal,0.0,0.23025537893443762,366.6,mean,GCNConv,15.0,5.0,1.0,200.0,,0.9438700147710488,0.9076873937458142,0.9134474327628362,0.9020045873820894,"[22.546710312366486, 22.297005534172058, 21.71640294790268, 21.560324668884277, 19.97343409061432, 19.53349804878235, 18.684740006923676, 17.9056179523468, 16.724114060401917, 16.3476602435112, 15.838257849216461, 15.067846894264221, 15.345944344997406, 13.427108108997345, 14.241769969463348, 12.473155915737152, 11.910644561052322, 11.914189279079437, 11.227578699588776, 11.037991464138031, 10.089201092720032, 9.892023205757141, 9.91248893737793, 9.328153908252716, 8.434713780879974, 8.641523391008377, 7.925103515386581, 7.602864474058151, 7.289732843637466, 6.718471884727478, 6.809945166110992, 6.577560603618622, 6.144511312246323, 5.814319163560867, 5.704183906316757, 5.357239753007889, 5.204353719949722, 5.07453852891922, 4.750970631837845, 4.7627676874399185, 4.402837023139, 4.185554772615433, 4.077026844024658, 4.046946600079536, 3.7359379678964615, 3.6902149468660355, 3.488230586051941, 3.3793745189905167, 3.262858957052231, 3.1476133167743683]",0.006598422221997197
9.0,2.0,128.0,128.0,,0.006397888500006501,removal,0.0,0.23734430715527938,366.6,mean,GCNConv,15.0,7.0,1.0,100.0,,0.9444608567208272,0.9076670608022688,0.9036674816625917,0.9118348979968687,"[8.3568235039711, 8.97672986984253, 9.042293190956116, 8.8418248295784, 8.700087785720825, 8.165567755699158, 7.535005211830139, 7.5864866971969604, 8.33773136138916, 8.067334532737732, 7.941704332828522, 7.469846487045288, 7.404842555522919, 7.429286301136017, 7.796716332435608, 6.729743957519531, 7.590540051460266, 6.6769572496414185, 6.695588052272797, 6.470845341682434, 6.386173486709595, 6.380026161670685, 6.358570337295532, 6.102740049362183, 6.017746269702911, 5.926683664321899, 5.77319073677063, 5.797905683517456, 5.542240619659424, 5.5325170159339905, 5.133896291255951, 5.21919059753418, 5.071231424808502, 4.893190860748291, 4.787156701087952, 4.616943418979645, 4.423942744731903, 4.3381587266922, 4.383906006813049, 4.233855426311493, 4.0161890387535095, 3.9156834185123444, 3.822538822889328, 3.6126506328582764, 3.5353174209594727, 3.5338021218776703, 3.3664925694465637, 3.178843915462494, 3.251130223274231, 3.141974240541458]",0.0025491459464792466
9.0,2.0,128.0,128.0,,0.0056256070305262,removal,0.0,0.23326350223238687,366.6,sum,GCNConv,15.0,5.0,1.0,100.0,,0.9444608567208272,0.907518525403197,0.9019559902200488,0.9131985436691774,"[8.33178436756134, 8.977207899093628, 9.060765862464905, 8.877141773700714, 8.75125527381897, 8.205176174640656, 7.564113080501556, 7.687230885028839, 8.427386939525604, 8.172022700309753, 8.084264099597931, 7.634240388870239, 7.5700531005859375, 7.633159875869751, 8.07002604007721, 6.901977896690369, 7.867857992649078, 6.894619941711426, 6.950070559978485, 6.757541656494141, 6.6674171686172485, 6.691210687160492, 6.723848223686218, 6.447125136852264, 6.40541797876358, 6.313867092132568, 6.179332852363586, 6.2042654156684875, 5.958851337432861, 5.9901480078697205, 5.618830740451813, 5.700839877128601, 5.597420930862427, 5.39942342042923, 5.307433724403381, 5.153681576251984, 4.957623720169067, 4.866254568099976, 4.960975646972656, 4.807636082172394, 4.573300838470459, 4.477050065994263, 4.409245729446411, 4.178157716989517, 4.097411811351776, 4.1170680820941925, 3.93648761510849, 3.7362010180950165, 3.823988139629364, 3.706678569316864]",0.003968753066524073
9.0,2.0,128.0,128.0,,0.007476257723254301,removal,0.0,0.22064460073172318,366.6,sum,GCNConv,15.0,7.0,1.0,100.0,,0.9447562776957164,0.9074438823405581,0.8965770171149146,0.9186544142496975,"[8.360847353935242, 8.946876525878906, 9.047623991966248, 8.782014191150665, 8.653291463851929, 8.032910823822021, 7.451174080371857, 7.468308091163635, 8.132838368415833, 7.853550910949707, 7.718540012836456, 7.216722667217255, 7.146683573722839, 7.187499403953552, 7.466441094875336, 6.440615117549896, 7.229263603687286, 6.341424226760864, 6.339665055274963, 6.0918890833854675, 5.958326876163483, 5.916961133480072, 5.852404356002808, 5.62136697769165, 5.496731102466583, 5.411824345588684, 5.173140645027161, 5.206057786941528, 4.942963659763336, 4.8961082100868225, 4.548900127410889, 4.554612636566162, 4.395246803760529, 4.251794993877411, 4.123958855867386, 3.9578106701374054, 3.748841166496277, 3.66748771071434, 3.677412062883377, 3.537328600883484, 3.330716460943222, 3.23661208152771, 3.131398320198059, 2.9591084122657776, 2.8682850897312164, 2.858397901058197, 2.719089061021805, 2.555540978908539, 2.6099723875522614, 2.512032926082611]",0.0024824395575947012
9.0,2.0,128.0,128.0,,0.006261237025949299,removal,0.0,0.21917016470984613,366.6,mean,GCNConv,15.0,5.0,1.0,100.0,,0.9444608567208272,0.90743320124186,0.9012224938875306,0.9137406710125043,"[8.348832845687866, 8.974881410598755, 9.08960211277008, 8.844996094703674, 8.74256706237793, 8.152897357940674, 7.562134027481079, 7.628304541110992, 8.338706910610199, 8.04656720161438, 7.97177392244339, 7.524281620979309, 7.457850813865662, 7.488084554672241, 7.888018310070038, 6.746305286884308, 7.662308037281036, 6.731003046035767, 6.761219084262848, 6.5399587750434875, 6.454351723194122, 6.447767376899719, 6.420375227928162, 6.197476863861084, 6.109026193618774, 6.025412440299988, 5.844661176204681, 5.887767672538757, 5.629830956459045, 5.622495770454407, 5.249977469444275, 5.293532907962799, 5.172189235687256, 4.996798753738403, 4.898497760295868, 4.7254297733306885, 4.527062475681305, 4.450649678707123, 4.506348252296448, 4.360873639583588, 4.115198343992233, 4.0274699330329895, 3.9320781230926514, 3.730690658092499, 3.634311616420746, 3.6471628546714783, 3.4651306867599487, 3.291805922985077, 3.3584491908550262, 3.252756744623184]",0.0015200561579631355
9.0,2.0,128.0,128.0,,0.0058296048456182,removal,0.0,0.20841139996311728,366.6,mean,GCNConv,15.0,2.0,1.0,100.0,,0.9454209748892172,0.9074091987206293,0.8853300733496333,0.9306456722763178,"[8.527451157569885, 9.175795674324036, 9.208329200744629, 9.04522156715393, 8.902747869491577, 8.339837193489075, 7.677839517593384, 7.802071928977966, 8.540898561477661, 8.29215121269226, 8.20951098203659, 7.74460756778717, 7.634617745876312, 7.705996990203857, 8.145431756973267, 6.9357940554618835, 7.895525217056274, 6.939901411533356, 7.019011497497559, 6.778063535690308, 6.709125995635986, 6.721450865268707, 6.718462586402893, 6.476697266101837, 6.423585057258606, 6.309638977050781, 6.155465483665466, 6.186628639698029, 5.932263553142548, 5.970740556716919, 5.594898879528046, 5.626373648643494, 5.534883201122284, 5.364904046058655, 5.266034424304962, 5.1186754405498505, 4.8909872174263, 4.825254201889038, 4.894602000713348, 4.734178602695465, 4.494550466537476, 4.404775261878967, 4.326374053955078, 4.084469527006149, 4.003690153360367, 4.029095500707626, 3.837240308523178, 3.6480290591716766, 3.7304811775684357, 3.6204139590263367]",0.001753007668138087
9.0,2.0,128.0,128.0,,0.0073627248807172,removal,0.0,0.21831851451834422,366.6,mean,GCNConv,15.0,7.0,1.0,100.0,,0.944682422451994,0.9070510857859583,0.893398533007335,0.921179740114874,"[8.368509709835052, 8.93164587020874, 9.05662977695465, 8.78281420469284, 8.662432789802551, 8.028472125530243, 7.452792465686798, 7.468330502510071, 8.154826283454895, 7.837724447250366, 7.712598025798798, 7.242716133594513, 7.159192681312561, 7.208055019378662, 7.495271742343903, 6.467326045036316, 7.255228400230408, 6.357706964015961, 6.36433607339859, 6.11814159154892, 5.991689920425415, 5.94754683971405, 5.890589952468872, 5.651079416275024, 5.53771048784256, 5.45237010717392, 5.236436903476715, 5.257436156272888, 4.998948872089386, 4.95997428894043, 4.609854459762573, 4.600177764892578, 4.454134583473206, 4.310291081666946, 4.189833849668503, 4.0060955584049225, 3.8000243604183197, 3.7189393639564514, 3.7409995794296265, 3.605580985546112, 3.3985922932624817, 3.302632302045822, 3.192475378513336, 3.020754188299179, 2.9279457330703735, 2.9200249910354614, 2.7686179280281067, 2.614197164773941, 2.66949200630188, 2.568847745656967]",0.0033053114243438483
9.0,2.0,128.0,128.0,,0.0065568603362684,removal,0.0,0.2165745125008131,366.6,mean,GCNConv,15.0,6.0,1.0,100.0,,0.9443870014771047,0.9069089004569498,0.8968215158924207,0.9172414954704582,"[8.439867615699768, 9.017196774482727, 9.138703465461731, 8.90949547290802, 8.768748998641968, 8.193864703178406, 7.598767340183258, 7.635483801364899, 8.353042125701904, 8.05215609073639, 7.948681712150574, 7.481551647186279, 7.421406865119934, 7.456168115139008, 7.807514190673828, 6.711935877799988, 7.582613527774811, 6.680185258388519, 6.695752322673798, 6.459138929843903, 6.3534005880355835, 6.349500775337219, 6.306932866573334, 6.073839962482452, 5.986612975597382, 5.8938929438591, 5.709274411201477, 5.752999782562256, 5.482408106327057, 5.463253140449524, 5.101875603199005, 5.130697965621948, 4.998126864433289, 4.825848579406738, 4.7197458148002625, 4.548480063676834, 4.336252808570862, 4.252754330635071, 4.305133759975433, 4.169474303722382, 3.9318538308143616, 3.8386284708976746, 3.7350366413593292, 3.5363223552703857, 3.4492265582084656, 3.450125515460968, 3.2744148671627045, 3.107231080532074, 3.170685440301895, 3.0642200708389282]",0.002017607744800677
9.0,2.0,128.0,128.0,,0.0060231375752543,removal,0.0,0.2241156245821266,366.6,mean,GCNConv,15.0,5.0,1.0,100.0,,0.9443131462333826,0.9067982866985449,0.8968215158924207,0.9170351701405451,"[8.377245903015137, 9.010550737380981, 9.136265397071838, 8.897252321243286, 8.810361504554749, 8.208094716072083, 7.614255905151367, 7.7017470598220825, 8.427879571914673, 8.126728653907776, 8.059055089950562, 7.598776996135712, 7.516042113304138, 7.566091179847717, 7.9957315325737, 6.845280170440674, 7.759276986122131, 6.818191051483154, 6.8760106563568115, 6.645508170127869, 6.552197694778442, 6.560135841369629, 6.555028676986694, 6.308279752731323, 6.251190900802612, 6.166978478431702, 5.980851054191589, 6.019983530044556, 5.788036048412323, 5.775055527687073, 5.414501428604126, 5.461792469024658, 5.343524873256683, 5.179646372795105, 5.059980928897858, 4.9154428243637085, 4.698704123497009, 4.6135213971138, 4.6893390417099, 4.545988321304321, 4.30567991733551, 4.20867645740509, 4.118898868560791, 3.904590994119644, 3.8067607283592224, 3.830164909362793, 3.644684463739395, 3.4654024243354797, 3.541398912668228, 3.430486261844635]",0.0016123628772839332
9.0,2.0,128.0,128.0,,0.0093615459003157,removal,0.0,0.21557359170042073,366.6,mean,GCNConv,15.0,4.0,1.0,100.0,,0.9443131462333826,0.9067082690761022,0.8955990220048899,0.9181518072151759,"[8.462238192558289, 8.996801137924194, 8.994710087776184, 8.722599625587463, 8.52122449874878, 7.900954604148865, 7.331442773342133, 7.2628607749938965, 7.8707743883132935, 7.544228494167328, 7.361215770244598, 6.854782164096832, 6.736605405807495, 6.732480943202972, 6.910617351531982, 5.983050167560577, 6.590185284614563, 5.774377167224884, 5.691670894622803, 5.399871230125427, 5.27273553609848, 5.156086802482605, 5.007784903049469, 4.805175304412842, 4.629110217094421, 4.50854167342186, 4.279892921447754, 4.2622106075286865, 3.990118145942688, 3.8913878798484802, 3.5799781382083893, 3.543468415737152, 3.3690089285373688, 3.256058484315872, 3.1284335553646088, 2.9670671224594116, 2.793629914522171, 2.7224011719226837, 2.7010257840156555, 2.587840586900711, 2.416465610265732, 2.3363244235515594, 2.2455609142780304, 2.110937863588333, 2.041597291827202, 2.022661790251732, 1.9179178327322006, 1.7983450144529343, 1.8358724415302277, 1.7658333629369736]",0.005270026933269654
8.0,2.0,128.0,128.0,,0.0053801967799572,removal,0.0,0.2230508828907265,366.6,mean,GCNConv,15.0,7.0,1.0,100.0,,0.9444608567208272,0.9065927450464839,0.8924205378973106,0.9212922159684377,"[8.012982845306396, 8.542182087898254, 8.653270363807678, 8.460703432559967, 8.366649448871613, 7.840449154376984, 7.327956736087799, 7.383046209812164, 7.996795356273651, 7.797005772590637, 7.7057788372039795, 7.276312828063965, 7.230805814266205, 7.292105853557587, 7.678118109703064, 6.638936400413513, 7.521410167217255, 6.629836618900299, 6.6625431180000305, 6.453172504901886, 6.350062906742096, 6.39800900220871, 6.394215881824493, 6.158667206764221, 6.10372918844223, 5.973890006542206, 5.834199666976929, 5.921380937099457, 5.7061203718185425, 5.686532557010651, 5.3451157212257385, 5.398924827575684, 5.302621245384216, 5.139616549015045, 5.055683732032776, 4.896484166383743, 4.693076848983765, 4.647756993770599, 4.72484564781189, 4.594054937362671, 4.35611879825592, 4.265149354934692, 4.180555105209351, 3.9850631654262543, 3.915561705827713, 3.912862181663513, 3.7443005442619324, 3.5732149183750153, 3.647066682577133, 3.5337146520614624]",0.0032945340283928306
