K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,clusters,sampling,num_epochs,anomaly_detector,accuracy,f1,recall,precision,losses,f1_std,reliable_mini_batch,test_accuracy,test_f1,test_recall,test_precision
4.0,1.0,128.0,128.0,,0.0013305483731298,removal,0.0648669182694136,0.017748394463432,654.0,mean,GCNConv,20.0,8.0,500.0,cluster,100.0,nearest_neighbors,0.9539128940812645,0.714475784992017,0.5907590759075908,0.9037361157859308,"[30.263198643922806, 30.018762230873108, 28.267244786024094, 28.290690153837204, 27.796496272087097, 27.406610667705536, 24.789989411830902, 25.94813585281372, 24.001615345478058, 22.788232445716858, 23.761469066143036, 22.602733314037323, 22.9452623128891, 22.182495683431625, 20.2109954059124, 20.220008462667465, 20.555028706789017, 20.686849504709244, 19.274172604084015, 18.312121480703354, 17.729403376579285, 18.017819464206696, 17.56621491909027, 16.771185904741287, 16.15214267373085, 16.02138590812683, 15.158495336771011, 14.55835722386837, 15.214958548545837, 14.192259430885315, 14.255327582359314, 13.77444639801979, 13.540190935134888, 12.968531042337418, 12.833637058734894, 12.483236610889435, 12.837932407855988, 12.245299652218819, 11.48191313445568, 11.45273745059967, 11.211220033466816, 10.855198293924332, 10.573467716574669, 10.670595481991768, 10.500485479831696, 10.069860234856606, 9.94103491306305, 9.481927782297134, 9.449663549661636, 9.09979397058487, 9.143824383616447, 8.801485419273376, 8.567255526781082, 8.488280549645424, 8.163123726844788, 8.01299188286066, 7.883138582110405, 7.782601669430733, 7.606698080897331, 7.714129641652107, 7.359139502048492, 7.078523755073547, 6.85207249969244, 6.809926807880402, 6.589767210185528, 6.66699954867363, 6.341125562787056, 6.195280391722918, 6.11682453751564, 6.119925141334534, 5.983605906367302, 5.8716442212462425, 5.817532390356064, 5.719093412160873, 5.591690897941589, 5.4770184978842735, 5.360589161515236, 5.2556536346673965, 5.152733951807022, 5.050405040383339, 5.070407792925835, 4.842038311064243, 4.7704934030771255, 4.735049806535244, 4.6096732541918755, 4.5550708547234535, 4.379402205348015, 4.306638158857822, 4.350587874650955, 4.181063167750835, 4.098871603608131, 4.011829186230898, 3.9466859325766563, 3.8420588672161102, 3.8749288506805897, 3.846137620508671, 3.643034692853689, 3.6598494946956635, 3.6654404252767563, 3.5707007497549057]",,,,,,
4.0,1.0,128.0,128.0,,0.0037936317379052,removal,0.0235227090277834,0.0204887191349546,654.0,mean,GCNConv,20.0,9.0,500.0,cluster,100.0,nearest_neighbors,0.9543209346276094,0.7143049026192075,0.585038503850385,0.916896551724138,"[32.823010593652725, 29.854917258024216, 27.67750182747841, 24.04798400402069, 23.648466765880585, 21.430768609046936, 19.859286427497864, 18.75774198770523, 16.944446429610252, 15.542607128620148, 14.813840001821518, 13.718044057488441, 12.934943050146103, 12.065407499670982, 11.109042808413506, 10.475207939743996, 10.06058295071125, 9.581410720944405, 8.842331916093826, 8.2065319865942, 7.60837834328413, 7.472052901983261, 6.978785336017609, 6.579348847270012, 6.14701409637928, 5.88218979537487, 5.5127488523721695, 5.134852312505245, 5.161442801356316, 4.729932799935341, 4.60955236852169, 4.377089738845825, 4.169212028384209, 3.951002836227417, 3.814216949045658, 3.6241191178560257, 3.635103404521942, 3.4082791954278946, 3.153397712856531, 3.1052402928471565, 2.9796005096286535, 2.8448299132287502, 2.7251141779124737, 2.715791344642639, 2.650889478623867, 2.496693167835474, 2.435145065188408, 2.2981962487101555, 2.260162703692913, 2.1477801110595465, 2.1380231752991676, 2.0374272540211678, 1.952413558959961, 1.9188509732484818, 1.834335070103407, 1.7836628640070558, 1.7426799796521664, 1.7002260088920593, 1.6451654136180878, 1.6554120108485222, 1.5682599246501923, 1.4978653136640787, 1.4391313083469868, 1.4213176667690277, 1.3618807420134544, 1.3692283425480127, 1.2942494787275791, 1.2591720102354884, 1.237788375467062, 1.227200584486127, 1.1930552162230015, 1.1643985006958246, 1.144829636439681, 1.1212170869112015, 1.0880626924335957, 1.0626597572118044, 1.034460686147213, 1.009577203541994, 0.987847588956356, 0.9618871565908194, 0.9599902108311653, 0.9143797811120749, 0.8957041949033737, 0.8854603618383408, 0.8577811345458031, 0.8446698598563671, 0.8096882980316877, 0.7916511744260788, 0.7970590088516474, 0.7633300758898258, 0.7454302003607154, 0.7271367153152823, 0.7138435458764434, 0.6914180452004075, 0.6950894622132182, 0.6870225053280592, 0.6483367546461523, 0.6505604702979326, 0.6488260179758072, 0.6302162669599056]",,,,,,
4.0,1.0,128.0,128.0,,0.0030461109056016,removal,0.0089171950197125,0.0162839399130148,654.0,mean,GCNConv,20.0,8.0,500.0,cluster,100.0,nearest_neighbors,0.9536337084442916,0.7143046182347492,0.5938393839383939,0.8960823373173971,"[32.09198468923569, 30.04470330476761, 28.25114142894745, 25.580784797668457, 24.767597436904907, 23.151996731758118, 21.68556386232376, 20.99030962586403, 18.80284510552883, 17.052545428276062, 17.14495113492012, 15.830147981643677, 15.046941071748734, 14.23901341855526, 13.206560283899307, 12.566434800624847, 12.256928652524948, 11.791537702083588, 10.981313347816467, 10.272611647844315, 9.618066318333149, 9.542960345745087, 8.974521577358246, 8.51128774881363, 8.001614525914192, 7.708408489823341, 7.2540696039795876, 6.786956489086151, 6.865243375301361, 6.314163692295551, 6.178023517131805, 5.8846510499715805, 5.628258466720581, 5.3451820611953735, 5.1780868992209435, 4.934861853718758, 4.966017119586468, 4.667142204940319, 4.32408495247364, 4.265835337340832, 4.102495674043894, 3.9233235493302345, 3.7650610357522964, 3.7590211555361748, 3.6737830713391304, 3.4663908183574677, 3.3851697966456413, 3.1990830525755882, 3.1500473842024803, 2.997123882174492, 2.9877038449048996, 2.8494778499007225, 2.7345508858561516, 2.690264016389847, 2.572928339242935, 2.504563407972455, 2.4486227817833424, 2.39206999540329, 2.3165281675755978, 2.3336480893194675, 2.212078485637903, 2.1139029003679752, 2.0324302092194557, 2.008175600320101, 1.9261799566447735, 1.938271015882492, 1.8328960053622723, 1.7837068140506744, 1.7543372102081776, 1.7410604320466518, 1.6932582929730415, 1.653795637190342, 1.6271608881652355, 1.5940938219428062, 1.548022996634245, 1.512407599017024, 1.4729235880076885, 1.4381744861602783, 1.4075191169977188, 1.3713047616183758, 1.3696337342262268, 1.3045203313231468, 1.2785357795655727, 1.2645284589380026, 1.2254673019051552, 1.207052430137992, 1.1573513876646757, 1.1321799531579018, 1.1404546368867159, 1.0923097841441631, 1.067024389281869, 1.0411652773618698, 1.0224372306838632, 0.9906463418155909, 0.9964109342545271, 0.9852401167154312, 0.9298017444089055, 0.93328264541924, 0.931274238973856, 0.9047204963862896]",,,,,,
4.0,1.0,128.0,128.0,,0.00492566360933,removal,0.1504325639116835,0.0127676571678045,654.0,mean,GCNConv,20.0,10.0,500.0,cluster,100.0,nearest_neighbors,0.953418950262005,0.7142668950072454,0.5964796479647965,0.8900196979645436,"[34.177501916885376, 29.95190143585205, 27.22288590669632, 23.983245819807053, 21.794722259044647, 19.454594433307648, 16.953606605529785, 15.69780883193016, 13.979058355093002, 12.595649510622025, 11.828156471252441, 10.714457347989082, 9.991086035966873, 9.199619546532631, 8.365767434239388, 7.810206443071365, 7.413724049925804, 6.979592859745026, 6.387919500470161, 5.888830408453941, 5.415019702166319, 5.273762762546539, 4.894511863589287, 4.592031203210354, 4.262241668999195, 4.0563152357935905, 3.78884831443429, 3.5123300664126873, 3.517283149063587, 3.212782196700573, 3.121775262057781, 2.95619884878397, 2.80655650049448, 2.6556525714695454, 2.5575154945254326, 2.424664184451103, 2.4263576082885265, 2.2706932313740253, 2.0975329279899597, 2.063066329807043, 1.976471919566393, 1.8843057304620743, 1.8019289337098598, 1.7950139194726944, 1.751112937927246, 1.6464556232094765, 1.6045330464839935, 1.5126818716526031, 1.4860501438379288, 1.4104972705245018, 1.403674054890871, 1.3361619301140308, 1.2789190039038658, 1.2561391741037369, 1.200283832848072, 1.166404821909964, 1.1392244305461645, 1.1104782223701477, 1.0735829323530197, 1.08014802262187, 1.0226475428789854, 0.9760589264333248, 0.937281396239996, 0.9251804873347282, 0.885961658321321, 0.8905312363058329, 0.841283654794097, 0.8182529043406248, 0.8041819203644991, 0.7968963775783777, 0.77432965580374, 0.7555587170645595, 0.742513938806951, 0.7270273882895708, 0.7051986027508974, 0.6886111358180642, 0.6701108105480671, 0.6537965657189488, 0.6396487932652235, 0.6224975492805243, 0.6211775373667479, 0.59139961656183, 0.5790842585265636, 0.5724532585591078, 0.5543328337371349, 0.545726727694273, 0.5229821726679802, 0.5111166089773178, 0.5146415336057544, 0.4926677690818906, 0.4809699412435293, 0.4690537299029529, 0.46045247139409184, 0.44582114554941654, 0.44819297548383474, 0.4428840260952711, 0.4177398351021111, 0.41919869277626276, 0.4180491166189313, 0.4059635903686285]",,,,,,
4.0,1.0,128.0,128.0,,0.0034810636761124,removal,0.1938794761197148,0.0042073888322579,654.0,mean,GCNConv,20.0,11.0,500.0,cluster,100.0,nearest_neighbors,0.9530538613521176,0.7142483660130718,0.601100110011001,0.8798711755233495,"[37.646569579839706, 33.5282781124115, 29.531461119651794, 26.198263078927994, 23.86614578962326, 21.75139209628105, 19.56907069683075, 18.336203157901764, 16.88262937963009, 15.541909515857697, 15.038474023342133, 13.932850494980812, 13.340627789497375, 12.606674551963806, 11.675225764513016, 11.084025979042053, 10.7422184497118, 10.273192077875137, 9.52275900542736, 8.866515785455704, 8.259987138211727, 8.144457399845123, 7.629482209682465, 7.207474052906036, 6.747846841812134, 6.473558098077774, 6.076953396201134, 5.666154831647873, 5.713651150465012, 5.242013193666935, 5.116638481616974, 4.862623006105423, 4.639077425003052, 4.399550728499889, 4.253099665045738, 4.045085996389389, 4.064150094985962, 3.8127108700573444, 3.5273823365569115, 3.4769388139247894, 3.339278019964695, 3.1897406354546547, 3.0564363300800323, 3.0501142740249634, 2.9791061878204346, 2.806333154439926, 2.7393324561417103, 2.5850934721529484, 2.5438543260097504, 2.4183122999966145, 2.4095587469637394, 2.296021033078432, 2.201246976852417, 2.1640865802764893, 2.0690059028565884, 2.0128811318427324, 1.9672932513058186, 1.9203646034002304, 1.85867552831769, 1.8719806857407093, 1.772993791848421, 1.6932639107108116, 1.626834550872445, 1.6073337811976671, 1.540345810353756, 1.5498993620276451, 1.4646519385278225, 1.425133421085775, 1.4012618493288755, 1.3902116306126118, 1.3513733576983213, 1.3195005618035793, 1.2978409938514233, 1.2712356857955456, 1.2338005024939775, 1.2053113263100386, 1.1733267288655043, 1.1452869847416878, 1.1207195520401, 1.0914539378136396, 1.089973296970129, 1.0377423018217087, 1.0167370364069939, 1.0054738689213991, 0.9739965014159679, 0.9592681005597115, 0.9193632192909718, 0.8990571070462465, 0.9057646542787552, 0.8671345431357622, 0.8469690382480621, 0.8261647876352072, 0.8111604945734143, 0.7856380343437195, 0.7902894672006369, 0.7813185770064592, 0.736873272806406, 0.7397201471030712, 0.7381219808012247, 0.7168775033205748]",,,,,,
4.0,1.0,128.0,128.0,,0.0029612416468387,removal,0.0004788604304537,0.0182198488978102,654.0,mean,GCNConv,20.0,5.0,500.0,cluster,100.0,nearest_neighbors,0.9543638862640668,0.7140357959897726,0.5837183718371837,0.9192654192654192,"[32.15737298130989, 29.757834434509277, 27.220811396837234, 26.172407299280167, 24.349366664886475, 23.560745388269424, 21.294434636831284, 21.751587569713593, 19.373103335499763, 17.674659073352814, 17.266728967428207, 16.334618464112282, 15.642474114894867, 14.611744567751884, 14.01817238330841, 13.097578138113022, 12.816889494657516, 12.178065329790115, 11.400459557771683, 10.782448455691338, 9.940607324242592, 9.86154705286026, 9.296009838581085, 8.807376384735107, 8.299209371209145, 7.997738525271416, 7.521932639181614, 7.047784961760044, 7.127289295196533, 6.5624732077121735, 6.428187370300293, 6.122469082474709, 5.857738092541695, 5.565988317131996, 5.393331237137318, 5.141569517552853, 5.178691364824772, 4.869072146713734, 4.5110150426626205, 4.451357826590538, 4.2823951952159405, 4.098473355174065, 3.93432854115963, 3.9281571805477142, 3.838461123406887, 3.6221453845500946, 3.539170742034912, 3.34461809694767, 3.2951052486896515, 3.1361457966268063, 3.1254342645406723, 2.9818666204810143, 2.8623100742697716, 2.8163289912045, 2.6939079463481903, 2.6228097155690193, 2.5647650994360447, 2.505654253065586, 2.4268910996615887, 2.4450630135834217, 2.3177112452685833, 2.2155813351273537, 2.130542179569602, 2.1054394096136093, 2.0195123367011547, 2.0321531631052494, 1.9218234606087208, 1.8707517236471176, 1.8397590480744839, 1.8258880600333214, 1.776085365563631, 1.7346968073397875, 1.7069556154310703, 1.6727401539683342, 1.6245993562042713, 1.5870048105716705, 1.545736987143755, 1.509270567446947, 1.477322556078434, 1.4393092393875122, 1.4376126118004322, 1.36940080486238, 1.3423201330006123, 1.3276039138436317, 1.2867323383688927, 1.2674122601747513, 1.2152888383716345, 1.1888822093605995, 1.197662077844143, 1.1472638752311468, 1.1207813620567322, 1.0936788748949766, 1.0740407351404428, 1.040762398391962, 1.0467630755156279, 1.0350762959569693, 0.9770620772615075, 0.9806280396878719, 0.9784782249480486, 0.950718754902482]",,,,,,
4.0,1.0,128.0,128.0,,0.0044327514782134,removal,0.2051122662723285,0.0039596682832128,654.0,mean,GCNConv,20.0,12.0,500.0,cluster,100.0,nearest_neighbors,0.9532471437161756,0.7139666272500328,0.5977997799779978,0.8861709067188519,"[37.67966541647911, 32.98179307579994, 28.39077055454254, 24.835137248039246, 22.25461447238922, 19.606572210788727, 17.482153445482254, 16.145679742097855, 14.755349263548851, 13.451677441596985, 12.744827896356583, 11.630005925893784, 10.943386748433113, 10.161169037222862, 9.29421728849411, 8.717944040894508, 8.326419174671173, 7.875622391700745, 7.231286600232124, 6.683650925755501, 6.167265757918358, 6.027501046657562, 5.606453031301498, 5.269428089261055, 4.901533916592598, 4.675027124583721, 4.371817655861378, 4.057479500770569, 4.071172401309013, 3.7222412154078484, 3.6215430349111557, 3.432247005403042, 3.2616096809506416, 3.088329080492258, 2.9767494052648544, 2.8242982402443886, 2.8302820697426796, 2.649245135486126, 2.447595503181219, 2.409244254231453, 2.309626929461956, 2.20261912047863, 2.107513163238764, 2.1003667898476124, 2.04981742054224, 1.9276789426803589, 1.8796172365546227, 1.7721945717930794, 1.7417162284255028, 1.653687123209238, 1.6462934724986553, 1.5673459880053997, 1.5008100345730782, 1.4744985476136208, 1.4088548570871353, 1.3696686774492264, 1.3380164206027985, 1.3045499734580517, 1.2616140060126781, 1.2699731849133968, 1.202189076691866, 1.1474152766168118, 1.1018649004399776, 1.0880382731556892, 1.0418979283422232, 1.0478359293192625, 0.9897496029734612, 0.962728675454855, 0.9463185500353575, 0.9381666947156191, 0.9116147235035896, 0.8896719003096223, 0.8745494987815619, 0.8564254082739353, 0.8307819273322821, 0.8113243822008371, 0.7896627858281136, 0.7703540222719312, 0.7537574097514153, 0.7336927875876427, 0.7323506940156221, 0.6971388785168529, 0.682796698063612, 0.67503378726542, 0.6536278547719121, 0.6435956005007029, 0.6166539378464222, 0.6027764435857534, 0.6071452591568232, 0.5810976233333349, 0.5673781763762236, 0.5533251510933042, 0.5432159630581737, 0.5259426850825548, 0.5289348098449409, 0.5227422015741467, 0.49290929175913334, 0.4947599619626999, 0.4935426330193877, 0.47921930626034737]",,,,,,
4.0,1.0,128.0,128.0,,0.0023983161579499,removal,0.0051756275584374,0.0189077178517031,654.0,mean,GCNConv,20.0,7.0,500.0,cluster,100.0,nearest_neighbors,0.9538699424448072,0.7139051678209909,0.5896589658965896,0.9044886938913264,"[31.532690197229385, 30.180301040410995, 28.26206561923027, 26.79413217306137, 26.51638811826706, 24.313721776008606, 23.35094952583313, 22.817193269729614, 20.999632358551025, 19.419703662395477, 19.669773668050766, 18.33128972351551, 17.798704266548157, 16.891880989074707, 15.913632869720459, 15.117378175258636, 14.88917726278305, 14.338021129369736, 13.491817027330399, 12.758246809244156, 12.035395659506321, 12.044660091400146, 11.446570128202438, 10.914902031421661, 10.3596730530262, 10.063369646668434, 9.509860649704933, 8.964706793427467, 9.134688556194305, 8.45045581459999, 8.316056966781616, 7.949994996190071, 7.65362474322319, 7.292304314672947, 7.09802471101284, 6.795395419001579, 6.8686055690050125, 6.481875114142895, 6.019815593957901, 5.953417524695396, 5.746029503643513, 5.511232860386372, 5.3056371957063675, 5.307269610464573, 5.194228082895279, 4.9169943034648895, 4.813063375651836, 4.555770866572857, 4.497533567249775, 4.289241593331099, 4.282027319073677, 4.091280050575733, 3.936349891126156, 3.8771309703588486, 3.7128231450915337, 3.6202513352036476, 3.5430460944771767, 3.4677814543247223, 3.3638702109456062, 3.3927296102046967, 3.2197408452630043, 3.080232087522745, 2.9652993381023407, 2.933425709605217, 2.817670062184334, 2.8383594378829002, 2.6861970350146294, 2.616123925894499, 2.575002759695053, 2.5587302781641483, 2.4908342324197292, 2.4352535270154476, 2.398561257869005, 2.3513139858841896, 2.2865128368139267, 2.234134301543236, 2.1777137517929077, 2.1279920041561127, 2.0832491852343082, 2.031679306179285, 2.031023818999529, 1.9354803673923016, 1.8984004147350788, 1.878822885453701, 1.822187103331089, 1.7959348522126675, 1.7228079997003078, 1.6866510100662708, 1.699808444827795, 1.629062868654728, 1.5922410115599632, 1.5545578394085169, 1.5270493067800999, 1.4806691631674767, 1.4900485947728157, 1.474326528608799, 1.3922243230044842, 1.3975485116243362, 1.3953704237937927, 1.356228046119213]",,,,,,
4.0,1.0,128.0,128.0,,0.002647538800864,removal,0.020006771742745,0.0251939035629161,654.0,mean,GCNConv,20.0,5.0,500.0,cluster,100.0,nearest_neighbors,0.9539987973541793,0.7137894174238375,0.5876787678767876,0.9088125212657366,"[31.909107595682144, 29.696156799793243, 27.23240029811859, 25.763344526290894, 24.456750094890594, 23.913412302732468, 22.162200421094894, 21.888075083494186, 20.193906262516975, 18.515632659196854, 18.151819467544556, 17.33534124493599, 16.7694129049778, 15.978565067052841, 14.709019541740417, 14.066531479358673, 13.951559066772461, 13.45922976732254, 12.541425883769989, 11.802899062633514, 11.098183773458004, 11.075607508420944, 10.471065074205399, 9.957677721977234, 9.41723170876503, 9.111297830939293, 8.59984476864338, 8.086293868720531, 8.20808057487011, 7.5736391842365265, 7.434836909174919, 7.095516562461853, 6.810990527272224, 6.478796228766441, 6.29187348484993, 6.011169269680977, 6.064267694950104, 5.7097687646746635, 5.299894601106644, 5.235699117183685, 5.044689793139696, 4.833227574825287, 4.646407909691334, 4.64238103479147, 4.539381682872772, 4.290416166186333, 4.196034677326679, 3.9691034331917763, 3.914057582616806, 3.7290684282779694, 3.720188930630684, 3.5512559339404106, 3.412875361740589, 3.35902039706707, 3.2154024690389633, 3.1327279657125473, 3.0645840875804424, 2.996718429028988, 2.904595412313938, 2.9269737526774406, 2.7767089009284973, 2.6554215773940086, 2.5552817210555077, 2.525754727423191, 2.4249146841466427, 2.440535306930542, 2.3095978163182735, 2.2487127408385277, 2.2123072668910027, 2.196756813675165, 2.1377759762108326, 2.088498294353485, 2.0561035983264446, 2.0151079446077347, 1.9582354053854942, 1.9134875126183033, 1.8644286058843136, 1.8211619034409523, 1.7825981825590134, 1.737638559192419, 1.7359562925994396, 1.6543607003986835, 1.6220066919922829, 1.604743268340826, 1.5559264458715916, 1.532883919775486, 1.470313474535942, 1.4389431346207857, 1.4496588930487633, 1.3891671858727932, 1.3573879282921553, 1.324898712337017, 1.301231550052762, 1.2613432668149471, 1.2687442898750305, 1.254916112869978, 1.1850235257297754, 1.1893249060958624, 1.1870063319802284, 1.1535847652703524]",,,,,,
4.0,1.0,128.0,128.0,,0.0044330435536493,removal,0.1989582956975708,0.011268320076219,654.0,mean,GCNConv,20.0,9.0,500.0,cluster,100.0,nearest_neighbors,0.953418950262005,0.7136633663366336,0.5947194719471948,0.8920792079207921,"[34.392859756946564, 30.149474650621414, 27.178826332092285, 24.533244907855988, 22.679589807987213, 20.552823811769485, 18.05457004904747, 16.861182421445847, 15.109648793935776, 13.624974220991135, 12.914385288953781, 11.754085391759872, 11.06228555738926, 10.261232942342758, 9.371775358915329, 8.782134100794792, 8.390086591243744, 7.928671658039093, 7.27989599108696, 6.7299734801054, 6.209460906684399, 6.069541424512863, 5.644973188638687, 5.304723225533962, 4.9361734837293625, 4.7054858058691025, 4.401045881211758, 4.084875348955393, 4.097178146243095, 3.747233122587204, 3.6454832404851913, 3.4547251984477043, 3.2834261879324913, 3.108471442013979, 2.9964980110526085, 2.843053922057152, 2.8474946320056915, 2.6664905957877636, 2.463955946266651, 2.4249687641859055, 2.324135147035122, 2.21700095012784, 2.1215263791382313, 2.113506678491831, 2.062343258410692, 1.9402791298925877, 1.891240332275629, 1.7836083844304085, 1.7527714855968952, 1.6642048954963684, 1.6566382758319378, 1.577343676239252, 1.5102174878120422, 1.4838695786893368, 1.4179174453020096, 1.378557569347322, 1.3464336656033993, 1.3127912431955338, 1.2698900010436773, 1.277501244097948, 1.2096271980553865, 1.1547758840024471, 1.108948053792119, 1.0948981791734695, 1.048615561798215, 1.0542899779975414, 0.9960573427379131, 0.9688657438382506, 0.9523566104471684, 0.9439480397850275, 0.9172893166542053, 0.8952130787074566, 0.879943884909153, 0.8616607505828142, 0.835882518440485, 0.8163047982379794, 0.794412299990654, 0.7751338891685009, 0.758411580696702, 0.7382263280451298, 0.7367622125893831, 0.7015156634151936, 0.6869484279304743, 0.6791336741298437, 0.6576774185523391, 0.6475307457149029, 0.620580074377358, 0.6066113030537963, 0.6108134239912033, 0.5847622938454151, 0.5709193665534258, 0.556808297522366, 0.5466307224705815, 0.529279169626534, 0.5321919987909496, 0.5259375479072332, 0.49607249023392797, 0.49783733766525984, 0.4965228782966733, 0.48217386566102505]",,,,,,
4.0,1.0,128.0,128.0,,0.0031808211849558,removal,0.0317900966954935,0.0157233428371374,654.0,mean,GCNConv,20.0,5.0,500.0,cluster,100.0,nearest_neighbors,0.9539128940812645,0.7134081196581197,0.5876787678767876,0.9075773020727148,"[30.378802955150604, 30.24521541595459, 27.359057039022446, 25.405567437410355, 24.196272611618042, 22.43861174583435, 21.572978854179382, 20.43573573231697, 18.894206807017326, 17.130329370498657, 16.48667350411415, 15.483736842870712, 14.791815400123596, 13.944825440645218, 12.7795869410038, 12.323324799537659, 11.959370881319046, 11.431122720241547, 10.60346719622612, 9.868967682123184, 9.20829539746046, 9.112622231245041, 8.56332565844059, 8.100605577230453, 7.611071243882179, 7.310584545135498, 6.875005580484867, 6.426687560975552, 6.492850080132484, 5.96755126863718, 5.834735557436943, 5.551169529557228, 5.301786944270134, 5.034916415810585, 4.873378157615662, 4.642981126904488, 4.668290562927723, 4.38461384922266, 4.059407643973827, 4.004543878138065, 3.8501741737127304, 3.6800155751407146, 3.5300402790308, 3.523404374718666, 3.4409821555018425, 3.2462360709905624, 3.1695908308029175, 2.992867663502693, 2.9473216384649277, 2.803081225603819, 2.7940023094415665, 2.6636042445898056, 2.555260919034481, 2.5136063247919083, 2.403476059436798, 2.339041182771325, 2.2867184542119503, 2.2331217154860497, 2.162098489701748, 2.178057514131069, 2.0638251304626465, 1.9718852750957012, 1.895535446703434, 1.872858926653862, 1.7958093117922544, 1.8069272227585316, 1.7084463834762573, 1.662527116946876, 1.634930830448866, 1.6221035420894623, 1.577433742582798, 1.5404862333089113, 1.5155779868364334, 1.48478614538908, 1.4415815714746714, 1.4083455856889486, 1.3712620846927166, 1.33874642662704, 1.3101523108780384, 1.276195365935564, 1.2746154181659222, 1.2140215504914522, 1.1895898673683405, 1.1764086373150349, 1.139935264363885, 1.1228510104119778, 1.0764293111860752, 1.0529272109270096, 1.0605454370379448, 1.0157197881489992, 0.9921182002872229, 0.9679758129641414, 0.950505344197154, 0.9208662323653698, 0.9262240584939718, 0.9157891776412725, 0.8641329985111952, 0.8673210646957159, 0.8654137197881937, 0.8407046217471361]",,,,,,
5.0,1.0,128.0,128.0,,0.0047753194728952,removal,0.2221826034578201,0.0146225339169502,654.0,mean,GCNConv,20.0,10.0,500.0,cluster,100.0,nearest_neighbors,0.9532686195344042,0.7130044843049327,0.5947194719471948,0.8900230490615739,"[37.39230132102966, 32.04173922538757, 29.978633373975754, 26.276105999946594, 24.41831934452057, 21.69442218542099, 19.353388488292694, 17.981026858091354, 16.495722264051437, 14.973256945610046, 14.194880038499832, 12.898085698485374, 12.078749656677246, 11.158674865961075, 10.136315688490868, 9.447050780057907, 8.972586914896965, 8.435899779200554, 7.703318700194359, 7.080645114183426, 6.505380764603615, 6.329448193311691, 5.862799271941185, 5.487722083926201, 5.086973607540131, 4.835393913090229, 4.507407695055008, 4.17250020056963, 4.173453114926815, 3.807239316403866, 3.6936684921383858, 3.4930718392133713, 3.313154384493828, 3.1306770257651806, 3.0122894570231438, 2.8528513982892036, 2.852593034505844, 2.6668933294713497, 2.461320888251066, 2.418516017496586, 2.315213678404689, 2.2056343480944633, 2.1079000383615494, 2.0977969728410244, 2.0447124503552914, 1.921855915337801, 1.8714324980974197, 1.7635902874171734, 1.7314186915755272, 1.642792822793126, 1.6337636448442936, 1.5545067079365253, 1.4874592050909996, 1.4602462202310562, 1.3945392593741417, 1.354688746854663, 1.3224561493843794, 1.2887337170541286, 1.2455832362174988, 1.252625847235322, 1.1855147667229176, 1.1311197374016047, 1.0859280927106738, 1.0716101955622435, 1.0259395353496075, 1.0309138298034668, 0.9736848492175341, 0.9466898953542113, 0.9301788657903671, 0.921572171151638, 0.8952459134161472, 0.8733574096113443, 0.8581271879374981, 0.8400094546377659, 0.8146566897630692, 0.7953148512169719, 0.7737878020852804, 0.7547905929386616, 0.7382694259285927, 0.7184119559824467, 0.7167736776173115, 0.6823016721755266, 0.667990131303668, 0.6602038443088531, 0.6392495529726148, 0.6292237853631377, 0.6028995551168919, 0.5891932174563408, 0.593132147565484, 0.5677486872300506, 0.5542113911360502, 0.54041649075225, 0.530414835549891, 0.5135076260194182, 0.5161822037771344, 0.5100035117939115, 0.48101024329662323, 0.4826159831136465, 0.4812545906752348, 0.46728944778442383]",,,,,,
