K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,reliable_mini_batch,clusters,accuracy,f1,recall,precision,losses
5,1,128,256,,0.0015550020012925232,removal,0,0.1525651174367895,654,sum,GATConv,5,1,True,100,0.9416892094980462,0.8583941605839416,0.8388017118402282,0.8789237668161435,"[17.58228212594986, 17.023568868637085, 16.380857430398464, 16.691820591688156, 16.383489668369293, 17.344339609146118, 16.07498601078987, 16.384837597608566, 15.90311712026596, 15.347388476133347, 14.809576332569122, 14.712912678718567, 15.569584637880325, 14.686441272497177, 14.032917141914368, 14.71069923043251, 14.556898653507233, 14.506270498037338, 14.08802855014801, 13.806885182857513, 13.097747683525085, 13.263231933116913, 13.907090544700623, 13.121245622634888, 12.556243360042572, 12.66414526104927, 12.525618314743042, 12.003498941659927, 11.725578606128693, 11.971897900104523, 12.42275819182396, 11.358798503875732, 11.096797049045563, 11.152213454246521, 10.947229772806168, 10.717653036117554, 10.55443388223648, 10.05000588297844, 10.259232997894287, 9.595193892717361, 9.806290328502655, 9.85311222076416, 9.326304078102112, 8.84451025724411, 9.061547428369522, 8.95875135064125, 8.403589501976967, 8.279583036899567, 8.160779654979706, 8.184680014848709]"
5,1,128,256,,0.0015550020012925232,removal,0,0.1525651174367895,114,sum,GATConv,5,1,True,100,0.9428914938382927,0.8611111111111112,0.8402282453637661,0.8830584707646177,"[16.95869806408882, 15.888479977846146, 16.577407717704773, 16.026338011026382, 15.713954985141754, 16.619578003883362, 15.661012440919876, 15.807722717523575, 15.551166951656342, 14.929658889770508, 14.335687130689621, 14.355502098798752, 15.03358080983162, 14.63515955209732, 13.672683030366898, 14.135923981666565, 13.562996178865433, 13.529667794704437, 13.677278131246567, 13.35266837477684, 12.805076748132706, 12.777344420552254, 13.02964162826538, 12.595598638057709, 11.796858668327332, 12.342338234186172, 12.030989974737167, 11.131543695926666, 11.50341123342514, 11.52380359172821, 11.598962187767029, 10.901808187365532, 10.778005689382553, 10.845632404088974, 10.575203835964203, 10.235515683889389, 10.042166322469711, 9.587824434041977, 9.907297998666763, 9.248769775032997, 8.981931135058403, 9.331489756703377, 9.196866273880005, 8.406369358301163, 8.465311780571938, 8.356923639774323, 7.905885696411133, 7.908301413059235, 7.862061694264412, 7.579899400472641]"
5,1,128,256,,0.0015550020012925232,removal,0,0.1525651174367895,25,sum,GATConv,5,1,True,100,0.9413886384129847,0.8602150537634409,0.8559201141226819,0.8645533141210374,"[16.963555365800858, 15.882620602846146, 16.579454362392426, 16.016021251678467, 15.716694056987762, 16.635709047317505, 15.672236949205399, 15.819033026695251, 15.55100217461586, 14.948062509298325, 14.350609928369522, 14.367965906858444, 15.034630089998245, 14.63173919916153, 13.699666678905487, 14.146261870861053, 13.580675661563873, 13.54967913031578, 13.68373891711235, 13.380263835191727, 12.82007223367691, 12.806182712316513, 13.054123431444168, 12.617753326892853, 11.828866958618164, 12.366010785102844, 12.054536759853363, 11.15240067243576, 11.532530665397644, 11.535965323448181, 11.638058513402939, 10.922225072979927, 10.798597931861877, 10.860354274511337, 10.60627692937851, 10.25497567653656, 10.060632407665253, 9.614603817462921, 9.921544641256332, 9.262658536434174, 9.010802760720253, 9.357880622148514, 9.222353458404541, 8.428482443094254, 8.491648375988007, 8.369879111647606, 7.9250617027282715, 7.9222412109375, 7.8764016181230545, 7.596760228276253]"
5,1,128,256,,0.0015550020012925232,removal,0,0.1525651174367895,759,sum,GATConv,5,1,True,100,0.9431920649233544,0.8615384615384616,0.8388017118402282,0.8855421686746988,"[17.074302047491074, 15.991953641176224, 16.7026686668396, 16.136186867952347, 15.83265334367752, 16.73668384552002, 15.776045709848404, 15.920731246471405, 15.663056761026382, 15.04513505101204, 14.432867288589478, 14.477944791316986, 15.147696256637573, 14.736564606428146, 13.780507117509842, 14.226131200790405, 13.653650254011154, 13.628158390522003, 13.76299262046814, 13.45066973567009, 12.892888635396957, 12.865845993161201, 13.121242016553879, 12.683560401201248, 11.877225190401077, 12.433037728071213, 12.112536400556564, 11.214697390794754, 11.584341883659363, 11.5930395424366, 11.688500612974167, 10.986748203635216, 10.849302470684052, 10.93462735414505, 10.640076130628586, 10.304914712905884, 10.109463095664978, 9.653600335121155, 9.970783978700638, 9.310244649648666, 9.045995146036148, 9.395624548196793, 9.254889696836472, 8.463154464960098, 8.523189961910248, 8.41125138103962, 7.960680589079857, 7.960518628358841, 7.911307364702225, 7.631410166621208]"
5,1,128,256,,0.0015550020012925232,removal,0,0.1525651174367895,281,sum,GATConv,5,1,True,100,0.9425909227532311,0.8600732600732601,0.8373751783166904,0.8840361445783133,"[16.962033659219742, 15.893386781215668, 16.59312143921852, 16.033155143260956, 15.704408466815948, 16.633944153785706, 15.672202825546265, 15.824294805526733, 15.556635022163391, 14.941122859716415, 14.35037013888359, 14.385209679603577, 15.049236953258514, 14.642321825027466, 13.69277623295784, 14.137051671743393, 13.57139727473259, 13.531211346387863, 13.682992815971375, 13.370180547237396, 12.809075981378555, 12.786209896206856, 13.039953976869583, 12.603255659341812, 11.802062600851059, 12.35144317150116, 12.036813229322433, 11.134600132703781, 11.50886282324791, 11.522117286920547, 11.603347569704056, 10.912172615528107, 10.77647152543068, 10.857658237218857, 10.576620280742645, 10.236717283725739, 10.037193387746811, 9.585425466299057, 9.9063700735569, 9.246371030807495, 8.986728474497795, 9.33520145714283, 9.190625235438347, 8.408500909805298, 8.464704662561417, 8.355127543210983, 7.905851513147354, 7.896531373262405, 7.860082134604454, 7.578245937824249]"
