K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,clusters,sampling,sampling_k,num_epochs,accuracy,f1,recall,precision,losses
5,1,128,256,,0.005241148454560289,removal,0,0.1618181276847006,654,mean,GATConv,1024,10,300,nearest_neighbors,75,100,0.9398857829876766,0.8581560283687943,0.8630527817403709,0.8533145275035261,"[6.806500554084778, 6.827681541442871, 6.557249069213867, 6.763905882835388, 6.614096641540527, 6.402686357498169, 6.375336766242981, 6.1499128341674805, 6.129779577255249, 6.198064684867859, 6.035053968429565, 5.980734467506409, 5.77310037612915, 5.634181380271912, 5.612060189247131, 5.654593467712402, 5.494877338409424, 5.30326521396637, 5.381693601608276, 5.230709671974182, 5.130584239959717, 5.174506068229675, 5.095082998275757, 5.021376967430115, 4.891380190849304, 4.860575079917908, 4.858758091926575, 4.560232996940613, 4.628704190254211, 4.52331817150116, 4.59047269821167, 4.390960693359375, 4.270821452140808, 4.334986448287964, 4.2025744915008545, 4.1812955141067505, 4.115374863147736, 4.060055673122406, 4.08841347694397, 3.9167171120643616, 3.902383863925934, 3.8354161381721497, 3.7791961431503296, 3.7501832842826843, 3.6554591059684753, 3.6596933603286743, 3.6487284898757935, 3.5979034304618835, 3.4575307369232178, 3.476773738861084, 3.389073967933655, 3.3203495740890503, 3.283291459083557, 3.2787769436836243, 3.1493643522262573, 3.1959986090660095, 3.144728422164917, 3.081441342830658, 3.011889398097992, 3.006805896759033, 2.994066596031189, 2.945302128791809, 2.8337275981903076, 2.8503299951553345, 2.792867064476013, 2.753921627998352, 2.754544496536255, 2.7158135175704956, 2.716519832611084, 2.6099528074264526, 2.6207622289657593, 2.546317934989929, 2.536087393760681, 2.517023265361786, 2.4686216711997986, 2.432064414024353, 2.410498797893524, 2.372400641441345, 2.3225366473197937, 2.3280850648880005, 2.281843066215515, 2.287677824497223, 2.259512960910797, 2.2295055985450745, 2.1680838465690613, 2.16880601644516, 2.148591101169586, 2.1033281087875366, 2.0973547101020813, 2.061732828617096, 2.0194346010684967, 1.9928394556045532, 1.9967731535434723, 1.965956062078476, 1.9471122026443481, 1.9020933508872986, 1.8775892555713654, 1.8770549595355988, 1.8673723340034485, 1.8232107758522034]"
