K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,reliable_mini_batch,clusters,pos_weight,accuracy,f1,recall,precision,losses
5,1,256,256,,0.008047617717045045,removal,0,0.12005858506597397,654,mean,GINConv,15,4,True,200,0.22520050602426533,0.9347760745416291,0.8364732479276563,0.7917261055634808,0.8865814696485623,"[3.2310045808553696, 3.2419713139533997, 3.167140319943428, 2.794334702193737, 2.747812606394291, 2.622454807162285, 2.583276405930519, 2.4261965677142143, 2.1564112082123756, 2.0557486042380333, 1.9456888660788536, 1.7841155976057053, 1.6834613159298897, 1.5468244031071663, 1.4351450502872467, 1.3346206843852997, 1.2281120643019676, 1.101020410656929, 1.058808445930481, 0.9973243065178394, 0.8832084350287914, 0.8609145954251289, 0.7826415169984102, 0.7576201297342777, 0.6900062281638384, 0.6664554253220558, 0.6458396967500448, 0.5997788328677416, 0.5882823877036572, 0.5420404095202684, 0.5079754181206226, 0.49830549396574497, 0.4494927953928709, 0.4474317394196987, 0.42769394628703594, 0.39737537130713463, 0.387573454529047, 0.3750738091766834, 0.3501779083162546, 0.3300202898681164, 0.3354561757296324, 0.31652530282735825, 0.3128652386367321, 0.2820503953844309, 0.27797598857432604, 0.27535168919712305, 0.2572282403707504, 0.25309751089662313, 0.24171546380966902, 0.22829758748412132]"
