alpha,K,layers,hidden_channels,out_channels,norm,dropout,margin,lpl_weight,ratio,seed,aggregation,model_type,sampling_mode,num_neighbors,pos_weight,batch_size,rate_pairs,accuracy,f1,recall,precision,losses,average_precision,roc_auc,fpr,tpr,roc_thresholds,precisions,recalls,pr_thresholds
0.5,27,1,256,256,,0,0.5,0.5,0.16115769711539774,654,mean,GATConv,1,256,6,0.9449954914337241,0.866909090909091,0.8502139800285307,0.884272997032641,"[2.843774199485779, 2.676872134208679, 2.6197805404663086, 2.648675501346588, 2.6462766528129578, 2.668582320213318, 2.633516848087311, 2.617714583873749, 2.64046710729599, 2.6529629826545715]",0.9015349930122536,0.9619162810607846,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.80807312e-04 3.80807312e-04 3.80807312e-04
 3.80807312e-04 3.80807312e-04 3.80807312e-04 3.80807312e-04
 3.80807312e-04 3.80807312e-04 3.80807312e-04 3.80807312e-04
 7.61614623e-04 7.61614623e-04 7.61614623e-04 7.61614623e-04
 7.61614623e-04 7.61614623e-04 7.61614623e-04 1.14242193e-03
 1.14242193e-03 1.14242193e-03 1.52322925e-03 1.52322925e-03
 1.52322925e-03 1.52322925e-03 1.52322925e-03 1.52322925e-03
 1.52322925e-03 1.52322925e-03 1.52322925e-03 1.52322925e-03
 1.52322925e-03 1.52322925e-03 1.52322925e-03 1.52322925e-03
 1.52322925e-03 1.52322925e-03 1.52322925e-03 1.52322925e-03
 1.52322925e-03 1.52322925e-03 1.90403656e-03 1.90403656e-03
 1.90403656e-03 1.90403656e-03 1.90403656e-03 1.90403656e-03
 1.90403656e-03 1.90403656e-03 1.90403656e-03 2.28484387e-03
 2.28484387e-03 2.28484387e-03 2.28484387e-03 2.28484387e-03
 2.66565118e-03 2.66565118e-03 2.66565118e-03 2.66565118e-03
 3.04645849e-03 3.04645849e-03 3.04645849e-03 3.04645849e-03
 3.04645849e-03 3.04645849e-03 3.04645849e-03 3.04645849e-03
 3.42726580e-03 3.42726580e-03 3.42726580e-03 3.42726580e-03
 3.80807312e-03 3.80807312e-03 3.80807312e-03 3.80807312e-03
 3.80807312e-03 3.80807312e-03 4.56968774e-03 4.56968774e-03
 4.95049505e-03 4.95049505e-03 4.95049505e-03 4.95049505e-03
 5.33130236e-03 5.33130236e-03 6.09291698e-03 6.09291698e-03
 6.47372430e-03 6.47372430e-03 6.47372430e-03 6.47372430e-03
 6.85453161e-03 6.85453161e-03 6.85453161e-03 6.85453161e-03
 7.23533892e-03 7.23533892e-03 7.23533892e-03 7.23533892e-03
 7.23533892e-03 7.23533892e-03 7.23533892e-03 7.23533892e-03
 7.23533892e-03 7.23533892e-03 7.61614623e-03 7.61614623e-03
 7.99695354e-03 7.99695354e-03 8.37776085e-03 8.75856816e-03
 8.75856816e-03 8.75856816e-03 8.75856816e-03 8.75856816e-03
 8.75856816e-03 8.75856816e-03 8.75856816e-03 9.13937548e-03
 9.52018279e-03 9.52018279e-03 9.52018279e-03 9.52018279e-03
 9.90099010e-03 9.90099010e-03 1.02817974e-02 1.02817974e-02
