K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,clusters,sampling,sampling_k,num_epochs,accuracy,f1,recall,precision,losses
5,1,128,256,,0.004018699900202086,removal,0,0.1584815243247359,654,mean,GCNConv,256,10,50,nearest_neighbors,25,50,0.8941989780583108,0.6704119850187266,0.5106990014265336,0.9754768392370572,"[30.823571801185608, 29.763868808746338, 29.472302675247192, 27.913706183433533, 27.04431438446045, 26.1667377948761, 25.147260785102844, 23.77964961528778, 23.1262845993042, 22.17676317691803, 21.39237916469574, 20.438252449035645, 19.984660625457764, 19.335814118385315, 18.26408016681671, 17.91863703727722, 17.369049906730652, 16.580663084983826, 15.59683871269226, 15.391833424568176, 14.81459653377533, 14.488242387771606, 13.865557074546814, 13.640227317810059, 13.124937117099762, 12.741981148719788, 12.322442352771759, 11.921877443790436, 11.460986196994781, 11.298210501670837, 11.00373089313507, 10.555730104446411, 10.219061136245728, 9.87424123287201, 9.485733330249786, 9.48619657754898, 9.204900801181793, 8.909745335578918, 8.738369405269623, 8.38270378112793, 8.165758430957794, 7.9468748569488525, 7.77568382024765, 7.582501828670502, 7.412309288978577, 7.274021506309509, 7.085365384817123, 6.8812094032764435, 6.67328804731369, 6.5801016092300415]"
