alpha,K,layers,hidden_channels,out_channels,norm,dropout,margin,lpl_weight,ratio,seed,aggregation,model_type,sampling_mode,num_neighbors,pos_weight,batch_size,rate_pairs,reliable_mini_batchaccuracy,f1,recall,precision,losses,average_precision,roc_auc,fpr,tpr,roc_thresholds,precisions,recalls,pr_thresholds
0.5,29,2,128,128,,0,0.5,0.5,0.09571920435534004,654,sum,SAGEConv,1,2048,3,0.867779073895623,0.8107715758147638,0.7092063492063492,0.9462893934259573,"[0.7597846388816833, 0.7375198006629944, 0.7306326627731323, 0.7280600666999817, 0.7269392609596252, 0.7263720035552979, 0.7260539531707764, 0.725857138633728, 0.7257163524627686, 0.7256141304969788]",0.9086197758238437,0.9280013296767224,[0.         0.         0.         ... 0.99662219 0.99662219 1.        ],"[0.00000000e+00 1.26984127e-04 1.65079365e-03 ... 9.99873016e-01
 1.00000000e+00 1.00000000e+00]","[          inf 9.9965084e-01 9.9898237e-01 ... 2.3441616e-04 2.3417131e-04
 3.5727218e-05]",[0.39940153 0.39942179 0.39944205 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 2.53968254e-04
 1.26984127e-04 0.00000000e+00]","[3.5727218e-05 5.2610714e-05 5.6260131e-05 ... 9.9959594e-01 9.9959725e-01
 9.9965084e-01]"
