alpha,K,layers,hidden_channels,out_channels,norm,dropout,margin,lpl_weight,ratio,seed,aggregation,pos_weight,accuracy,f1,recall,precision
0.10554564344335746,35,2,128,128,graphnorm,0.3547205417835157,0.13886971130331593,0.4311663688778529,0.23287798991068293,1,sum,1,0.8990718669168738,0.8722229356620008,0.8624761904761905,0.8821924925314976
0.10554564344335746,35,2,128,128,graphnorm,0.3547205417835157,0.13886971130331593,0.4311663688778529,0.23287798991068293,2,sum,1,0.8958766546634883,0.8681692673216465,0.8584126984126984,0.8781501688750325
0.10554564344335746,35,2,128,128,graphnorm,0.3547205417835157,0.13886971130331593,0.4311663688778529,0.23287798991068293,3,sum,1,0.8959780899731197,0.8685003526319164,0.8600634920634921,0.877104377104377
0.10554564344335746,35,2,128,128,graphnorm,0.3547205417835157,0.13886971130331593,0.4311663688778529,0.23287798991068293,4,sum,1,0.8936450778516002,0.865170706616087,0.8543492063492063,0.8762698619432144
0.10554564344335746,35,2,128,128,graphnorm,0.3547205417835157,0.13886971130331593,0.4311663688778529,0.23287798991068293,5,sum,1,0.8944058426738347,0.8662125690785246,0.8558730158730159,0.8768049954468583
