alpha,K,layers,hidden_channels,out_channels,norm,dropout,margin,lpl_weight,ratio,seed,aggregation,model_type,sampling_mode,num_neighbors,pos_weight,batch_size,rate_pairs,reliable_mini_batchaccuracy,f1,recall,precision,losses,average_precision,roc_auc,fpr,tpr,roc_thresholds,precisions,recalls,pr_thresholds
0.5,21,2,128,128,,0,0.5,0.5,0.34504321990942427,654,mean,GCNConv,1,5096,5,0.8306537505705737,0.8055668782390962,0.8783492063492063,0.7439234243923425,"[0.41067925095558167, 0.36008188128471375, 0.34181976318359375, 0.33454591035842896, 0.3312298655509949, 0.32950660586357117, 0.3284979462623596, 0.32787466049194336, 0.3274504542350769, 0.3271429240703583, 0.32691702246665955, 0.32673466205596924, 0.32658520340919495, 0.32645654678344727, 0.32634711265563965, 0.3262462317943573, 0.3261556625366211, 0.326071560382843, 0.3259908854961395, 0.3259151577949524, 0.3258419632911682, 0.32577210664749146, 0.32570257782936096, 0.325636088848114, 0.3255707621574402, 0.3255062401294708, 0.3254426419734955, 0.32538002729415894, 0.3253178298473358, 0.32525572180747986, 0.3251952528953552, 0.3251344859600067, 0.32507503032684326, 0.32501471042633057, 0.32495445013046265, 0.32489505410194397, 0.32483604550361633, 0.3247774839401245, 0.3247184753417969, 0.32465994358062744, 0.3246007263660431, 0.3245430886745453, 0.32448387145996094, 0.32442548871040344, 0.3243674635887146, 0.32430893182754517, 0.32425162196159363, 0.32419347763061523, 0.32413560152053833, 0.3240776062011719, 0.32401973009109497, 0.32396164536476135, 0.3239034414291382, 0.3238460123538971, 0.32378795742988586, 0.3237299919128418, 0.3236723840236664, 0.3236143887042999, 0.3235568106174469, 0.3234989643096924, 0.32344117760658264, 0.323383629322052, 0.3233259618282318, 0.32326817512512207, 0.323210209608078, 0.32315272092819214, 0.3230947256088257, 0.32303768396377563, 0.322979599237442, 0.3229222893714905, 0.3228645324707031, 0.32280653715133667, 0.32274872064590454, 0.32269129157066345, 0.3226328492164612, 0.32257580757141113, 0.32251814007759094, 0.3224600553512573, 0.32240262627601624, 0.32234448194503784, 0.3222866654396057, 0.3222288191318512, 0.322171151638031, 0.3221130669116974, 0.3220556080341339, 0.32199788093566895, 0.32193973660469055, 0.3218822777271271, 0.3218245208263397, 0.32176628708839417, 0.32170888781547546, 0.32165074348449707, 0.32159292697906494, 0.32153522968292236, 0.3214772641658783, 0.32141929864883423, 0.32136136293411255, 0.3213036060333252, 0.3212457597255707, 0.3211878538131714]",0.8210183513965528,0.8969396364299252,[0.        0.        0.        ... 0.9867421 0.9867421 1.       ],"[0.00000000e+00 1.26984127e-04 5.07936508e-04 ... 9.99873016e-01
 1.00000000e+00 1.00000000e+00]","[          inf 9.9999988e-01 9.9999893e-01 ... 9.3989505e-04 9.3788857e-04
 1.6218881e-04]",[0.39940153 0.39942179 0.39944205 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 2.53968254e-04
 1.26984127e-04 0.00000000e+00]","[1.6218881e-04 2.0956334e-04 2.2144405e-04 ... 9.9999928e-01 9.9999940e-01
 9.9999988e-01]"
