K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,clusters,sampling,num_epochs,anomaly_detector,accuracy,f1,recall,precision,losses,test_accuracy,test_f1,test_recall,test_precision
10,2,256,256,,0.005,removal,0,0.3773852,654,mean,GCNConv,2048,10,50,sage,50,unweighted,nan,0.0,0.0,0.0,"[16.472479224205017, 16.06779456138611, 15.889524221420288, 15.598863959312439, 15.40762722492218, 15.13052487373352, 14.880867004394531, 14.647858262062073, 14.307158470153809, 14.07329773902893, 13.762586951255798, 13.43045699596405, 13.137256026268005, 12.847951889038086, 12.52795958518982, 12.18062436580658, 11.894947409629822, 11.539856195449829, 11.189446449279785, 10.886959671974182, 10.596365571022034, 10.188056886196136, 9.940381824970245, 9.574733793735504, 9.282837152481079, 8.964539527893066, 8.65584546327591, 8.336615204811096, 8.051396310329437, 7.7686819434165955, 7.49690306186676, 7.22070586681366, 6.952341794967651, 6.707410514354706, 6.480549454689026, 6.255673408508301, 6.014573335647583, 5.8042609095573425, 5.606628477573395, 5.4056782722473145, 5.211065948009491, 5.054224610328674, 4.901750475168228, 4.715599000453949, 4.553089886903763, 4.414786696434021, 4.267867237329483, 4.133719563484192, 4.015334576368332, 3.8834860026836395]",0.7676025096647443,0.4292607003891051,0.3502667005334011,0.5542604501607717
10,2,256,256,,0.005,removal,0,0.3773852,114,mean,GCNConv,2048,10,50,sage,50,unweighted,nan,0.0,0.0,0.0,"[16.598122715950012, 16.122421503067017, 15.896125555038452, 15.569906115531921, 15.359446287155151, 15.285155296325684, 14.935089349746704, 14.627409815788269, 14.340680956840515, 14.01103401184082, 13.70336663722992, 13.397631287574768, 13.19593369960785, 12.820975184440613, 12.488974690437317, 12.156671285629272, 11.87054431438446, 11.554161548614502, 11.215596556663513, 10.84197473526001, 10.60022783279419, 10.188804924488068, 9.852791726589203, 9.581355094909668, 9.233680248260498, 8.958717584609985, 8.632452368736267, 8.302518546581268, 8.040926992893219, 7.762158513069153, 7.487219035625458, 7.2305948138237, 6.960575461387634, 6.729797184467316, 6.455078125, 6.251290559768677, 6.0270532965660095, 5.795046746730804, 5.639748752117157, 5.40463125705719, 5.246356725692749, 5.038268655538559, 4.883200615644455, 4.721889048814774, 4.584498882293701, 4.439116954803467, 4.279694765806198, 4.150605380535126, 4.019818902015686, 3.8806275129318237]",0.7592369605171431,0.40050497080637526,0.3223266446532893,0.52875
10,2,256,256,,0.005,removal,0,0.3773852,25,mean,GCNConv,2048,10,50,sage,50,unweighted,nan,0.0,0.0,0.0,"[16.050915479660034, 15.728049516677856, 15.4709392786026, 15.250970005989075, 15.039366483688354, 14.718735933303833, 14.428272604942322, 14.238394260406494, 13.941665172576904, 13.694144487380981, 13.389959931373596, 13.142408847808838, 12.736089706420898, 12.499035358428955, 12.149284958839417, 11.881465077400208, 11.610738635063171, 11.26130747795105, 10.970383644104004, 10.626249074935913, 10.322755217552185, 9.982861697673798, 9.648385226726532, 9.343866229057312, 9.093592047691345, 8.751180231571198, 8.461258113384247, 8.144023180007935, 7.882195711135864, 7.590814232826233, 7.365051567554474, 7.059416055679321, 6.822530150413513, 6.554514706134796, 6.33568012714386, 6.129231333732605, 5.928099572658539, 5.708573222160339, 5.490815579891205, 5.315361678600311, 5.121863514184952, 4.977347165346146, 4.793996840715408, 4.640657424926758, 4.481978505849838, 4.338947176933289, 4.205387443304062, 4.065054178237915, 3.9453676640987396, 3.8231292366981506]",0.7660181253564865,0.39136168809759314,0.301498602997206,0.5575387505871301
