alpha,K,layers,hidden_channels,out_channels,norm,dropout,margin,lpl_weight,ratio,seed,aggregation,pos_weight,accuracy,f1,recall,precision
0.5281565478648429,34,2,256,256,graphnorm,0.40408545505646154,0.27749111418599404,0.31471383845174916,0.15973540244189094,1,mean,1,0.9398342022049397,0.87592527317589,0.927584919746174,0.8297161936560935
0.5281565478648429,34,2,256,256,graphnorm,0.40408545505646154,0.27749111418599404,0.31471383845174916,0.15973540244189094,2,mean,1,0.9412016067002821,0.8787451533309835,0.9305711086226204,0.8323873121869783
0.5281565478648429,34,2,256,256,graphnorm,0.40408545505646154,0.27749111418599404,0.31471383845174916,0.15973540244189094,3,mean,1,0.9400051277668575,0.8762777581952766,0.9279581933557297,0.8300500834724541
0.5281565478648429,34,2,256,256,graphnorm,0.40408545505646154,0.27749111418599404,0.31471383845174916,0.15973540244189094,4,mean,1,0.9412016067002821,0.8787451533309835,0.9305711086226204,0.8323873121869783
0.5281565478648429,34,2,256,256,graphnorm,0.40408545505646154,0.27749111418599404,0.31471383845174916,0.15973540244189094,5,mean,1,0.9418853089479532,0.8801550934085302,0.9320642030608436,0.8337228714524207
