K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,clusters,sampling,num_epochs,anomaly_detector,accuracy,f1,recall,precision,losses,test_accuracy,test_f1,test_recall,test_precision
7,1,128,64,,0.005,removal,0,0.018673327996087247,654,mean,GATConv,4096,10,50,sage,50,nearest_neighbors,nan,0.0,0.0,0.0,"[1370.8561248779297, 1205.503324508667, 1057.6683292388916, 933.3075904846191, 822.3849716186523, 720.6220293045044, 632.1775827407837, 551.0854005813599, 480.7797975540161, 418.9495372772217, 366.7896099090576, 322.2225766181946, 284.4018130302429, 252.84561491012573, 226.16237258911133, 203.46793007850647, 183.30536246299744, 166.2575511932373, 151.4731514453888, 138.27047109603882, 127.02458095550537, 117.0927951335907, 108.21720886230469, 100.27060663700104, 92.9697413444519, 86.77908909320831, 81.04358768463135, 75.7491911649704, 71.01114773750305, 66.77931642532349, 62.83031511306763, 59.17765653133392, 55.843793869018555, 52.8262112736702, 49.96347326040268, 47.371247947216034, 44.93098908662796, 42.77035707235336, 40.65629291534424, 38.618505239486694, 36.867633640766144, 35.11649662256241, 33.58215546607971, 32.07490426301956, 30.654166400432587, 29.269398868083954, 28.082933604717255, 26.84913319349289, 25.752987444400787, 24.748719185590744]",0.9297814329772494,0.1306032097399004,0.08654198753208654,0.266065388951522
7,1,128,64,,0.005,removal,0,0.018673327996087247,114,mean,GATConv,4096,10,50,sage,50,nearest_neighbors,nan,0.0,0.0,0.0,"[1368.8718395233154, 1192.9926166534424, 1069.0502090454102, 936.7523059844971, 819.3015718460083, 719.9403171539307, 631.5287094116211, 550.4110326766968, 480.3645849227905, 418.02929067611694, 366.4740810394287, 321.8716549873352, 284.3901195526123, 252.53206539154053, 226.0458631515503, 203.05680871009827, 183.35552644729614, 165.81689143180847, 150.95450949668884, 137.96319818496704, 126.60760831832886, 116.74165439605713, 107.8470709323883, 99.83869802951813, 92.9735746383667, 86.34001839160919, 80.76799273490906, 75.57713687419891, 71.00109767913818, 66.69168901443481, 62.79797899723053, 59.08520543575287, 55.799291133880615, 52.61994594335556, 49.80144762992859, 47.20828539133072, 44.882101476192474, 42.58467137813568, 40.50646781921387, 38.485026597976685, 36.69525510072708, 35.10874301195145, 33.424419581890106, 32.02509248256683, 30.544532239437103, 29.228828012943268, 27.972535133361816, 26.760770589113235, 25.66076123714447, 24.6699395775795]",0.9284405309971842,0.08304696449026346,0.053171983865053174,0.1895424836601307
7,1,128,64,,0.005,removal,0,0.018673327996087247,25,mean,GATConv,4096,10,50,sage,50,nearest_neighbors,nan,0.0,0.0,0.0,"[1372.455581665039, 1210.5681228637695, 1065.2043685913086, 940.6946868896484, 824.6095762252808, 724.1145172119141, 635.351921081543, 552.4902257919312, 483.16155338287354, 422.5538167953491, 369.3819341659546, 323.84871101379395, 286.6877646446228, 254.9630298614502, 228.12836694717407, 204.32773184776306, 184.5833523273468, 167.6153473854065, 152.39387226104736, 139.3041741847992, 127.87061524391174, 117.6317195892334, 108.7916830778122, 100.67373991012573, 93.580353140831, 87.14004600048065, 81.41866397857666, 76.24421513080597, 71.35359239578247, 67.072026014328, 62.980361223220825, 59.524051904678345, 56.185208797454834, 52.96950989961624, 50.15724456310272, 47.551009953022, 45.1169136762619, 42.90595489740372, 40.78575563430786, 38.88060653209686, 36.93527692556381, 35.32313907146454, 33.69566136598587, 32.18174821138382, 30.847946643829346, 29.443332374095917, 28.176824271678925, 27.032564520835876, 25.909304022789, 24.786386251449585]",0.9337817905511108,0.15173203549957057,0.09717638430509717,0.34595300261096606
