K,layers,hidden_channels,out_channels,norm,lr,treatment,dropout,ratio,seed,aggregation,model_type,batch_size,rate_pairs,reliable_mini_batch,accuracy,f1,recall,precision,losses
7,2,256,64,,0.001203930329419528,removal,0,0.014744181849923106,654,sum,SAGEConv,20,8,True,0.9404690318701142,0.6528925619834711,0.5735973597359736,0.7576285963382737,"[473.70694732666016, 440.9051661491394, 410.787486076355, 383.1227345466614, 357.73907804489136, 334.4032506942749, 312.9362425804138, 293.2123372554779, 275.03849601745605, 258.26355171203613, 242.80030870437622, 228.51058292388916, 215.27438831329346, 203.03713369369507, 191.6728391647339, 181.1152012348175, 171.3176712989807, 162.20236110687256, 153.6948243379593, 145.74830901622772, 138.32003939151764, 131.4026106595993, 124.91018724441528, 118.81775605678558, 113.10198247432709, 107.73843228816986, 102.70185267925262, 97.94966518878937, 93.46091604232788, 89.25454568862915, 85.28096318244934, 81.50863945484161, 77.94905018806458, 74.58393669128418, 71.38885831832886, 68.36364710330963, 65.4974861741066, 62.77852475643158, 60.19005763530731, 57.73689430952072, 55.396564066410065, 53.172643423080444, 51.03910046815872, 49.03234088420868, 47.1031077504158, 45.26927709579468, 43.50635600090027, 41.8388237953186, 40.23685646057129, 38.71105659008026, 37.24924725294113, 35.84633672237396, 34.5084967315197, 33.22735843062401, 31.999464869499207, 30.81988677382469, 29.69540110230446, 28.612855792045593, 27.5760498046875, 26.57716903090477, 25.62192529439926, 24.70636460185051, 23.825624644756317, 22.9746812582016, 22.1642604470253, 21.381723016500473, 20.62849536538124, 19.904718071222305, 19.209247291088104, 18.538139581680298, 17.897541761398315, 17.274853602051735, 16.677573889493942, 16.10428161919117, 15.548925966024399, 15.016957327723503, 14.504374921321869, 14.008680760860443, 13.530842944979668, 13.072082310914993, 12.628600284457207, 12.20015087723732, 11.788720712065697, 11.390924543142319, 11.007434099912643, 10.637076616287231, 10.278733596205711, 9.934691116213799, 9.60309399664402, 9.282194502651691, 8.972348436713219, 8.672921359539032, 8.385750323534012, 8.106335170567036, 7.837464600801468, 7.576571479439735, 7.326726965606213, 7.084424734115601, 6.849792242050171, 6.623783782124519, 6.405502520501614, 6.193171717226505, 5.990270711481571, 5.793635807931423, 5.60305006057024, 5.4192274659872055, 5.240828938782215, 5.069118425250053, 4.903217487037182, 4.742066942155361, 4.587687406688929, 4.437930263578892, 4.292506709694862, 4.152142945677042, 4.017072409391403, 3.88597671687603, 3.758086457848549, 3.636612646281719, 3.518267650157213, 3.40379810705781, 3.2929959930479527, 3.185938961803913, 3.0822803154587746, 2.9823214188218117, 2.885385539382696, 2.7914146296679974, 2.7005342841148376, 2.613437131047249, 2.5285437889397144, 2.4467794373631477, 2.3672585040330887, 2.290673863142729, 2.216641627252102, 2.144900720566511, 2.075472768396139, 2.0081527289003134, 1.9432085733860731, 1.880174608901143, 1.8194055818021297, 1.7605412732809782, 1.7037714067846537, 1.648616837337613, 1.5954394526779652, 1.5438908953219652, 1.4937310125678778, 1.4458331856876612, 1.3990543279796839, 1.3539785873144865, 1.3102813959121704, 1.2679171245545149, 1.227060554549098, 1.187523014843464, 1.149230843409896, 1.1120247663930058, 1.0761753106489778, 1.0415164409205317, 1.0078530013561249, 0.9755036691203713, 0.943955441005528, 0.9136432744562626, 0.8841804694384336, 0.8555140234529972, 0.8279634080827236, 0.8014522921293974, 0.7755772387608886, 0.7505341824144125, 0.7265440942719579, 0.7030372880399227, 0.6803736994042993, 0.6585049675777555, 0.6373959416523576, 0.6167624844238162, 0.59691601106897, 0.5777389188297093, 0.5591536681167781, 0.5411768103949726, 0.5237796073779464, 0.5069400211796165, 0.49060990381985903, 0.47478138096630573, 0.45951219741255045, 0.4447544948197901, 0.4304056987166405, 0.4165481594391167, 0.40312419133260846, 0.3902454040944576, 0.3776639853604138, 0.36549455346539617, 0.3537359656766057, 0.34239321621134877, 0.33136944100260735, 0.3207343425601721, 0.31039877561852336, 0.3004533522762358, 0.29078200925141573, 0.2814149472396821, 0.2723895604722202, 0.26362629351206124, 0.25511910766363144, 0.2469262219965458, 0.2389457868412137, 0.2313088250812143, 0.2238478660583496, 0.2166748142335564, 0.20969714247621596, 0.20293776132166386, 0.1964038871228695, 0.19009961001574993, 0.1839405435603112, 0.17809112672694027, 0.17242968082427979, 0.16687098261900246, 0.16151763568632305, 0.15631348197348416, 0.15130167710594833, 0.14642118732444942, 0.14171794755384326, 0.13714858191087842, 0.13275620096828789, 0.1284767653560266, 0.12435846461448818, 0.12036927114240825, 0.1164983568014577, 0.11273308715317398, 0.10912130365613848, 0.10561686451546848, 0.10222001257352531, 0.09893866046331823, 0.0957555043278262, 0.09266382129862905, 0.0896927643334493, 0.08682236901950091, 0.08403094462119043, 0.08133421570528299, 0.07871451042592525, 0.07618848071433604, 0.0737497711670585, 0.07135877350810915, 0.06908100168220699, 0.06686158536467701, 0.06470768596045673, 0.06264216953422874, 0.060625020298175514, 0.05867590772686526, 0.056784181215334684, 0.05496781721012667, 0.05319298745598644, 0.05148275615647435, 0.04983044107211754, 0.0482378319138661]"
